"TAD_ID","DEGs","comparison"
"TAD_153","g14604,g14527,g14598,g14605,g14529,g14602,g14603,g14610,g14636,g14564,g14549,g14561,g14535,g14635,g14515,g14497,g14524,g14503,g14637,g14626,g14611,g14506,g14517,g14629,g14630,g14560,g14544,g14558,g14516,g14609,g14532,g14523,g14552,g14607,g14563,g14541,g14525,g14634","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_154","g14657,g14660,g14658,g14668,g14670,g14659,g14667,g14666,g14664,g14671,g14669","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_17","g2535,g2527,g2512,g2525,g2510,g2498,g2511,g2550,g2528,g2524,g2494,g2547,g2500,g2537,g2538,g2522,g2473,g2531,g2540,g2509,g2534,g2552,g2496,g2523,g2520,g2526,g2536,g2518","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_19","g3116,g3109,g3029,g3085,g3051,g3133,g3132,g3087,g3123,g3131,g3050,g3044,g3070,g3084,g3028,g3077,g3117,g3073,g3086,g3114,g3038,g3098,g3036,g3066,g3082,g3127,g3074,g3128,g3076,g3027,g3043,g3030,g3021,g3112,g3045,g3106,g3111,g3064,g3113,g3122,g3034,g3033,g3023,g3104,g3121,g3119,g3052,g3041,g3065,g3079,g3078,g3083,g3026,g3063,g3053,g3101,g3042,g3097,g3039","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_2","g147,g138,g154,g198,g168,g175,g202,g148,g144,g139,g209,g170,g142,g174,g135,g167,g207,g166,g183,g162,g203,g190,g201,g143,g197,g206,g136,g156,g150,g204,g161,g188,g210,g158,g182,g193,g185,g137,g165,g208,g152,g155,g205","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_20","g3409,g3234,g3277,g3215,g3247,g3176,g3185,g3235,g3155,g3172,g3184,g3174,g3273,g3206,g3158,g3232,g3159,g3205,g3244,g3269,g3243,g3366,g3257,g3321,g3296,g3262,g3265,g3173,g3346,g3358,g3179,g3327,g3171,g3360,g3253,g3249,g3263,g3203,g3353,g3317,g3334,g3335,g3295,g3246,g3343,g3154,g3268,g3251,g3168,g3157,g3225,g3259,g3333,g3314,g3368,g3408,g3166,g3200,g3332,g3319,g3361,g3303,g3201,g3233,g3344,g3272,g3271,g3190,g3153,g3405,g3276,g3365,g3328,g3227,g3404,g3305,g3204,g3237,g3167,g3266,g3349,g3242,g3274,g3320,g3284,g3216,g3315,g3230,g3178,g3165,g3282,g3331,g3285,g3198,g3294,g3410,g3275,g3330,g3163,g3220,g3182,g3189,g3329,g3345,g3270,g3196,g3342,g3397,g3255,g3183,g3401,g3351,g3350,g3256,g3339,g3217,g3433,g3396,g3187,g3306,g3222,g3369,g3412,g3302,g3164,g3403,g3395,g3337,g3355,g3311,g3407,g3322","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_23","g3613,g3655,g3654,g3612,g3645,g3681,g3648,g3587,g3680,g3593,g3653,g3636,g3657,g3626,g3623,g3592,g3610,g3693,g3627,g3591,g3605,g3695,g3650,g3687,g3656,g3644,g3676,g3606,g3631,g3585,g3696,g3686,g3632,g3671,g3620,g3640,g3619,g3595,g3611,g3618,g3689,g3628,g3597,g3629,g3635,g3694,g3596,g3677,g3692,g3647,g3622,g3630,g3604,g3691,g3586,g3672,g3634,g3617,g3675","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_26","g15874,g15871,g15812,g15854,g15870,g15881,g15820,g15864,g15883,g15910,g15865,g15840,g15866,g15797,g15823,g15891,g15853,g15851,g15905,g15887,g15831,g15857,g15855,g15862,g15889,g15808,g15900,g15860,g15892,g15861,g15895,g15824,g15838,g15799,g15878,g15872,g15882,g15825,g15876,g15888,g15890,g15899,g15904,g15839,g15803,g15885,g15898,g15795,g15826,g15814,g15873,g15813,g15809,g15841,g15806,g15906,g15879,g15859,g15908,g15911,g15837,g15880,g15856,g15847,g15805,g15829,g15821,g15875,g15819,g15897,g15852,g15833,g15794,g15816","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_29","g16218,g16378,g16343,g16137,g16269,g16110,g16403,g16113,g16354,g16130,g16143,g16148,g16352,g16188,g16385,g16391,g16214,g16270,g16404,g16386,g16133,g16278,g16262,g16234,g16187,g16134,g16380,g16247,g16238,g16377,g16408,g16379,g16373,g16381,g16383,g16328,g16362,g16249,g16367,g16260,g16118,g16368,g16376,g16375,g16411,g16274,g16348,g16342,g16402,g16186,g16351,g16239,g16284,g16350,g16277,g16287,g16340,g16353,g16138,g16398,g16261,g16271,g16237,g16384,g16141,g16400,g16336,g16267,g16254,g16337,g16266,g16321,g16255,g16363,g16333,g16332,g16136,g16326,g16414,g16258,g16236,g16128,g16325,g16327,g16127,g16114,g16322,g16365,g16263,g16230,g16243,g16147,g16313,g16268,g16142,g16211,g16285,g16339,g16387,g16241,g16242,g16331,g16129,g16356,g16131,g16210,g16347,g16233,g16259,g16276,g16374","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_3","g255,g248,g262,g252,g249,g260,g250","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_30","g16480,g16431,g16472,g16466,g16463,g16447,g16474,g16458,g16451,g16439,g16467,g16476,g16437,g16478,g16436,g16445,g16438,g16457,g16450,g16452,g16441,g16487,g16456,g16453,g16435,g16433,g16454,g16468,g16464,g16432,g16448","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_31","g16516,g16520,g16514,g16515,g16511,g16507,g16508","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_33","g16618,g16622,g16602,g16641,g16598,g16723,g16699,g16693,g16589,g16682,g16789,g16678,g16639,g16725,g16758,g16666,g16705,g16652,g16596,g16793,g16700,g16594,g16642,g16601,g16726,g16808,g16728,g16753,g16578,g16704,g16643,g16802,g16773,g16573,g16797,g16655,g16661,g16724,g16756,g16763,g16636,g16727,g16787,g16783,g16588,g16612,g16795,g16627,g16744,g16755,g16740,g16722,g16710,g16568,g16597,g16737,g16637,g16664,g16582,g16624,g16714,g16781,g16748,g16810,g16713,g16648,g16584,g16692,g16707,g16691,g16670,g16640,g16745,g16719,g16665,g16785,g16803,g16614,g16716,g16623,g16593,g16766,g16617,g16694,g16626,g16668,g16608,g16721,g16686,g16590,g16697,g16695,g16677,g16780,g16790,g16650,g16762,g16757,g16715,g16625,g16569,g16733,g16633,g16660,g16730,g16674,g16663,g16800,g16631,g16760,g16751,g16651,g16671,g16742,g16708,g16667,g16743,g16772,g16653,g16782,g16672,g16620,g16759,g16792,g16764,g16676,g16729,g16675,g16646,g16621","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_35","g16858,g16856,g16867,g16862,g16882,g16860,g16871,g16868,g16863,g16859,g16879,g16865,g16861,g16889,g16870,g16857,g16855,g16891,g16872,g16896,g16892","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_36","g17076,g16985,g17027,g16922,g17051,g17092,g17030,g17135,g16937,g17108,g17098,g17178,g17004,g17190,g17084,g16943,g17157,g17015,g17110,g17105,g17023,g16925,g17167,g17031,g16924,g17039,g16923,g16971,g17079,g16938,g17191,g17052,g17169,g17091,g17085,g17156,g16982,g16965,g16987,g17177,g17090,g16934,g17161,g17136,g17149,g16963,g17128,g17140,g17093,g16960,g17025,g17036,g17113,g17053,g16952,g17153,g17194,g17117,g16929,g17104,g17147,g16918,g17050,g17057,g16932,g17131,g16966,g17183,g17175,g16980,g17078,g16941,g17089,g17150,g17014,g17188,g16947,g17111,g17148,g16949,g17000,g16951,g16983,g17072,g17032,g17008,g17028,g17144,g17081,g16944,g17163,g17034,g17151,g17195,g16955,g16927,g16984,g17055,g17082,g17016,g17024,g17158,g17112,g16986,g17174,g17171,g16939,g17107,g17029,g17145,g16953,g16957,g16954,g16921,g17164,g17074,g17097,g17033,g17109","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_39","g17697,g17670,g17677,g17653,g17658,g17694,g17710,g17655,g17723,g17679,g17724,g17656,g17709,g17706,g17698,g17722,g17668,g17721,g17665,g17695,g17712,g17714,g17672,g17716,g17648,g17669,g17640,g17704,g17641,g17696,g17673,g17651,g17705,g17693,g17666,g17649,g17729,g17727,g17700,g17671,g17717,g17725,g17646,g17711","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_4","g346,g294,g338,g335,g349,g341,g353,g357,g299,g297,g348,g360,g333,g364,g354,g347,g343,g363,g361,g352,g344,g328,g362,g345,g359,g336,g356","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_40","g17797,g17757,g17746,g17773,g17769,g17747,g17809,g17762,g17789,g17759,g17790,g17782,g17758,g17791,g17811,g17779,g17748,g17799,g17766,g17788,g17771,g17750,g17768,g17804,g17777,g17756,g17775,g17783,g17770,g17755,g17798,g17805,g17810,g17792","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_41","g17847,g17841,g17842,g17854,g17834,g17859,g17837,g17848,g17845,g17857,g17855,g17852,g17838,g17833,g17831,g17849,g17835,g17843,g17840","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_42","g17909,g17917,g17890,g17918,g17896,g17883,g17878,g17880,g17910,g17888,g17905,g17913,g17894,g17893,g17900,g17923,g17921,g17908,g17906,g17901,g17907,g17876,g17891,g17903,g17899,g17887,g17875,g17911","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_43","g17969,g18160,g18103,g18054,g18052,g18097,g18014,g17966,g17989,g18024,g18168,g17990,g18017,g18102,g18004,g17983,g18016,g18067,g18042,g17987,g18010,g18115,g17965,g18104,g18180,g17985,g18071,g17984,g18039,g18197,g18081,g18084,g18086,g18165,g18083,g17976,g18073,g18095,g18063,g18172,g18023,g18175,g18170,g18163,g18169,g18008,g18096,g18101,g18091,g18013,g18001,g18065,g18089,g18061,g18192,g18118,g18011,g18108,g17974,g17982,g18167,g18117,g18022,g18000,g18111,g17996,g18138,g18068,g18057,g18162,g18018,g17972,g18003,g18019,g18137,g18077,g18058,g18020,g18087,g18154,g18158,g17998,g17992,g18094,g18235,g17973,g18015,g18046,g18060,g18078,g18191,g18161,g17970,g17991,g18076,g18072,g18139,g18156,g18099,g18009,g18122,g18159,g18242,g18044,g18041,g18059,g18062,g18070,g18166,g18056,g18012,g18053,g18181,g18085","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_44","g18285,g18293,g18404,g18385,g18403,g18318,g18289,g18274,g18291,g18380,g18314,g18390,g18383,g18287,g18373,g18327,g18320,g18310,g18308,g18378,g18276,g18328,g18292,g18330,g18312,g18360,g18331,g18406,g18381,g18399,g18397,g18375,g18282,g18319,g18321,g18366,g18371,g18400,g18394,g18377,g18324,g18376,g18288,g18391,g18309,g18329,g18307,g18372,g18315,g18286,g18384","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_45","g18708,g18583,g18598,g18735,g18603,g18635,g18475,g18600,g18458,g18588,g18471,g18690,g18729,g18459,g18638,g18632,g18618,g18497,g18477,g18520,g18569,g18616,g18584,g18628,g18685,g18507,g18621,g18464,g18483,g18629,g18524,g18704,g18624,g18499,g18736,g18473,g18593,g18596,g18549,g18594,g18526,g18504,g18525,g18677,g18456,g18619,g18472,g18740,g18683,g18684,g18692,g18709,g18646,g18737,g18604,g18470,g18480,g18599,g18731,g18506,g18626,g18701,g18681,g18523,g18706,g18587,g18695,g18741,g18531,g18700,g18711,g18517,g18577,g18617,g18550,g18476,g18713,g18625,g18640,g18623,g18637,g18460,g18572,g18474,g18627,g18733,g18522,g18463,g18573,g18679,g18647,g18582,g18585,g18552,g18457,g18461,g18696,g18675,g18498,g18571,g18641,g18712,g18739,g18687","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_46","g18924,g18928,g18978,g18896,g18979,g18901,g18944,g18825,g18829,g18897,g18822,g18776,g18801,g18769,g18983,g18955,g18806,g18826,g18768,g18844,g18958,g18831,g18818,g18929,g18802,g18812,g18793,g18834,g18823,g18809,g18792,g18766,g18796,g18945,g18763,g18821,g18947,g18814,g18797,g18843,g18839,g18981,g18832,g18835,g18798,g18933,g18810,g18824,g18833,g18770,g18935,g18813,g18791,g18980,g18779,g18785,g18808,g18934,g18948,g18777,g18931,g18772,g18784,g18961,g18836,g18954,g18911,g18887,g18925,g18932,g18830,g18982,g18757,g18879,g18918,g18789,g18845,g18959,g18800,g18916,g18977,g18782,g18820,g18953,g18912,g18760,g18827,g18764,g18828,g18765,g18838,g18799,g18926,g18817,g18803,g18804","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_47","g19044,g19095,g19118,g19100,g19025,g19034,g19051,g19088,g19105,g19048,g19021,g19083,g19036,g19128,g19127,g19092,g19024,g19104,g19099,g19022,g19101,g19038,g19125,g19049,g19126,g19016,g19091,g19035","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_48","g19718,g19705,g19733,g19706,g19722,g19708,g19709,g19734,g19703,g19713,g19736,g19719,g19707,g19710,g19723,g19738,g19730,g19731,g19711,g19735,g19729,g19732,g19764,g19724,g19714","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_49","g19818,g19801,g19948,g19914,g19926,g19925,g19919,g19917,g19921,g19950,g19912,g19802,g19841,g19927,g20017,g19916,g19920,g19904,g19957,g19915,g19938,g20004,g19799,g19876,g20018,g19837,g19986,g19820,g19985,g20011,g20012,g19796,g20003,g19842,g19991,g19855,g19941,g19992,g19795,g19806,g19805,g19798,g19997,g20014,g19998,g19988,g19987,g19894,g19803,g20002,g19996,g19994,g19951,g19999,g19900,g19959,g19962,g19922,g19981,g19905,g19804,g19892,g19836,g20016,g19903,g19893,g19918,g19800,g19838,g20005,g19899,g19989,g19888","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_5","g599,g535,g413,g514,g419,g649,g605,g529,g574,g662,g447,g500,g523,g584,g643,g421,g396,g438,g669,g436,g534,g536,g513,g577,g684,g576,g635,g405,g395,g587,g418,g521,g416,g586,g439,g460,g679,g522,g402,g623,g446,g437,g400,g569,g631,g506,g422,g462,g628,g429,g427,g677,g685,g565,g441,g461,g615,g583,g571,g596,g673,g594,g411,g573,g406,g652,g609,g464,g606,g585,g676,g423,g512,g660,g633,g532,g581,g653,g638,g498,g457,g527,g504,g503,g511,g502,g544,g428,g613,g572,g617,g668,g517,g408,g537,g519,g622,g516,g582,g546,g621,g445,g590,g420,g426,g496,g448,g614,g515,g409","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_52","g20358,g20301,g20349,g20352,g20363,g20360,g20354,g20305,g20295,g20283,g20324,g20291,g20278,g20277,g20288,g20299,g20314,g20294,g20298,g20321,g20317,g20292,g20302,g20325,g20303,g20309,g20289,g20348,g20304","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_54","g20660,g20649,g20650,g20652,g20781,g20765,g20659,g21016,g20651,g20946,g20954,g20809,g20766,g21068,g20863,g20830,g20947,g20960,g21053,g20867,g20667,g20958,g21013,g21005,g21024,g21012,g20878,g20693,g20691,g21007,g20783,g20740,g20887,g21021,g20937,g20861,g20777,g20957,g21011,g20943,g20795,g20880,g21010,g20774,g20805,g20696,g20910,g20945,g20762,g21009,g20885,g20870,g21069,g21019,g21008,g21057,g20741,g20815,g20788,g20744,g20866,g20798,g20909,g20952,g20904,g20862,g20812,g20699,g20700,g20955,g20928,g21014,g20879,g20951,g21051,g21061,g21054,g21017,g20736,g20941,g20738,g20694,g21034,g20881,g20718,g20888,g20935,g21015,g20892,g20940,g20642,g21022,g20780,g20715,g20865,g21060,g20716,g21023,g20791,g20758,g20688,g20786,g20824,g20884,g20874,g21002,g20752,g20665,g20778,g20810,g21042,g20889,g20838,g20827,g20869,g20804,g20685,g20998,g20695,g20680,g20743,g20821,g21055,g20939,g20769,g20776,g20890,g20779,g20792,g20913,g20999,g20782,g20822,g21038,g20662,g20657,g20832,g20742,g21065,g20853,g20793,g20737,g20828,g20942,g20963,g20658,g21070,g21000,g20664,g20831,g20993,g21047,g20771,g20772,g20873,g21025,g20643,g21031,g20923,g20773,g20666,g20697,g20794,g21041,g21064,g20961,g21032","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_56","g21471,g21575,g21472,g21419,g21442,g21587,g21582,g21605,g21624,g21611,g21634,g21616,g21573,g21525,g21625,g21585,g21506,g21592,g21581,g21574,g21480,g21491,g21622,g21429,g21473,g21498,g21588,g21614,g21485,g21560,g21627,g21617,g21499,g21596,g21631,g21517,g21543,g21620,g21453,g21578,g21536,g21448,g21483,g21497,g21618,g21507,g21476,g21632,g21594,g21475,g21559,g21534,g21443,g21428,g21510,g21561,g21537,g21542,g21577,g21477,g21598,g21576,g21628,g21546,g21558,g21600,g21599,g21563,g21586,g21486,g21584,g21514,g21493,g21454,g21612,g21564,g21516,g21603,g21505,g21470,g21604,g21452,g21524","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_57","g21677,g21681,g21672,g21753,g21739,g21679,g21689,g21734,g21673,g21745,g21730,g21678,g21661,g21686,g21687,g21726,g21682,g21666,g21680,g21667,g21662,g21693,g21749,g21750,g21757,g21732,g21735,g21728,g21663,g21674,g21754,g21683,g21671,g21729,g21752,g21727,g21748,g21751,g21668,g21731,g21665","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_59","g22029,g22002,g22022,g22056,g22005,g22007,g22025,g22060,g22063,g22016,g22032,g22010,g22031,g21993,g22001,g22011,g22030,g21995,g22003,g22065,g22015,g22012,g22023,g22071,g22000,g22024,g22009,g22064,g22033,g22066,g21997,g22068,g22014,g22028,g22059,g22057","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_6","g716,g738,g731,g730,g721,g742,g739,g718,g722,g741,g723,g726,g720,g735,g724,g733,g727","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_60","g22124,g22113,g22125,g22111,g22123,g22127,g22112,g22118,g22117","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_62","g22265,g22185,g22248,g22284,g22274,g22247,g22267,g22199,g22219,g22223,g22183,g22264,g22198,g22188,g22184,g22235,g22282,g22262,g22236,g22290,g22238,g22214,g22272,g22225,g22193,g22233,g22249,g22246,g22270,g22281,g22268,g22269,g22189,g22257,g22197,g22212,g22251,g22260,g22308,g22289,g22195,g22242,g22221,g22200,g22250,g22283,g22255,g22192,g22288,g22196,g22217,g22285,g22261,g22291","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_63","g22350,g22331,g22330,g22341,g22329,g22349,g22359,g22360,g22332,g22333,g22361,g22355,g22346,g22343","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_65","g22576,g22577,g22623,g22523,g22612,g22634,g22524,g22529,g22624,g22575,g22536,g22601,g22547,g22597,g22586,g22548,g22567,g22589,g22525,g22595,g22573,g22582,g22635,g22633,g22598,g22534,g22530,g22593,g22569,g22545,g22596,g22600,g22605,g22590,g22527,g22583,g22599,g22594,g22602,g22574,g22531,g22641,g22591,g22540,g22542,g22565,g22632,g22620,g22535,g22608,g22639,g22579,g22640,g22552,g22585,g22549,g22544,g22606,g22642,g22631","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_66","g22698,g22708,g22741,g22778,g22770,g22780,g22696,g22712,g22717,g22718,g22709,g22774,g22779,g22669,g22697,g22716,g22754,g22724,g22742,g22672,g22673,g22746,g22700,g22719,g22736,g22749,g22768,g22707,g22670,g22751,g22753,g22676,g22715,g22714,g22748,g22701,g22671,g22728,g22722,g22744,g22765,g22759,g22767,g22677,g22674,g22739,g22725,g22693,g22735,g22760","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_67","g23414,g23303,g23343,g23433,g23326,g23447,g23333,g23349,g23308,g23364,g23346,g23439,g23440,g23332,g23293,g23286,g23302,g23310,g23304,g23359,g23321,g23311,g23295,g23348,g23358,g23356,g23361,g23421,g23345,g23296,g23342,g23307,g23335,g23300,g23438,g23309,g23344,g23443,g23330,g23306,g23327,g23323,g23305,g23415,g23446,g23444,g23357,g23313,g23369,g23288,g23324,g23422,g23354,g23285,g23362,g23448,g23449,g23411,g23317,g23360,g23291,g23368,g23426,g23418,g23431,g23434,g23316,g23420,g23325,g23328,g23419,g23430,g23299,g23297,g23289,g23292,g23355","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_68","g23502,g23496,g23499,g23534,g23508,g23491,g23514,g23513,g23489,g23515,g23528,g23509,g23510,g23498,g23512,g23495,g23535,g23517,g23539,g23490,g23538,g23531,g23542,g23526,g23527,g23497,g23507,g23518,g23519,g23537,g23520,g23506,g23492,g23536,g23521,g23524,g23560,g23547,g23501,g23516,g23511,g23533,g23541","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_70","g23670,g23674,g23654,g23660,g23671,g23662,g23657,g23665,g23663,g23655,g23651,g23664,g23656,g23652,g23673,g23648,g23649,g23666,g23672,g23650","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_72","g23835,g23950,g23966,g23854,g23870,g23855,g23782,g23844,g23797,g23799,g23853,g23790,g24035,g23781,g23742,g23838,g24085,g23724,g23852,g23829,g23903,g24005,g23863,g23796,g23962,g24084,g23763,g23965,g23951,g23954,g24095,g23722,g23791,g23806,g23765,g23878,g24080,g23836,g23750,g24071,g23843,g23973,g24092,g23805,g24033,g23862,g24070,g23926,g24044,g23721,g23963,g23734,g23879,g23949,g24088,g23884,g23953,g24083,g24086,g23937,g23857,g23943,g23952,g23834,g23723,g23740,g23743,g23761,g23744,g23784,g23815,g24090,g24064,g23731,g23739,g23827,g23828,g23856,g24055,g23851,g24030,g24078,g23935,g23918,g23945,g23936,g24043,g24081,g23938,g24054,g24049,g23939,g23753,g23741,g23762,g23849,g24034,g24031,g23864,g23866,g23794,g23801,g23850,g24091,g23872,g24076,g24036,g23969,g24094,g23783,g24041,g23948,g23841,g23968,g24060,g24066,g24051,g23987,g23944,g23808,g24059,g24045,g23971,g23840,g23865,g23881,g23984,g24050,g23780,g23733,g23874,g23825,g23738,g23793,g23837,g24069,g23986,g23787,g23980,g23728,g23886,g23807,g23813,g23737,g23869,g24061,g23983,g24058,g24077,g23811,g24057,g23830,g23871,g23789,g23976,g24056,g23826,g24032,g24010","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_73","g24162,g24180,g24170,g24179,g24144,g24166,g24172,g24164,g24168,g24145,g24171,g24158,g24182,g24143,g24161,g24163,g24165,g24174,g24181,g24169,g24167,g24139,g24160","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_74","g24671,g24411,g24673,g24675,g24586,g24259,g24336,g24261,g24547,g24609,g24457,g24273,g24594,g24386,g24410,g24226,g24721,g24723,g24733,g24648,g24380,g24338,g24677,g24382,g24284,g24728,g24612,g24428,g24388,g24557,g24249,g24299,g24725,g24354,g24672,g24421,g24544,g24344,g24351,g24286,g24735,g24398,g24407,g24462,g24341,g24645,g24561,g24230,g24352,g24348,g24381,g24389,g24353,g24533,g24339,g24374,g24795,g24242,g24739,g24455,g24452,g24254,g24731,g24483,g24293,g24558,g24401,g24578,g24537,g24418,g24391,g24597,g24405,g24392,g24575,g24238,g24384,g24361,g24317,g24302,g24383,g24362,g24458,g24453,g24343,g24592,g24390,g24363,g24292,g24285,g24356,g24639,g24316,g24552,g24241,g24232,g24551,g24666,g24358,g24313,g24406,g24375,g24233,g24409,g24644,g24304,g24797,g24399,g24310,g24231,g24481,g24251,g24535,g24663,g24360,g24298,g24676,g24519,g24397,g24566,g24579,g24224,g24678,g24377,g24478,g24698,g24265,g24250,g24366,g24740,g24543,g24311,g24775,g24294,g24598,g24402,g24287,g24424,g24429,g24414,g24727,g24463,g24319,g24801,g24456,g24347,g24482,g24732,g24403,g24596,g24593,g24450,g24334,g24349,g24357,g24480,g24536,g24340,g24632,g24359,g24268,g24264,g24413,g24595,g24658,g24372,g24534,g24545,g24275,g24661,g24553,g24376,g24297,g24400,g24342,g24520,g24460,g24225,g24799,g24269,g24365,g24314,g24584,g24290,g24539,g24266,g24683,g24223,g24800,g24722,g24796,g24773,g24662,g24577,g24367,g24240,g24369,g24700,g24395,g24430,g24633,g24425,g24346","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_76","g25192,g25195,g25151,g25283,g25131,g25133,g25085,g25239,g25073,g25278,g25122,g25125,g25193,g25282,g25241,g25096,g25179,g25196,g25177,g25130,g25197,g25208,g25161,g25141,g25147,g25273,g25124,g25132,g25238,g25225,g25116,g25233,g25186,g25142,g25183,g25077,g25209,g25120,g25240,g25185,g25198,g25221,g25268,g25160,g25286,g25118,g25224,g25150,g25089,g25215,g25269,g25189,g25169,g25159,g25162,g25165,g25277,g25143,g25145,g25201,g25275,g25115,g25078,g25087,g25164,g25276,g25235,g25158,g25079,g25202,g25075,g25173,g25140,g25155,g25271,g25213,g25144,g25214,g25188,g25280,g25274,g25228,g25086,g25084,g25242,g25126,g25281,g25137,g25113,g25284,g25157,g25138,g25172","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_77","g25377,g25359,g25352,g25374,g25313,g25378,g25364,g25335,g25314,g25356,g25317,g25333,g25337,g25336,g25316,g25367,g25315,g25358,g25370,g25366,g25363","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_78","g25436,g25443,g25490,g25408,g25442,g25459,g25427,g25440,g25474,g25433,g25420,g25477,g25476,g25457,g25451,g25417,g25455,g25466,g25414,g25415,g25423,g25471,g25479,g25465,g25424,g25432,g25472,g25425,g25480,g25418,g25467,g25478","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_80","g25796,g25823,g25826,g25794,g25842,g25824,g25797,g25795,g25825,g25822,g25844,g25793,g25790,g25820,g25821,g25792,g25827,g25803,g25836,g25839,g25831,g25834,g25835,g25829","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_82","g26123,g26089,g26124,g26119,g26125,g26182,g26181,g26098,g26141,g26104,g26126,g26067,g26193,g26190,g26108,g26151,g26103,g26084,g26183,g26122,g26088,g26069,g26152,g26150,g26128,g26189,g26080,g26110,g26071,g26076,g26131,g26130,g26192,g26107,g26129,g26147,g26185,g26139,g26081,g26127,g26068,g26078,g26191,g26121,g26070,g26096,g26087,g26079,g26188,g26140,g26195,g26097,g26187","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_83","g26279,g26233,g26278,g26255,g26269,g26231,g26268,g26230,g26304,g26263,g26228,g26267,g26261,g26348,g26309,g26307,g26308,g26310,g26329,g26331,g26260,g26290,g26276,g26229,g26281,g26289,g26232,g26293,g26305,g26286,g26323,g26280,g26314,g26324,g26336,g26326,g26334,g26332,g26234,g26313,g26337,g26285,g26330,g26303,g26287","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
