"TAD_ID","DEGs","comparison"
"TAD_28","g16028,g16016,g16017,g16011,g16003,g16036,g16034,g16004,g16020,g16006,g16021,g16015,g16031,g16030,g16037,g16018","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_3","g256,g254,g261,g250,g253,g252,g257,g251","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_30","g16486,g16445,g16446,g16472,g16488,g16437,g16480,g16479,g16481,g16436,g16449,g16455,g16448,g16475,g16450","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_31","g16520,g16514,g16512,g16515,g16508,g16521,g16516,g16519","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_35","g16881,g16880,g16869,g16856,g16854,g16871,g16884,g16889,g16855,g16857,g16885,g16882,g16867,g16866,g16872,g16853,g16892,g16890,g16894,g16865","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_36","g16924,g17076,g17079,g17051,g16922,g17004,g16925,g16954,g17090,g16923,g17178,g17165,g17167,g16935,g17152,g17052,g16938,g17120,g17081,g17190,g16937,g17168,g17154,g16961,g17137,g17183,g17188,g17135,g17035,g17161,g17182,g17153,g16941,g17015,g17005,g17105,g17098,g17093,g17101,g17108,g17172,g17054,g16932,g17016,g16926,g17148,g16982,g17097,g17103,g17077,g17032,g16953,g17039,g16965,g17159,g17006,g17155,g17113,g16957,g17118,g16968,g17104,g16987,g17114,g17080,g16917,g17071,g17083,g16940,g16936,g17139,g16962,g17050,g16944,g16931,g17082,g16928,g17119","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_39","g17653,g17671,g17654,g17670,g17694,g17679,g17697,g17704,g17698,g17699,g17703,g17723,g17706,g17643,g17676,g17655,g17640,g17645,g17650,g17677,g17711,g17725,g17646,g17669,g17678,g17656,g17720,g17721","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_41","g17848,g17859,g17849,g17839,g17837,g17843,g17854,g17841,g17846,g17855,g17853,g17851,g17832,g17847,g17857,g17852,g17840,g17836","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_44","g18401,g18397,g18293,g18312,g18285,g18390,g18383,g18291,g18319,g18391,g18286,g18399,g18282,g18281,g18373,g18394,g18385,g18400,g18276,g18402,g18388,g18287,g18327,g18292,g18324,g18374,g18294,g18386,g18371,g18288","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_48","g19727,g19703,g19733,g19705,g19734,g19726,g19713,g19711,g19738,g19714,g19720,g19722,g19710,g19716,g19741","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_49","g19837,g20016,g19950,g19919,g19958,g19924,g19923,g19855,g19982,g19962,g19948,g19941,g20018,g19802,g19798,g19925,g19823,g19819,g19839,g19818,g19952,g19794,g19801,g19938,g19957,g19805,g19841,g19943,g19800,g19795,g19977,g19951,g19833,g19983,g19893,g20017","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_51","g20119,g20198,g20103,g20166,g20234,g20227,g20178,g20137,g20160,g20109,g20110,g20217,g20107,g20102,g20218,g20183,g20230,g20172,g20170,g20105,g20080,g20138,g20136,g20165,g20220,g20221,g20081,g20187,g20162,g20112,g20242,g20108,g20171,g20115,g20142,g20223,g20224,g20111,g20087,g20181,g20060","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_52","g20299,g20324,g20360,g20294,g20350,g20359,g20323,g20358,g20313,g20300,g20354,g20361,g20314,g20291,g20346","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_54","g20660,g21013,g20890,g20958,g20659,g21012,g20862,g20887,g20957,g20954,g21016,g20766,g20936,g20939,g20964,g20765,g20649,g20889,g20779,g20807,g21050,g20650,g20910,g21008,g21031,g20911,g20951,g20696,g20740,g20867,g20652,g20940,g20861,g21055,g21011,g20904,g20891,g20960,g20651,g20875,g20809,g21001,g20869,g20866,g20892,g20694,g20938,g20963,g21024,g20840,g20879,g20888,g20942,g20937,g21065,g20769,g20795,g20870,g20820,g20742,g20952,g21054,g21035,g20984,g20716,g20700,g20786,g21056,g20719,g20949,g20824,g20806,g20950,g20666,g20996,g20831,g20995,g20661,g20874,g20721,g20644,g20829,g20667,g20884,g20774,g20736,g20737,g20880,g20962,g20743,g20783,g21004,g20842,g20797,g20741,g20664,g21015,g20794,g20695,g20909,g20781,g20935,g20881,g20865,g20642,g21066","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_55","g21160,g21104,g21161,g21112,g21164,g21100,g21117,g21171,g21157,g21113,g21152,g21109,g21099,g21110,g21101,g21098","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_56","g21616,g21624,g21561,g21545,g21447,g21495,g21448,g21563,g21599,g21631,g21496,g21627,g21604,g21480,g21481,g21509,g21634,g21506,g21474,g21525,g21560,g21450,g21614,g21615,g21498,g21494,g21619,g21491,g21515,g21575,g21493,g21577,g21492,g21497,g21511,g21510,g21592,g21605,g21478,g21576,g21419,g21578,g21581,g21451,g21546,g21622,g21471,g21574,g21547,g21559,g21585,g21543,g21550,g21454","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_57","g21674,g21683,g21671,g21680,g21734,g21739,g21676,g21754,g21667,g21726,g21690,g21749,g21735,g21730,g21675,g21751,g21664,g21666,g21737,g21689,g21663,g21752,g21753,g21747,g21677,g21733,g21670,g21755,g21686,g21662","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_6","g733,g739,g716,g729,g730,g725,g723,g720,g731,g718,g735,g719","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_60","g22122,g22117,g22112,g22116,g22110,g22121,g22123,g22124,g22118","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_64","g22399,g22417,g22398,g22413,g22409,g22463,g22467,g22425,g22422,g22406,g22419,g22414,g22396,g22405,g22390,g22492,g22397,g22416,g22483,g22407,g22393,g22418,g22412,g22426,g22460","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_70","g23674,g23654,g23651,g23663,g23655,g23660,g23657,g23669,g23666,g23664,g23665,g23652,g23670,g23656,g23661,g23658,g23671,g23667","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_73","g24158,g24164,g24162,g24180,g24171,g24169,g24159,g24144,g24170,g24146,g24160,g24145,g24147,g24179,g24177,g24168,g24163","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_76","g25195,g25133,g25132,g25189,g25128,g25125,g25131,g25278,g25192,g25186,g25142,g25124,g25185,g25241,g25193,g25238,g25141,g25273,g25209,g25277,g25208,g25136,g25276,g25163,g25190,g25199,g25197,g25117,g25084,g25196,g25231,g25239,g25200,g25224,g25176,g25219,g25134,g25129,g25085,g25243,g25150,g25235,g25203,g25089,g25240,g25083,g25167,g25113,g25230,g25077","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_78","g25433,g25462,g25472,g25441,g25408,g25420,g25414,g25432,g25415,g25431,g25411,g25421,g25424,g25422,g25429","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_80","g25843,g25797,g25790,g25842,g25821,g25839,g25826,g25800,g25844,g25794,g25824,g25802,g25830,g25793,g25834","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_81","g25962,g25967,g25955,g25971,g25980,g25936,g25973,g25911,g26017,g25974,g25896,g25977,g25932,g25963,g25979,g25952,g25902,g25889,g25905,g25968,g25939,g25970,g25948,g25958,g25969,g25951,g25935,g25929,g25954,g25957,g25950,g25986,g25976,g25946,g25930,g25960,g25988,g25909,g25938,g25901,g25887","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_86","g27510,g27395,g27393,g27400,g27392,g27391,g27425,g27399,g27388,g27484,g27461,g27385,g27485,g27394,g27509,g27437,g27451,g27462,g27389,g27426,g27370","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_87","g27749,g27701,g27970,g27588,g27815,g27831,g27692,g27656,g28077,g27902,g27981,g27645,g28058,g27694,g27691,g27688,g27661,g27986,g27854,g27855,g27919,g28085,g27669,g28078,g28072,g27969,g27547,g27971,g28076,g27689,g28079,g27968,g27648,g27647,g27820,g28124,g28029,g28038,g27903,g27731,g27563,g27875,g27922,g28087,g27832,g27863,g27989,g27836,g27874,g28080,g27974,g27535,g27904,g27878,g27882,g27993,g27628,g27586,g28006,g27562,g27698,g27544,g28112,g28104,g27852,g27907,g27866,g27868,g28071,g27816,g27976,g28025,g27850,g27818,g27638,g27558,g27877,g28118,g27660,g28065,g27557,g27573,g27574,g27631,g27636,g27549,g27834,g27699,g27851,g28020,g27821,g27635,g28100,g28084,g28068,g27702,g27556,g27536,g27608,g27572,g28103,g28110,g28035,g28115,g28031,g28099,g27587,g28121","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_88","g28385,g28292,g28267,g28230,g28355,g28239,g28383,g28268,g28291,g28240,g28351,g28218,g28309,g28234,g28294,g28384,g28279,g28272,g28270,g28274,g28346,g28243,g28233,g28213,g28350,g28248,g28214,g28382,g28215,g28245,g28236,g28354,g28370","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_96","g29493,g29258,g29354,g29311,g29249,g29375,g29314,g29472,g29324,g29247,g29251,g29310,g29443,g29257,g29444,g29261,g29283,g29381,g29475,g29439,g29255,g29325,g29476,g29349,g29489,g29337,g29492,g29490,g29457","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_99","g4325,g4326,g4172,g4402,g4187,g4323,g4194,g4178,g4244,g4270,g4272,g4359,g4410,g4304,g4423,g4258,g4277,g4356,g4303,g4312,g4166,g4181,g4246,g4414,g4245,g4308,g4196,g4418,g4408,g4430,g4348,g4155,g4350,g4349,g4419,g4317,g4316,g4192,g4191,g4383,g4142,g4186,g4309,g4161,g4435,g4198,g4138,g4149,g4301,g4411,g4313,g4432,g4307,g4305,g4409,g4137,g4361,g4271,g4406,g4355,g4167,g4255,g4275,g4197,g4420,g4327,g4321,g4253","DESeq2_condition_Mycelia_48h_vs_Germinating_Cyst_sig005"
"TAD_1","g100,g88,g103,g91,g101,g97,g104,g84,g98,g94,g86,g99,g102,g96","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_102","g4818,g4824,g4829,g4821,g4830,g4823,g4822","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_103","g4879,g4862,g4877,g4873,g4884,g4874,g4872,g4875,g4876,g4868,g4878,g4882,g4860,g4865,g4863,g4866,g4881,g4880,g4867","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_104","g4925,g4942,g4939,g4934,g4940,g4938,g4916,g4903,g4958,g4921,g4966,g4924,g4933,g4923,g4941,g4955,g4920,g4917,g4919,g4902,g4946,g4932,g4918,g4927,g4922,g4956,g4935","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_105","g5244,g5275,g5102,g5002,g5113,g5298,g5176,g5012,g5151,g5150,g5082,g5120,g5243,g5135,g5003,g5261,g5109,g5115,g5029,g5043,g5026,g5147,g5076,g5044,g5133,g5018,g5294,g5063,g5020,g5100,g5013,g5258,g5257,g5292,g5355,g5067,g5265,g5174,g5108,g5175,g5122,g5024,g5146,g5074,g5139,g5066,g5266,g5285,g5031,g5081,g5121,g5260,g5116,g5138,g5068,g5052,g5144,g5279,g5353,g5045,g5010,g5075,g5286,g5141,g5071,g5129,g5252,g5352,g5033,g5030,g5153,g5118,g5272,g5267,g5179,g5136,g5059,g5053,g5054,g5001,g5101,g5287,g5297,g5277,g5149,g5087,g5169,g5349,g5056,g5263,g5182,g5006,g5014,g4995,g5112,g5011,g5278,g5072,g5085,g5216,g5282,g5205,g5047,g5105,g5268,g5215,g5103,g5070,g5137,g5204,g5289,g5004,g5134,g5214,g5005,g5295,g5107,g5185,g5254,g5073,g5253,g5308,g5350","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_106","g5394,g5398,g5385,g5393,g5400,g5388,g5395,g5401,g5402,g5392,g5404,g5391,g5383","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_107","g5459,g5458,g5502,g5512,g5490,g5487,g5489,g5488,g5500,g5509,g5451,g5504,g5496,g5464,g5508,g5461,g5494,g5513,g5501,g5486,g5449,g5516,g5515,g5450,g5493,g5456,g5495,g5485","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_109","g6124,g6137,g6143,g6123,g6141,g6128,g6131,g6127,g6125,g6142,g6130,g6121,g6117","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_113","g6609,g6614,g6617,g6623,g6603,g6605,g6644,g6628,g6606,g6602,g6610,g6630,g6622,g6598,g6627,g6601,g6634,g6595,g6624,g6643,g6629,g6625","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_114","g6669,g6667,g6679,g6683,g6675,g6674,g6688,g6684,g6681,g6689,g6677,g6665,g6682,g6666","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_12","g1580,g1573,g1546,g1590,g1482,g1503,g1491,g1502,g1516,g1480,g1544,g1537,g1536,g1545,g1607,g1581,g1599,g1612,g1461,g1572,g1574,g1486,g1474,g1602,g1613,g1551,g1490,g1598,g1466,g1555,g1596,g1499,g1473,g1582,g1538,g1586,g1584,g1610,g1471,g1614,g1540,g1483,g1493,g1517,g1458,g1488,g1568,g1477,g1481,g1498,g1608,g1507,g1587,g1539,g1570,g1592,g1496,g1571,g1600,g1585,g1519,g1554,g1501,g1476,g1548,g1583,g1552,g1547,g1508,g1553,g1485,g1492,g1505,g1603,g1597,g1604","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_120","g7615,g7619,g7616,g7606,g7620,g7605,g7622,g7609,g7611,g7624,g7614,g7607,g7625,g7610,g7603,g7612,g7617,g7627,g7637,g7623,g7621","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_121","g7745,g7752,g7684,g7751,g7791,g7793,g7741,g7746,g7687,g7757,g7685,g7708,g7705,g7701,g7692,g7794,g7758,g7718,g7744,g7707,g7754,g7683,g7796,g7735,g7795,g7755,g7686,g7711,g7736,g7709,g7712,g7702,g7739,g7753,g7737,g7792,g7689,g7690,g7740,g7733,g7750,g7688","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_123","g7898,g8065,g8135,g7931,g7996,g8063,g8005,g7897,g7952,g8128,g8127,g7889,g8049,g8068,g7900,g8086,g7864,g7855,g7922,g8066,g8161,g8002,g8154,g8036,g7873,g8025,g7928,g7878,g7995,g7845,g7894,g8132,g7871,g7902,g7998,g8129,g7872,g8062,g8004,g8060,g8061,g8034,g7994,g7862,g8051,g7930,g7842,g7896,g7906,g7961,g7945,g8000,g8133,g7979,g7993,g8003,g8159,g8166,g7877,g8090,g8115,g8124,g8122,g8134,g7874,g8088,g8001,g7863,g8050,g7907,g7865,g7861,g7951,g8043,g7895,g7859,g8052,g7888,g8094,g7924,g7992,g8120,g8156,g8116,g8072,g7923,g7901,g7954,g8091,g8089,g8058,g8006,g8024,g8150,g8155,g8037,g7866,g7880,g7891,g8117,g7999","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_124","g8454,g8460,g8483,g8447,g8456,g8362,g8360,g8343,g8281,g8378,g8213,g8486,g8401,g8338,g8367,g8467,g8419,g8348,g8361,g8461,g8420,g8423,g8276,g8380,g8240,g8473,g8264,g8237,g8414,g8321,g8377,g8205,g8304,g8416,g8349,g8180,g8480,g8488,g8396,g8212,g8390,g8402,g8342,g8417,g8463,g8457,g8267,g8280,g8400,g8452,g8379,g8381,g8464,g8403,g8484,g8462,g8211,g8418,g8347,g8458,g8477,g8476,g8387,g8392,g8479,g8323,g8368,g8386,g8221,g8363,g8210,g8466,g8222,g8325,g8350,g8340,g8482,g8478,g8269,g8389,g8470,g8399,g8393,g8344,g8319,g8413,g8364,g8412,g8410,g8451,g8489,g8307,g8405,g8382,g8209,g8459,g8239,g8455,g8376,g8339,g8263,g8394,g8369,g8422,g8214,g8475,g8409,g8322,g8388,g8216,g8404,g8238,g8481,g8471","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_125","g8654,g8646,g8648,g8524,g8574,g8672,g8573,g8681,g8525,g8545,g8526,g8570,g8669,g8609,g8651,g8660,g8657,g8687,g8652,g8572,g8558,g8656,g8564,g8576,g8671,g8559,g8613,g8684,g8647,g8630,g8689,g8650,g8596,g8522,g8659,g8531,g8641,g8685,g8655,g8523,g8538,g8670,g8683,g8597,g8544,g8581,g8631,g8557,g8595,g8563,g8638,g8658,g8686,g8543,g8587,g8530,g8547,g8535,g8575,g8643,g8532,g8593,g8568,g8682,g8583,g8567,g8645,g8598,g8640,g8580","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_127","g8777,g8779,g8770,g8780,g8781,g8774,g8775,g8769","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_128","g8988,g8993,g8994,g8998,g8992,g9002,g8983,g8975,g8995,g9009,g8996,g8974,g9008,g9003,g9001,g8999,g8997","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_129","g9155,g9102,g9199,g9080,g9094,g9156,g9109,g9126,g9070,g9151,g9182,g9234,g9185,g9076,g9058,g9075,g9045,g9044,g9078,g9184,g9141,g9092,g9188,g9077,g9113,g9110,g9198,g9046,g9103,g9067,g9073,g9082,g9038,g9088,g9040,g9201,g9115,g9194,g9232,g9066,g9123,g9125,g9236,g9158,g9165,g9093,g9122,g9121,g9039,g9117,g9186,g9106,g9237,g9079,g9200,g9057,g9157,g9041,g9053,g9047,g9120,g9096,g9228,g9187,g9042,g9101,g9043,g9060,g9095,g9072,g9107,g9105,g9150,g9111,g9192","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_13","g1783,g1691,g1686,g1705,g1714,g1755,g1650,g1649,g1784,g1644,g1694,g1765,g1706,g1684,g1657,g1759,g1757,g1798,g1766,g1836,g1693,g1756,g1796,g1833,g1739,g1835,g1821,g1722,g1682,g1782,g1687,g1692,g1711,g1709,g1641,g1671,g1791,g1648,g1809,g1658,g1647,g1830,g1679,g1666,g1710,g1740,g1683,g1652,g1741,g1831,g1643,g1699,g1788,g1651,g1736,g1800,g1738,g1656,g1802,g1704,g1758,g1737,g1701,g1742,g1792,g1795,g1713,g1761,g1754,g1685,g1645,g1688,g1823,g1689,g1760,g1667,g1668,g1832,g1829,g1753","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_131","g9461,g9309,g9401,g9305,g9459,g9400,g9346,g9367,g9359,g9460,g9437,g9321,g9358,g9417,g9332,g9357,g9313,g9315,g9325,g9378,g9304,g9436,g9322,g9316,g9385,g9364,g9317,g9310,g9365,g9314,g9311,g9308,g9331,g9312,g9457,g9375,g9306,g9458,g9320,g9418,g9438,g9360,g9411,g9410,g9319,g9435,g9387,g9454,g9379","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_133","g9834,g9708,g9716,g9797,g9702,g9805,g9820,g9747,g9911,g9823,g9910,g9760,g9914,g9916,g9819,g9784,g9700,g9786,g9833,g9757,g9701,g9717,g9861,g9705,g9862,g9711,g9796,g9829,g9712,g9706,g9681,g9915,g9886,g9794,g9832,g9682,g9846,g9884,g9699,g9758,g9806,g9803,g9908,g9687,g9683,g9703,g9808,g9751,g9852,g9830,g9847,g9888,g9831,g9848,g9913,g9719,g9793,g9692,g9879,g9713,g9695,g9814,g9755,g9723,g9825,g9851,g9720,g9709,g9854,g9893,g9684,g9768,g9769,g9827,g9815,g9889,g9857,g9698,g9689,g9785,g9824,g9818,g9816,g9722,g9710,g9792,g9754,g9822,g9767,g9813,g9882,g9795,g9691,g9756,g9828","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_135","g10251,g10238,g10264,g10232,g10231,g10226,g10280,g10256,g10209,g10286,g10219,g10210,g10215,g10228,g10263,g10279,g10244,g10274,g10289,g10261,g10188,g10278,g10241,g10269,g10283,g10240,g10282,g10218,g10255,g10250,g10234,g10253,g10235,g10217,g10277,g10262,g10222,g10260,g10266,g10287,g10237,g10227,g10239","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_137","g10873,g10874,g10870,g10879,g10888,g10891,g10892,g10895,g10878,g10881,g10886,g10875,g10889,g10898,g10885,g10871,g10887,g10876,g10890","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_138","g11023,g10957,g11031,g10952,g10978,g10950,g10961,g10953,g10973,g10947,g10949,g10968,g10956,g10959,g10977,g10962,g10966,g11032,g11024,g11025,g10997,g10993,g11029,g11022,g10939,g11034,g10976,g10951,g10937,g11030,g10919,g10944,g10991,g10926,g10948,g10979,g11021,g10927,g10923","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_139","g11063,g11091,g11147,g11134,g11144,g11071,g11100,g11148,g11092,g11076,g11138,g11075,g11152,g11146,g11151,g11074,g11070,g11145,g11085,g11082,g11078,g11143,g11080,g11083,g11098,g11136,g11084,g11073,g11099,g11069","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_14","g1861,g1900,g1876,g1877,g1925,g1875,g1918,g1895,g1890,g1907,g1924,g1910,g1894,g1864,g1896,g1897,g1919,g1868,g1869,g1902,g1872,g1867,g1880,g1915,g1879,g1906,g1874,g1909,g1927,g1932,g1908,g1862,g1863,g1873,g1913,g1916,g1878,g1917,g1930,g1903,g1929,g1911","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_140","g11216,g11205,g11206,g11228,g11190,g11192,g11203,g11189,g11202,g11207,g11211,g11195,g11227,g11218,g11215,g11204,g11214,g11221,g11212,g11210","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_141","g11265,g11280,g11289,g11349,g11357,g11294,g11296,g11266,g11384,g11383,g11281,g11312,g11259,g11258,g11311,g11307,g11378,g11257,g11283,g11297,g11351,g11380,g11306,g11279,g11369,g11299,g11286,g11274,g11319,g11379,g11391,g11346,g11292,g11376,g11382,g11389,g11370,g11261,g11273,g11287,g11278,g11305,g11381,g11276,g11388,g11309,g11282,g11377,g11348,g11374,g11360,g11272,g11368,g11359,g11345","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_143","g12054,g12061,g12064,g12051,g12049,g12065,g12047,g12046,g12056,g12059,g12067","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_144","g12227,g12201,g12211,g12083,g12193,g12084,g12160,g12231,g12390,g12417,g12098,g12155,g12224,g12375,g12372,g12399,g12181,g12175,g12415,g12117,g12102,g12085,g12228,g12153,g12232,g12115,g12289,g12169,g12179,g12259,g12158,g12260,g12207,g12165,g12258,g12094,g12288,g12418,g12178,g12373,g12248,g12241,g12166,g12380,g12395,g12235,g12381,g12203,g12226,g12374,g12246,g12323,g12105,g12251,g12277,g12144,g12233,g12103,g12388,g12149,g12234,g12414,g12208,g12394,g12347,g12346,g12276,g12263,g12225,g12185,g12273,g12274,g12370,g12116,g12221,g12351,g12384,g12209,g12245,g12106,g12204,g12324,g12389,g12383,g12352,g12425,g12387,g12379,g12104,g12197,g12114,g12244,g12198,g12195","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_145","g13195,g13208,g13188,g13175,g13202,g13112,g13181,g13203,g13196,g13168,g13197,g13191,g13185,g13204,g13207,g13221,g13134,g13169,g13198,g13189,g13135,g13199,g13172,g13164,g13183,g13113,g13120,g13143,g13176,g13180,g13187,g13105,g13179,g13219,g13209,g13190","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_146","g13309,g13316,g13279,g13280,g13274,g13325,g13326,g13301,g13331,g13275,g13315,g13311,g13314,g13292,g13312,g13345,g13308,g13267,g13306,g13270,g13268,g13289,g13341,g13264,g13273,g13281,g13265,g13344,g13310,g13313,g13335,g13305,g13339,g13286,g13334,g13336,g13291,g13304,g13288,g13277,g13294,g13296,g13329,g13278,g13343,g13302","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_147","g13709,g13708,g13572,g13587,g13676,g13706,g13704,g13554,g13365,g13396,g13575,g13788,g13730,g13513,g13671,g13458,g13581,g13457,g13459,g13677,g13729,g13415,g13713,g13731,g13390,g13389,g13398,g13710,g13533,g13705,g13571,g13762,g13397,g13670,g13644,g13414,g13735,g13711,g13453,g13438,g13568,g13387,g13619,g13774,g13765,g13786,g13366,g13763,g13558,g13566,g13642,g13391,g13669,g13512,g13408,g13448,g13393,g13580,g13661,g13478,g13394,g13652,g13654,g13766,g13614,g13734,g13759,g13712,g13764,g13476,g13604,g13732,g13773,g13542,g13434,g13592,g13567,g13573,g13737,g13559,g13441,g13662,g13618,g13499,g13771,g13675,g13589,g13569,g13659,g13555,g13701,g13588,g13561,g13361,g13439,g13523,g13591,g13655,g13447,g13516,g13590,g13767,g13502,g13442,g13760,g13368,g13733,g13409,g13550,g13761,g13456,g13643,g13789,g13531,g13784,g13563,g13532,g13407,g13369,g13388,g13450","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_148","g13877,g13847,g13900,g13931,g13838,g13941,g13979,g13945,g13976,g13896,g13952,g13980,g13904,g13899,g13887,g13848,g13924,g13950,g13849,g13874,g13925,g13942,g13827,g13908,g13902,g13934,g13930,g13828,g13831,g13903,g13943,g13883,g13862,g13983,g13898,g13929,g13878,g13982,g13960,g13901,g13863,g13876,g13947,g13844,g13940,g13972,g13955,g13886,g13944,g13923,g13920,g13905,g13897,g13893,g13971,g13840,g13880,g13978,g13926,g13985,g13974,g13986,g13894,g13949,g13858","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_149","g14227,g14240,g14258,g14156,g14255,g14203,g14215,g14180,g14231,g14249,g14257,g14200,g14178,g14202,g14259,g14173,g14237,g14262,g14205,g14248,g14252,g14247,g14220,g14222,g14153,g14155,g14179,g14172,g14219,g14232,g14224,g14223,g14244,g14253,g14175,g14228,g14236,g14217,g14235,g14181,g14254","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_150","g14303,g14304,g14354,g14331,g14349,g14301,g14305,g14338,g14334,g14330,g14342,g14335,g14369,g14297,g14298,g14336,g14340,g14284,g14337,g14287,g14351,g14364,g14289,g14285,g14346,g14291,g14365,g14300,g14281,g14323,g14341,g14343,g14295,g14333,g14355,g14356,g14322,g14294,g14290,g14329,g14313,g14288","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
"TAD_151","g14440,g14449,g14444,g14447,g14409,g14402,g14448,g14408,g14441,g14442,g14395,g14446,g14410,g14435,g14412,g14436,g14418,g14443,g14445,g14405","DESeq2_condition_Mycelia_4d_vs_Mycelia_48h_sig005"
