"gene","Compartment","log2FoldChange"
"g14895","A",-3.06185571904502
"g17092","A",2.49831607357154
"g22623","A",4.14774170511867
"g7684","A",3.11526143540718
"g6072","A",-2.00063557849869
"g11870","A",3.765006055641
"g24971","A",-3.69678607462519
"g17847","A",-2.7718631521916
"g19786","A",-3.56059379367091
"g12193","A",-3.66449709074064
"g12556","A",-7.41153220377982
"g7835","A",-3.25315037485053
"g15910","A",2.24922766276136
"g4288","A",6.76145241981122
"g9459","A",-4.29563202732226
"g2177","A",4.347688405868
"g11063","A",-2.41584698410591
"g138","A",3.00767447906616
"g12528","A",-2.29304653890239
"g738","A",-2.57197046220256
"g18598","A",4.26421585301674
"g5624","A",-6.16836521351776
"g3085","A",3.3962207994527
"g26231","A",2.96846717829452
"g4942","A",13.0393245238364
"g5298","A",-2.76976315753974
"g4276","A",-2.00628066157567
"g3273","A",6.48934172022912
"g14598","A",-4.18475749797761
"g7996","A",-1.94717547633219
"g22523","A",2.18726501424068
"g19948","A",3.22660405651206
"g4939","A",-12.9888728325113
"g154","A",-4.01388309074574
"g8063","A",-5.64106537376955
"g21005","A",2.17890567463749
"g25122","A",4.922650169679
"g1336","A",-3.17465762060779
"g19914","A",4.40148835835044
"g11594","A",-5.66853994214178
"g24096","A",2.0860227889617
"g10231","A",-2.6332711235053
"g5176","A",4.81965977638096
"g11560","A",4.73573228427983
"g4275","A",-2.81382603336944
"g10226","A",-2.29055795779627
"g198","A",-2.60742949785313
"g168","A",-1.99659728670027
"g11844","A",-3.35266707010553
"g100","A",2.6172876157324
"g12084","A",-4.08295455409537
"g6339","A",3.51321631627997
"g649","A",-1.89354538819465
"g4095","A",-1.84513723736474
"g17375","A",-3.95061221451003
"g27059","A",-2.42698359987434
"g2111","A",-4.08014594288681
"g23781","A",2.68288510594712
"g23202","A",1.9107943577698
"g338","A",3.12941115608287
"g10504","A",-4.96389863619099
"g27396","A",-4.96745667437895
"g12901","A",-3.33375985154271
"g4886","A",-2.22583432645422
"g25125","A",2.86668202075445
"g29717","A",3.04925773855696
"g26268","A",4.45104406792495
"g21098","A",2.42550761221696
"g2225","A",-3.21190689416432
"g24380","A",2.47736707099173
"g6384","A",-2.15085399380137
"g24338","A",3.6787140247226
"g19618","A",-3.38819020526774
"g5394","A",-2.49359031984404
"g18385","A",-2.40355397073745
"g1686","A",-3.58762030901608
"g274","A",9.24826807330963
"g11147","A",-2.44621876899655
"g11134","A",-4.84490722700531
"g16693","A",2.51832648939796
"g9102","A",-3.07636596633949
"g7109","A",-4.91684639997026
"g25359","A",2.18317100171828
"g25193","A",-6.32157492614242
"g11023","A",-2.59199403741008
"g5012","A",4.98038036505904
"g16589","A",-2.12816840230172
"g24382","A",2.8666444345467
"g22516","A",-3.73887130633425
"g16682","A",-3.4779447896788
"g10046","A",2.38718883346155
"g9968","A",2.92362047895665
"g29129","A",-2.81498748289688
"g8928","A",2.59506922331539
"g12039","A",-1.91211775835018
"g3941","A",2.4296018134552
"g28448","A",-4.05750103413947
"g11280","A",-3.74829810123377
"g19926","A",-12.495474295533
"g22022","A",2.15893868258108
"g10569","A",2.30721067200046
"g19925","A",-4.62534489312979
"g1364","A",2.17570284541773
"g7417","A",-3.08196545183964
"g880","A",-2.24423255496006
"g27524","A",-2.40211882491321
"g7117","A",5.82554030613041
"g3158","A",2.92230960303555
"g15865","A",-2.44077828717278
"g3051","A",2.72476148714994
"g20110","A",-2.39929080252265
"g7178","A",-4.66352613766234
"g21024","A",2.10245846737547
"g17238","A",-2.90756347492551
"g3148","A",1.8225186329131
"g21012","A",2.52386879275239
"g12160","A",12.4068080425421
"g4814","A",1.73308313768268
"g27139","A",-3.09323517061987
"g20878","A",2.44083892646943
"g7479","A",2.73188654843256
"g6614","A",-4.34623589025222
"g14727","A",-2.62213568874942
"g27503","A",-5.17130952780725
"g7190","A",-1.97977353085849
"g23838","A",3.36805264500657
"g27331","A",4.3900279650038
"g21288","A",-3.34244431721985
"g7519","A",-2.85780508415814
"g22417","A",2.54915724490022
"g3133","A",-2.38838341449465
"g3232","A",12.2924977104252
"g8362","A",3.34430835795459
"g17890","A",3.58542536742302
"g24179","A",2.41839691223327
"g24284","A",2.88297198463238
"g22124","A",1.9435282632697
"g20693","A",4.21074344896134
"g6327","A",2.30661332181775
"g1705","A",-12.3235806003682
"g14304","A",3.86410639657613
"g25282","A",3.39063645585372
"g1976","A",3.38945898860988
"g10128","A",-2.37996296223765
"g5872","A",-1.92629921252999
"g24085","A",3.23340598010732
"g4031","A",-3.12066205646267
"g1714","A",-2.06497245801185
"g5398","A",-2.03006738377022
"g17030","A",4.06504480154557
"g3144","A",2.37698159775784
"g17438","A",2.41337380430451
"g19722","A",-2.13319864725725
"g20063","A",-2.93450315044106
"g20691","A",9.3864077865435
"g17135","A",2.22800979339317
"g21985","A",1.91477139540157
"g2061","A",2.24627161157114
"g8360","A",-2.48983909261014
"g6276","A",-5.14458934223831
"g10775","A",2.93056657930764
"g11559","A",4.91147152217812
"g14649","A",-2.44816342981565
"g17368","A",-2.21106652927302
"g19919","A",2.43234187586533
"g21184","A",1.93670594296623
"g10073","A",2.33121967133393
"g14782","A",-3.6723402371409
"g22185","A",2.23902814330671
"g1942","A",2.34070252657002
"g28848","A",-2.7465259346972
"g20085","A",4.11337576292436
"g335","A",12.1814133229589
"g605","A",5.60723160141568
"g6990","A",-2.29729136796698
"g5151","A",4.94711871908608
"g6848","A",-2.44911664401255
