"gene","Compartment","log2FoldChange"
"g7863","A",-1.37000040621462
"g7743","A",-1.62742564473855
"g26871","A",0.794227937327543
"g5518","B",4.26783615084346
"g28300","B",6.5275976606177
"g8576","B",3.47593353044743
"g8545","B",3.73260888594501
"g18361","B",7.36151683408485
"g19629","B",3.93575342684381
"g17985","B",5.60336359390165
"g12373","B",4.65072052961046
"g26724","B",3.62577056569312
"g12374","B",4.07554596251685
"g19628","B",3.52244646158979
"g8680","B",2.54712664337295
"g27692","B",3.38723523819111
"g20366","B",2.88993071227339
"g13572","B",-2.06281704522366
"g16530","B",4.03791288797545
"g20365","B",3.14422890558312
"g17984","B",2.45310605747169
"g13979","B",2.1634862914049
"g24801","B",2.51302424832586
"g23539","B",2.8663652323867
"g27919","B",2.88002508297428
"g3677","B",1.35793011611985
"g4492","B",-2.87819338284264
"g17655","B",3.55231499929772
"g7059","B",1.44057283513228
"g14828","B",2.03793076228746
"g8679","B",2.38915162304549
"g8671","B",-2.31597752806756
"g26784","B",1.98859039811397
"g25822","B",1.9585165418106
"g27628","B",1.71348676354347
"g16538","B",3.69734832807735
"g12491","B",1.89269477569343
"g18170","B",2.37496458971655
"g16542","B",-1.89844913099192
"g13730","B",1.70105333887945
"g26711","B",2.18243947882663
"g6164","B",2.65563411344368
"g13032","B",-2.10114153835154
"g9960","B",2.05628510622974
"g4653","B",1.40937266494488
"g15488","B",-4.93534550779451
"g18364","B",7.68527268786383
"g11497","B",-3.70617214808876
"g26267","B",1.58632944865029
"g20617","B",1.99446516222217
"g23542","B",-1.950571266741
"g19554","B",1.30785394715875
"g13733","B",1.92307220780593
"g26691","B",2.46863153900058
"g18166","B",1.58145178069615
"g26607","B",1.99963158874135
"g26502","B",-2.48851424677973
"g28115","B",2.46138863897228
"g17795","B",1.31215405358557
"g16531","B",3.26445060708438
"g17656","B",2.63281376474405
"g8733","B",-1.26959196664321
"g26747","B",3.01853948840092
"g18978","B",2.25661542853258
"g25370","B",2.22760190434037
"g18169","B",2.02623687616837
"g25312","B",-1.270678607195
"g24605","B",1.66552054090777
"g14215","B",-1.99805835822365
"g21908","B",-1.47578649556078
"g26757","B",1.5315079958561
"g5489","B",1.1999366171242
"g8595","B",1.85363884704971
"g26278","B",-1.2356699532878
"g17645","B",-1.44043353929446
"g4001","B",1.7978126587341
"g17543","B",0.945253534740139
"g17644","B",-1.76338494080662
"g13706","B",1.60680762189536
"g13896","B",2.5157163909518
"g26697","B",1.59070859313561
"g20564","B",1.39191987608558
"g27968","B",1.38456675019601
"g8486","B",2.08170779847386
"g6262","B",2.7096808268044
"g26774","B",2.04570653441007
"g13709","B",1.70831402258339
"g8672","B",-2.83479663484158
"g20611","B",1.62732668695732
"g5997","B",1.35438296147692
"g8702","B",1.53053174993841
"g23541","B",-2.14475587049135
"g25847","B",0.968352977702543
"g26123","B",1.5787291287343
"g13575","B",2.28954887888962
"g4667","B",1.70152212871876
"g15702","B",1.80508565423825
"g5999","B",1.40610224215661
"g13729","B",1.72077066103994
"g28020","B",2.16306450891774
"g15432","B",-3.72048040357232
"g26279","B",-1.77822481888721
"g17646","B",-1.48451492376027
"g4689","B",-1.42061951482802
"g21673","B",-1.56000938950413
"g27981","B",1.46641065105269
"g25896","B",-1.86232762712914
"g8654","B",1.28273767867213
"g17737","B",-1.73913973005122
"g1572","B",-1.6141594522186
"g26276","B",1.05002573210261
"g15123","B",-1.11263085396201
"g5456","B",1.50870152961261
"g14216","B",-2.13800327676688
"g24548","B",2.66579092584823
"g14807","B",1.24023306182022
"g24698","B",1.86193244109871
"g23512","B",-1.82541911992924
"g4517","B",-1.20250717941834
"g25382","B",1.99798308341483
"g24680","B",1.80812286577137
"g22792","B",1.3955497173564
"g25374","B",0.99687187556928
"g13644","B",-1.1984336726745
"g25408","B",1.87283456351285
"g15487","B",-3.08842054093668
"g18330","B",-1.33778160360254
"g19532","B",2.4066824583531
"g15167","B",0.996192498500198
"g5521","B",-2.66105231674942
"g8659","B",-3.55765676913456
"g2806","B",-1.72751838860441
"g9362","B",-2.25061661449626
"g21811","B",2.00974972825369
"g4598","B",-3.56272560767539
"g17671","B",1.35821662832935
"g13033","B",-1.92098340335321
"g4690","B",-1.17570109474267
"g26468","B",1.94954180558786
"g11817","B",1.79155798289247
"g15620","B",2.489439273877
"g19452","B",1.31997147523143
"g4599","B",-1.06218938641869
"g14325","B",-1.81606202284326
"g13940","B",1.37029435682953
"g26659","B",3.00706135321526
"g11496","B",-2.0193790273726
"g5986","B",0.96125785466394
"g22909","B",1.50201918309309
"g28271","B",1.53474575546258
"g13877","B",1.52634182553175
"g21757","B",1.92944316197692
"g5985","B",0.909900655190775
"g1537","B",1.05816718285245
"g5490","B",1.14835304128976
"g15622","B",1.16572847195845
"g13945","B",2.51233666137341
"g24566","B",2.48725671596588
"g12490","B",0.928509879185945
"g28139","B",2.41507505640502
"g8673","B",2.29131216330983
"g14022","B",2.15700392761331
"g1581","B",-1.62488696400834
"g12696","B",1.91435083325254
"g26755","B",-2.13429135706377
"g7022","B",1.79938416793869
"g20367","B",1.01777165685999
"g3606","B",-2.39504654428693
"g27852","B",-1.21240527066288
"g17677","B",-0.651028891514209
"g1573","B",-1.84145292520775
"g15508","B",1.02912162003213
"g26654","B",1.36486158007546
"g8658","B",-3.63692067432897
"g17594","B",1.06768699462484
"g4709","B",1.35261572241121
"g29325","B",-1.15756298796281
"g23713","B",1.84925019010648
"g1580","B",-1.74059172759625
"g28279","B",-2.32400859983018
"g21672","B",1.09331839256708
"g21685","B",-1.09119538348459
"g9652","B",-1.74922658614215
