,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g2966,508.76506140609,-2.16971974921314,0.303250615351192,-7.15487336010978,8.37502021254913e-13,9.29951437923762e-11
g17821,3233.87298201108,-2.13907742536896,0.298933985213549,-7.15568497118475,8.325614194502189e-13,9.29951437923762e-11
g10148,1035.33468626236,1.55538452924865,0.217461479764772,7.1524599709848,8.52363916848255e-13,9.403868828766229e-11
g8728,813.932528042706,1.56905323605301,0.219407986504611,7.15130411180377,8.59573189999829e-13,9.423002658017229e-11
g15945,2543.07421174748,-1.78480031948296,0.249755859333075,-7.1461799705077,8.92260638038127e-13,9.719429013464679e-11
g12764,394.027375305986,1.69950273345546,0.237963439703221,7.14186488300476,9.20730839268924e-13,9.96647702808645e-11
g1185,1522.39833933645,3.86946939702643,0.543579596090553,7.11849639842227,1.09110787168766e-12,1.16957974857746e-10
g20792,71.4838126347615,-4.48044428072926,0.629441975669695,-7.11812121516409,1.09408134054367e-12,1.16957974857746e-10
g9960,1201.78503042774,-2.879515087873,0.405195310007818,-7.10648671579502,1.19034109632208e-12,1.26462719807404e-10
g19412,890.198056927594,-3.71514689279894,0.523876294271888,-7.09164918019902,1.32523116336834e-12,1.39929776397132e-10
g12757,1147.12423499815,1.70473810142132,0.241494381492615,7.05912117244622,1.67558914379467e-12,1.75844907035671e-10
g22117,309.372933638875,2.83394335773933,0.403324524364625,7.02645930644501,2.11840325157407e-12,2.2096871735055402e-10
g29349,80.1466764764727,2.53062430351636,0.360404536652874,7.02162166719269,2.19307720588192e-12,2.27379830062854e-10
g5622,86.0343896415,4.35467914522481,0.621620120882612,7.00537032012701,2.46333404664338e-12,2.53870911837002e-10
g16486,1473.18848937382,-1.96417543595555,0.280769187978634,-6.99569439971817,2.63948313638522e-12,2.70405620597179e-10
g4866,342.612491095032,-3.33527826866725,0.477177377512341,-6.98959847186173,2.7567406889155498e-12,2.80747124242163e-10
g3165,316.580849546955,2.07380641666872,0.297420583176782,6.97263919839766,3.1104963514681e-12,3.14910310030102e-10
g25642,117.443213631853,2.5686585434734,0.37056588763027,6.93171883656021,4.15757669535262e-12,4.1845644739014004e-10
g3114,54.8119828694806,3.00779132191732,0.435058652795901,6.91353062992259,4.72737545212902e-12,4.7303987736391e-10
g23278,246.098900795964,-2.60468756647517,0.377254595343957,-6.90432296550393,5.04434202585107e-12,5.01839136456201e-10
g6975,2346.95691519984,-2.36267128404442,0.342242880412047,-6.90349286798852,5.073920496239419e-12,5.01880722188371e-10
g23761,38.5699638121195,3.6137556350669,0.523735176456799,6.89996738335369,5.20144805161358e-12,5.11554985236122e-10
g26288,563.454320029645,3.55065516752047,0.514776079784308,6.89747505169277,5.29349357610859e-12,5.17649533740937e-10
g2104,812.634834678165,-3.36477236892569,0.488554110896577,-6.88720510968739,5.689915697801629e-12,5.53271972174372e-10
g10556,409.805332653454,-2.86897358945859,0.417312269111072,-6.87488435355583,6.20401679491268e-12,5.99872657624956e-10
g13704,1931.62564905272,-2.75926565886839,0.401820270574907,-6.86691503870761,6.5605114499045995e-12,6.30798673543621e-10
g1365,130.04662821679,-3.18422302485003,0.466200903225953,-6.83015198558451,8.48247166543568e-12,8.11065665743408e-10
g24975,393.511835673948,-2.16542812944008,0.317102435934838,-6.82879689352202,8.562970450340819e-12,8.14239140446497e-10
g27127,72.0809345378295,2.38923855905049,0.350244324634071,6.82163390241005,9.001081424754419e-12,8.5119567253543e-10
g25122,242.897705309431,-3.82242442549244,0.560774705041447,-6.81632818158216,9.339680772790519e-12,8.783893212049051e-10
g28205,928.092439743742,-2.74112885817294,0.402604700611464,-6.8084869699976,9.86305197256033e-12,9.22570584237695e-10
g15675,2801.68477689823,-2.5970244638594,0.382404752630831,-6.7912975610074,1.1112944280966399e-11,1.03386423794439e-09
g3086,160.222253374687,2.33945597666282,0.345108889733279,6.7788922460702,1.2110080223073299e-11,1.1205730683834101e-09
g14530,70.5727648599545,3.30123106645736,0.487218783834471,6.77566460076985,1.23835663002818e-11,1.13975165558369e-09
g16538,542.984695951836,-4.7008012903145,0.694902547324855,-6.7646914066023,1.3359363717180398e-11,1.2230213241297502e-09
g511,2362.5224303577,1.99609512752382,0.295315117765383,6.75920400766495,1.3875190924416001e-11,1.263523338625e-09
g2706,206.696467341744,-2.44929839566834,0.363404585349568,-6.73986651355072,1.5853220904662598e-11,1.4360514999481402e-09
g13731,524.703268571356,-2.53236032727862,0.376075533086058,-6.73364817566885,1.6546099059422497e-11,1.49096811995666e-09
g18740,676.987406556259,-2.77796796567187,0.413743354248149,-6.71422981698395,1.89062135351624e-11,1.6947647976754102e-09
g11870,822.360399039864,2.68866452586138,0.400521544776859,6.7129086085976,1.90782616101228e-11,1.70132622057939e-09
g27974,1765.87880090524,3.99844760937704,0.595708240158098,6.71209048294492,1.91855656792125e-11,1.7020761386851802e-09
g28447,166.972575454038,-2.83307346631606,0.422862686003898,-6.6997480744611,2.08779155904507e-11,1.84271694988332e-09
g6732,119.805558640567,-3.29506922425419,0.493706151366883,-6.67415063622644,2.4866809899964597e-11,2.18358502647087e-09
g10577,64.1829651968627,-3.23658403240796,0.48511370194315,-6.67180502105721,2.52676132431641e-11,2.1979039398546803e-09
g14735,244.441770734133,-3.24085222459253,0.485760904858736,-6.67170246138889,2.5285281511314096e-11,2.1979039398546803e-09
g641,1040.89652315145,2.30749922814032,0.347012447180387,6.64961515614112,2.93860357346352e-11,2.54152291974275e-09
g2076,105.552378959681,3.14713345050532,0.473556268278585,6.64574341280582,3.0169042773723794e-11,2.5704920553394e-09
g7124,116.304426178265,-3.28456288961017,0.49422514539015,-6.64588380467222,3.0140296940742295e-11,2.5704920553394e-09
g12834,492.105593589444,-6.52640355958239,0.98197004733329,-6.64623485951121,3.0068534241574795e-11,2.5704920553394e-09
g27911,148.340927553872,2.63925667162308,0.397483964648904,6.63990728268579,3.1388053091944894e-11,2.6611811909628703e-09
g1598,13731.6185997658,-1.65212544842846,0.248864294027226,-6.63866005722665,3.1654749291727496e-11,2.6706367159800102e-09
g25183,104.474370899638,-3.73780077513352,0.563212754204462,-6.63656983480987,3.2106685932934e-11,2.69555205654501e-09
g4925,1022.79855527208,-7.45433398329593,1.12427553102846,-6.63034441074856,3.34904519606196e-11,2.7980784888069103e-09
g27689,106.204096882366,2.39182936799521,0.36088207072829,6.62773122302336,3.4088542185377897e-11,2.8342893698190303e-09
g7181,134.946958272226,4.59402075828237,0.693687659959798,6.62260700810018,3.5291839840901894e-11,2.9202300745277e-09
g6567,375.152223126183,-3.38756923595766,0.511780275955998,-6.61918677821204,3.6118026373914095e-11,2.9742935498633303e-09
g17488,157.188833643196,-2.95858523784533,0.447045269923934,-6.61808867443949,3.63872746967441e-11,2.9821970705031503e-09
g4490,322.556403329963,-3.4022129365932,0.515028703316135,-6.60587053631621,3.9518813797265596e-11,3.2234990723447304e-09
g816,6823.04398277091,-1.93196217673406,0.292661618443749,-6.60135137298639,4.0742660328885296e-11,3.30765059868134e-09
g8362,271.921111635406,2.09274236436231,0.317506919880416,6.59117087952134,4.36371277157452e-11,3.5260028409187303e-09
g10871,336.808817404508,-3.01390476364814,0.457437427510915,-6.58867111081816,4.4378060311675494e-11,3.56911586927218e-09
g16598,3875.59654129121,-1.95864970619653,0.297539436007862,-6.582823885385,4.6159580530852395e-11,3.6951280954255804e-09
g19595,51.8371004027867,-3.86897071442485,0.588979314002002,-6.56894159514013,5.067415393119729e-11,4.03774473754554e-09
g964,1191.26496773096,-2.32894624199751,0.354638391300373,-6.56710130411383,5.130414557390289e-11,4.0691043754490405e-09
g452,1286.8226038996,-1.96808528358508,0.299865887319072,-6.56321831462924,5.2658662142864295e-11,4.1195828824583506e-09
g23502,747.50719158305,-2.10063280911183,0.320056746706728,-6.56331363336848,5.262499673615519e-11,4.1195828824583506e-09
g24667,598.820342687499,-3.32951982671102,0.507261286122665,-6.56371759051583,5.2482557573796895e-11,4.1195828824583506e-09
g6766,43.5751698843741,3.68642257829857,0.562880264581667,6.54921270163615,5.7841200072860096e-11,4.5045470337284905e-09
g4095,862.608777461633,-1.52270309437898,0.232809477026392,-6.54055459351581,6.129111788521e-11,4.73954323042886e-09
g14713,333.433053931897,-2.22195134246928,0.339734086756541,-6.54026613485377,6.14094556031396e-11,4.73954323042886e-09
g1202,1686.48367639104,4.18982454378492,0.642110092739675,6.52508750626906,6.79618446510695e-11,5.19862803684248e-09
g10899,2056.43506750173,-3.18249420121692,0.48771202704738,-6.52535517830842,6.78405793976951e-11,5.19862803684248e-09
g6644,179.794903264511,-4.78233119930278,0.734963053627634,-6.50690014375298,7.67173705197336e-11,5.8424011682085605e-09
g10237,569.97433870709,-4.06236875504943,0.624675268613138,-6.50316886094824,7.864542914500339e-11,5.96284793398526e-09
g6866,3270.525752717,1.49599141790339,0.230227713193175,6.4978772414256,8.146123078729179e-11,6.1492510661407e-09
g15268,154.991784575908,2.51560670189568,0.387458866992356,6.49257744808641,8.43801148830909e-11,6.341773612457981e-09
g7471,10758.3216268122,-2.88478443542708,0.444962998844397,-6.48320072212541,8.979690433336449e-11,6.7195413933979805e-09
g12524,162.625667543981,1.93127474116859,0.298271742748087,6.474883350917,9.488521552851209e-11,7.06956469463732e-09
g17671,176.229564251007,-2.65071707886366,0.409504541257596,-6.47298579576984,9.60849886641035e-11,7.12809801680123e-09
g12204,276.158973245689,-2.82889650791814,0.437105299067794,-6.47188792712252,9.678590116662049e-11,7.14927959218329e-09
g1857,307.693748644468,-1.99696966849946,0.308772687463891,-6.46744271619875,9.967530661875439e-11,7.331246590664031e-09
g342,206.821940484802,-2.81722966177436,0.436110494672635,-6.45989880130976,1.0477302266366601e-10,7.67339784282707e-09
