"gene","Compartment","log2FoldChange"
"g21374","A",1.55962814315059
"g906","A",4.84443638062218
"g24054","A",-2.10993043899885
"g3242","A",-2.08772177843662
"g16617","A",-1.83215649156916
"g10628","A",6.54851236796169
"g27423","A",5.82714337379389
"g3906","A",2.1014820379822
"g27091","A",-2.52736597470702
"g10470","A",2.54129329716372
"g5659","A",-1.36511501167576
"g14629","A",5.90791685737483
"g27055","A",5.9172953703409
"g2432","A",-2.36609872110741
"g8003","A",-0.946322614615961
"g5853","A",-0.972945721513378
"g206","A",-0.807268518339512
"g8870","A",1.57574332161413
"g17183","A",1.01617532781702
"g23849","A",2.1693557235213
"g7736","A",-0.803049276515766
"g10240","A",2.52665497796334
"g14645","A",4.08524058317795
"g20821","A",3.29229443235146
"g21340","A",5.16624445756237
"g5628","A",1.61285990758588
"g4920","A",2.45044623440538
"g20387","A",1.67042208044969
"g11481","A",4.43225424129714
"g23866","A",-4.13681680739904
"g21475","A",4.0811168988435
"g5650","A",2.30803926390631
"g10573","A",2.71951563204801
"g926","A",1.09448550447799
"g5829","A",-1.78978003990455
"g17089","A",2.36528763528347
"g19621","A",-4.0583692183861
"g22591","A",1.1534337798442
"g17923","A",-2.05821652600689
"g2859","A",-1.28156592851515
"g11273","A",-4.0858449473497
"g1076","A",-2.74353123385949
"g2235","A",2.60231143042582
"g21559","A",3.72639699400794
"g1656","A",-1.12827960218439
"g929","A",-1.09002553115758
"g13259","A",5.46058997563948
"g6648","A",2.63528865512993
"g20792","A",2.5100773940289
"g10951","A",2.77764006558554
"g20469","A",-2.02497882883505
"g28941","A",2.17211344457171
"g12517","A",-2.07974967726821
"g8090","A",-0.883703993123788
"g1704","A",-1.5106529895496
"g2531","A",-1.04402801756756
"g14560","A",-2.31885258755724
"g14544","A",5.37472569978928
"g14846","A",4.99287519457485
"g10255","A",-1.94584626739023
"g28929","A",5.24338550717587
"g27065","A",2.46383613681347
"g10502","A",-1.53945280838484
"g17992","A",1.61172415484436
"g12526","A",2.04137034786689
"g19959","A",1.53290333093944
"g10630","A",6.08744344456495
"g29504","A",-3.60614048241128
"g3111","A",1.24694654371907
"g1036","A",4.96721609764616
"g14675","A",2.52003822080601
"g26910","A",-3.71376015301443
"g8134","A",-1.65972445518198
"g24268","A",-1.14535934249676
