gene_id,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g6311,13.96465475,16.0733104,8.146650567,10.36705036,14.35465004,13.75784201,26.98460838,23.77272563,34.93823177,32.90906169,26.88995031,41.81177521
g6312,4.105087563,4.865046631,1.708981771,1.568941997,5.24377841,4.101427021,1.490046577,4.309878744,1.489674801,1.046441876,3.533214401,4.429434936
g6313,4.248931602,8.23711599,1.128470503,0.922752853,3.576708721,1.711252997,0.840943394,1.266011427,0.465637056,0.559501086,1.570317511,1.462416614
g6314,20.49363459,17.91079892,10.76554261,9.386759595,16.7834656,14.67132438,11.07156634,13.98865395,9.524282595,11.92595863,11.57289372,14.74954027
g6315,10.45100112,9.14718445,3.654228304,4.322867107,3.203572327,1.99806188,12.45138768,13.24717602,9.378456031,9.177622659,12.86285427,11.43079984
g6316,14.80688286,18.19653805,3.906244049,8.57931372,7.16033564,5.783088192,72.2446825,63.01284147,30.95428158,27.69530378,44.05046526,34.51507743
g6317,0.359822702,0.332368685,0,0,0,0,0.105566763,0.170279077,0.062628383,0,0,0.030260871
g6318,9.799877115,9.749481436,3.199050421,3.204311399,2.374637728,2.521799705,1.824796895,3.561670704,1.628337955,2.046885272,2.65519101,3.782608827
g6319,9.310702293,6.069321942,5.563850219,7.674531835,5.482191193,3.729496371,3.43982411,4.883776689,3.108886541,3.862017064,3.686832418,6.563267071
g6321,12.96343441,8.833900462,6.656034267,7.822979485,9.462457281,7.825091026,6.564337745,8.362859198,7.780082968,8.087459371,5.811207896,9.033715988
g6322,3.30859428,3.767467805,2.625508295,1.670856508,0.898231698,0.658643349,2.316040823,3.113142853,2.533332755,2.393930878,1.489411223,0.663896571
g6323,10.09776955,10.76316489,6.785290588,7.731550424,5.149445888,3.124896778,4.905503133,4.431039994,5.839864746,4.242883238,3.925793779,3.937275499
g6324,1.482266172,1.322783921,0.160845343,0.155436978,1.739113064,0.804201377,5.15943506,5.587671757,4.799314291,5.079940746,11.98521748,10.35271852
g6325,0.565642693,0.538317746,0.340378112,0.877154731,2.934277901,3.500921701,1.099158378,1.82711452,1.103110609,1.170076961,0.586425627,1.102763885
g6326,6.196358586,5.858980889,5.402587535,4.901278903,31.80097875,36.57263265,16.37805078,21.976529,20.99591283,28.42626487,29.6334111,25.29064464
g6327,5.827926454,5.072505076,1.354868431,2.23773235,3.260995789,2.216987579,18.47120801,19.02652646,14.81622505,13.3055407,23.80940876,22.69786119
g6328,10.22435067,8.117806662,13.40253607,13.53364372,13.47184918,11.84057064,15.83857929,19.23497517,18.71686959,16.74613333,18.58724609,20.6535877
g6329,13.3950693,14.30896068,16.48664768,16.51517891,19.82941416,21.45494387,49.92792233,52.35387787,48.5323917,43.15357828,56.11575813,50.67794677
g6330,9.065813234,8.663483487,4.174962179,6.251383159,3.458983266,4.207600107,7.496530626,14.9714879,5.475727714,5.559337976,6.283904807,5.94555025
g6331,14.77065552,10.48408573,15.08444427,14.33346893,8.137946041,6.961831843,13.91280335,25.81366934,10.48649874,13.36454025,13.68957609,14.12188851
g6332,1.706781407,1.631392882,3.151894524,3.520601014,8.146023604,6.10477589,7.931052969,8.656447892,6.120635294,5.276731803,6.558661463,6.153466498
g6333,21.59221888,32.15507303,36.06685456,22.5335938,16.17712533,14.80971019,20.69339849,17.73775212,15.97235086,13.83992871,14.3062669,15.43508616
g6334,13.61705791,14.90124055,77.08949098,80.39774807,66.48497294,46.96757506,28.82308154,36.76962404,27.17034299,29.43043124,26.96027053,42.80719771
g6335,9.764739726,8.388243949,6.594324672,5.960571848,5.058447364,2.972225105,2.166172277,3.782735545,2.020221064,2.271737259,2.938224034,3.241499163
g6336,5.142496611,5.090502803,14.62705076,17.17485367,17.6276386,14.04218788,11.12929532,17.23790259,9.548927881,10.02482222,14.76120625,20.45604956
g6337,112.1619339,79.8113979,337.815941,354.386472,614.4608336,665.7216806,294.8517858,291.312835,368.8939585,374.5718127,490.6248352,548.5771065
g6338,135.3184572,103.6566164,74.15945141,83.4099945,119.2524498,120.3795463,223.5125609,260.7432057,199.4566913,179.5362691,287.6536169,347.9119804
g6339,4.130905724,6.746197995,4.374993334,7.398800152,4.794311689,4.21861065,69.57965643,73.88759189,55.85898535,45.23566283,45.69623958,54.57063841
g6340,10.17804908,11.21406608,4.574612802,6.966098279,5.408032197,4.218016563,7.408615378,12.25696424,5.879110455,8.130848487,8.86662169,7.590109042
g6341,100.8629481,60.1824287,9.114569447,16.14817494,37.95496754,33.52753834,64.99791651,88.15923321,76.39357953,68.29410135,300.3232241,187.5127456
g6342,18.25319838,15.47115141,14.56627454,11.70571186,16.04078117,20.63308012,23.89851096,33.38809341,21.00752041,24.60811273,33.02069533,32.25622152
g6343,8.444898683,6.396884952,15.30035758,13.94411782,15.60475411,15.84088948,12.62113936,14.77524762,12.18911407,12.40046591,10.08091643,14.0858485
g6344,4.534765222,7.755083643,21.34795106,16.27529363,21.56101067,15.87543579,29.03016463,45.27736921,29.95994013,47.82679363,20.1334005,21.57802941
g6345,12.4651892,13.5045349,12.71242581,9.348943384,9.812918662,8.771640077,26.43808004,30.75491575,27.76973628,31.43512683,28.30703935,34.29574185
g6346,5.242445488,4.771159766,6.440162885,8.153283063,28.42679875,26.4973772,14.67971812,19.46414484,12.83412136,10.45282383,15.17887502,20.10730333
g6347,0.785879626,1.012562551,2.100797104,3.222473934,11.48880789,8.745900127,10.3374505,13.39443949,9.010715869,7.90943487,10.85817109,13.7852658
g6348,15.25091565,13.48155655,14.826049,13.86757582,16.62779119,14.66580146,10.48215082,18.12040833,7.691217824,9.755478472,8.671596702,9.868888979
g6349,22.49313984,28.94655876,9.08822676,10.7682785,12.54003491,12.26025253,46.65048413,55.70816177,35.82108192,29.95109573,40.23371312,48.0324852
g6350,9.079812582,10.64708408,1.143081317,0.755810168,4.113930822,5.001897482,1.806779372,2.614021118,1.714443369,1.706201333,2.798585664,2.37795847
g6351,7.888311835,6.521919052,8.059718733,6.880826802,11.14048919,9.705262596,21.90710766,22.8663298,18.30130455,18.89909682,26.32340566,22.23528279
g6352,2.132080374,1.022996663,0.294018369,1.041817738,1.632471722,1.932059836,2.911653472,3.811647306,1.840017399,2.905795965,1.26638509,2.032142193
g6353,156.587781,39.23991634,86.61085942,61.04921308,131.016966,123.8221106,17.44232592,25.00645415,33.19169318,54.69605448,20.53789652,49.22564146
g6354,5.199741471,3.901109653,4.589153847,5.26637873,9.722729999,8.686338945,11.54679968,10.92266852,12.11612856,10.53759651,15.07175374,18.21334086
g6355,3.439327125,2.857076074,0.061446536,0.014845105,0.296277689,0.250167298,0.615117022,0.942840673,0.401710059,0.425755181,1.865854796,1.393530092
g6356,36.56432215,35.49899264,9.883268075,10.8597803,3.144863089,1.756970076,12.86069255,24.37961764,10.13672236,13.58980952,10.12192613,9.629722003
g6357,60.83697521,50.71442549,24.75434202,28.42612613,13.34779959,8.522445757,21.47272508,20.58167724,16.32044654,19.15973322,16.06006546,20.40224577
g6361,0,0,0,0,0.150764519,0,0.111067995,0,0,0,0,0
g6362,0,0,0,0.145990532,0,0,0,0,0,0,0,0
g6370,0,0,0,0,0,0.142906865,0,0,0,0,0,0
g6371,144.4267071,176.5490767,0.356851006,0.043106503,0.70389568,0.45879398,3.918000545,8.18621989,5.622966246,4.571388566,7.031845953,6.358732045
g6372,68.71338453,64.61736191,11.10987799,14.57732079,21.15878364,22.65686981,22.26806326,28.11110749,18.04547462,20.09353595,40.96301109,46.29574028
g6373,5.053340983,3.694706395,28.49409089,28.98975094,34.677303,23.51257284,40.06319646,47.10668731,24.86128918,23.89830126,12.80647291,26.37592324
g6374,25.60141572,25.94691537,135.2557096,196.9316149,96.6754209,63.17306757,332.1934047,344.2945427,274.1114809,234.337705,255.3219954,261.6100831
g6375,91.38064178,58.70817214,6.076379631,4.270591719,3.63205431,1.893876835,19.4436306,27.52615754,14.07493829,13.1737074,20.69963992,16.10703613
g6376,18.19016855,15.87995765,36.68516406,33.47832319,66.77056408,81.07296575,45.76392296,76.87759302,32.75022263,40.77033989,66.9642695,76.46763557
g6377,17.72446758,24.43837378,4.292326309,8.603255991,20.34795077,19.75770492,54.93022694,69.3638092,37.62827941,32.89183276,76.82687127,75.40340403
g6378,15.8445699,24.16972938,2.372285198,6.877553958,58.67011565,41.73663504,81.92862218,58.34708485,73.00296039,72.42856529,111.9657897,95.30364118
g6379,163.0643095,120.2831231,37.53887107,36.14043275,12.52122641,9.704898497,15.32337577,21.86969481,17.79891647,19.89545487,15.78411932,16.80445419
g6380,125.81302,157.0916506,141.4739692,131.5469903,169.6248321,127.883004,285.244343,247.2592562,221.4085222,182.7561646,215.0652244,266.5364327
g6381,7.859450501,4.408729126,0.621447917,0.657747385,2.931586693,2.40962008,2.140583185,2.841332463,1.805666425,1.659429358,1.988389057,2.684506022
g6382,112.4562269,82.62984618,21.2422197,24.53163766,45.26860417,41.12725718,28.0708295,34.74338177,30.70895627,27.33463365,39.03082575,55.78891606
g6383,5.236817493,2.928392023,0.86121916,1.00564869,3.334626241,2.52206236,2.410262957,4.361259836,2.478279903,3.608121179,4.636764306,4.97584817
g6384,18.03893177,19.79361651,5.685958043,7.439547884,11.53771271,12.43022608,3.115223718,4.658803732,2.76302012,2.738352572,4.127586917,4.677814465
g6385,5.383086522,4.662336355,3.738397625,3.633339361,7.191467534,7.140877402,2.442020778,3.881487182,2.606930902,2.629873661,3.698833826,5.343005892
g6386,1.523694734,1.701437073,0,0.21659251,0.098244092,0,0.072376276,0.1362,0,0,0,0
g6387,19.42867194,16.93958752,8.665475319,7.900654458,8.751095245,8.057194659,5.003283598,7.833711523,3.798292196,4.460345167,6.0931133,6.666473185
g6388,51.36258684,44.39110822,64.07652135,70.04027683,90.3987686,72.00439864,80.74576361,96.695436,63.39746697,83.34375369,67.25878016,74.49989363
g6389,1425.363438,1200.009772,1538.046643,1314.64395,784.4530532,561.5946249,1055.770339,1122.550091,1128.510733,1055.456459,713.5183244,963.0788696
g6390,4.268909256,3.370980096,4.993728472,4.060747777,11.01588321,8.890992502,8.416925642,6.710706449,6.996222696,7.06541461,8.918284308,11.20676634
g6391,16.23873285,13.75633875,8.250256827,10.02300513,14.36226993,12.82958699,12.7881392,18.04884825,10.58973068,13.97788059,20.10277159,31.6170011
g6392,2.899428169,2.937386645,7.429233964,8.276285885,6.060733645,5.571749915,16.12707294,18.93642563,13.21464787,12.23723885,10.93296532,16.31369244
g6393,69.7090341,69.50066616,195.5563427,161.8487533,71.70064357,74.07679415,109.1124054,131.299232,100.6758245,97.40564225,69.40242573,66.75791225
g6394,5.806090697,2.49434435,4.773818694,4.905281869,4.423480951,2.74507507,5.619917843,7.050494575,4.375959296,4.401202468,6.246566897,6.656388412
g6395,106.8337687,94.84044927,56.57318967,63.50940525,47.36449307,58.75344717,37.69456269,40.1658496,28.70291181,32.75685929,39.23086335,40.81189707
g6396,25.38995713,34.94747138,101.2976946,92.23436504,83.8030092,95.84287068,71.06997222,78.2186633,51.32654807,53.63704927,60.3231727,61.26784801
g6397,5.714221175,3.813523584,10.79564277,14.77323209,15.75076463,19.11410205,68.75621048,107.4080264,38.41254109,32.65825577,63.53676617,68.62432916
g6398,6.422934496,4.16635684,7.433663158,7.435768947,8.384328868,5.775345793,8.478955494,10.54045086,5.888013888,6.276374667,7.527038628,7.436380433
g6399,6.305066632,5.121101717,18.40903171,20.97717462,18.71463773,18.3484893,26.95444879,30.06256575,23.15931674,23.34444664,26.34414246,24.633875
g6400,90.00473404,86.41642152,380.4946533,280.8140252,75.67292815,60.67728595,93.61196571,91.67183377,105.0346978,111.8693973,69.46658822,65.01509584
g6401,32.00932978,36.05186984,17.72531847,27.68574716,13.73245057,11.3061592,5.324566214,12.19092662,6.403240737,10.76055544,13.49368314,9.348556147
g6402,12.79808643,10.54851232,17.69674582,16.02126702,18.59476029,19.30244359,17.24719886,27.64223547,16.38535187,27.03351073,37.47848921,24.01002115
g6416,0.298619691,0.416817918,1.592304301,1.538763658,2.454918636,1.458912652,2.48230279,2.635934936,1.914441511,3.078941219,1.135169285,1.06733372
g6417,0,0.050677569,0,0,1.123666802,0.732397682,1.483148213,0.713985936,0.358094904,0.309801871,0.138016188,0.553679367
g6418,13.56184143,13.98755545,28.30184367,29.77183735,31.33748207,38.9769807,11.47173725,21.09521399,42.15443019,53.34790075,9.904428509,10.79301666
g6419,0.364491682,0.152628914,0.080422672,0.310873956,0.423027502,0.275726186,1.921802992,3.811997642,1.294197112,1.036722601,16.6268913,6.461763907
g6420,0.050004239,0.01744917,0,0,0,0,0,0,0,0.011852242,0,0
g6421,0.628805945,1.042265099,1.503036822,1.284901869,1.317675517,0.842334755,8.064522698,7.166481174,6.977172592,6.11074548,8.66496555,5.768566429
g6422,2.086211182,2.314360542,1.58016405,1.626620637,3.342767572,2.473222324,4.193095894,7.410580391,3.524085729,4.029673025,7.279486957,7.523361851
g6423,5.19986817,5.178002847,2.098749544,2.820135814,6.728858511,6.527333729,6.131878916,9.352798232,5.02589339,4.431837553,5.113862949,7.278779047
g6424,74.59834829,63.54967162,86.03655105,83.45326344,59.13296546,55.15870044,62.01629039,85.90548972,56.7222328,62.02921907,88.33036002,86.16635149
g6425,39.76368244,56.00053676,61.5725231,62.9240198,188.3233225,171.1386814,241.6472018,231.3146328,161.8444698,128.1881392,219.6185066,254.6765756
g6426,13.64030615,12.2768962,5.505444632,8.512521748,16.41006014,16.83040043,14.51897236,13.9956926,8.490454208,8.27986507,10.43365326,14.2693206
g6427,10.20447341,7.551542361,13.65972298,12.37978984,14.76154531,13.60037151,11.07851515,15.0830321,10.75339615,13.29249475,15.11099682,13.77173027
g6428,2.17098695,1.136361257,5.588495135,5.786340057,4.899296617,3.421419829,17.53090755,7.519830646,15.65789572,21.22632771,1.547393168,1.810571945
g6429,10.11329562,7.405567811,76.30802327,69.8874886,67.86028913,71.00386494,20.8333503,23.01002534,23.41229025,32.1931957,20.46724621,27.86891833
g6430,18.92434967,13.93541747,117.1012119,122.3778067,91.17839265,90.97582753,44.62729864,52.57975063,57.24466385,72.43969326,60.75146204,59.4378684
g6431,67.60866699,70.63839949,35.51762827,30.89102504,47.38861465,52.92029374,21.58770525,33.58759853,22.2819138,33.71193156,51.30076425,42.3712495
g6432,18.72939854,13.3291067,9.288387219,7.117864952,8.000043343,6.396913248,17.68085992,29.45004382,20.01712101,27.24516881,19.28739208,19.8083908
g6433,283.6302609,278.671458,332.3891151,320.1621473,155.5585536,123.9207919,212.9438406,308.038583,199.0998906,215.0486056,218.4758263,233.7441262
g6434,0.555727227,1.163538806,0,0,1.182453556,1.366266528,3.405255089,6.259092368,2.713171076,1.817751287,5.703843876,4.608201369
g6435,0.451670785,0.650150499,0.062286352,0,0.764468834,1.227892242,0.563183048,1.249068791,0.542933868,0.160585733,0.160966488,1.210779481
g6436,3.903098423,3.004881743,1.591698709,1.991536281,3.804309827,2.470047085,3.484350019,5.141716904,4.347693423,4.427669443,4.070124432,7.121836564
g6437,5.144146751,3.100574792,1.977689597,1.537261936,17.33791963,9.396800451,9.635148606,10.29380753,8.273568802,9.338653746,9.444126543,29.25098543
g6438,1.04237808,0.565820584,0.63887169,1.975647571,7.019708704,3.687086151,9.4900855,10.87054204,4.597893946,5.600239846,10.34648454,38.02966568
g6439,7.927111198,5.034476116,0.3498129,0.169025285,0.715568909,0.399773575,5.422202183,9.140791458,2.189189145,2.179549008,3.314742721,2.719994161
g6440,1.155797457,0.483983914,0.198348143,0.438122881,1.117844694,0.825749926,0.622210967,1.498058858,1.025969731,1.698506148,1.684226554,2.460287177
g6441,9.338936814,9.939817981,33.86185203,25.75929199,37.85512096,21.06929704,14.88831346,24.76488273,15.21997215,12.97334588,24.08167802,42.69349801
g6442,4.815242516,4.532894853,5.229896023,7.79993992,7.256450674,6.988662221,5.399008568,7.157063845,11.76277044,9.502249625,26.07341952,128.3468798
g6443,49.74715201,43.81079451,15.0526531,18.15495059,27.31325507,27.50398124,15.54967736,21.65095644,14.7875367,15.69388609,24.7274749,27.87456637
g6444,139.4061978,139.7753372,72.07843425,70.16103593,22.86941783,12.84081147,73.95468861,90.21240907,58.30498484,81.97655572,70.93503242,80.78203179
g6445,15.11808651,12.91962591,31.59843474,29.76843867,28.49730911,31.16792792,20.00468248,28.1651427,19.62776118,21.20764491,21.84435459,25.14301657
g6446,9.065489605,9.086468416,1.915123541,3.701456441,2.798236395,2.462224115,15.73578515,14.41812138,8.418156313,7.954929843,9.898499489,9.789568264
g6447,5.860122074,6.302351536,1.625078273,3.823669329,2.725448506,1.423160354,5.316196418,8.372604639,2.392481095,4.189752321,3.104116011,2.563807302
g6448,247.0763253,333.3538678,14.22363304,27.66847911,92.82260412,91.9602471,99.34633744,153.347763,82.99836973,94.08838728,414.3208815,638.7920518
g6449,29.13480143,9.917210441,1.643251703,3.874715052,3.111692683,3.267620428,11.8015085,21.12998939,11.45903693,12.75218642,28.0279027,35.17993517
g6450,0.909557224,0.833157833,3.386606079,4.848492892,51.68180032,19.351425,3.726382196,2.667770638,2.607193723,2.506205554,0.64829622,2.275672995
g6451,0.220641849,0.538956699,0.973663205,2.273900004,37.27328376,17.38629513,2.829762045,3.106329966,2.665841232,3.242449916,1.048431573,1.892696234
g6452,1.987511245,1.101519992,1.289797563,1.620357176,11.30733889,3.979821368,0.916310963,1.097309432,0.605383083,0.748200745,0.333322113,0
g6453,1.96825508,1.373660225,1.930144118,2.564710137,14.73545799,11.85622601,2.493149827,1.319537645,1.402046871,1.399575512,0.831344565,1.250663982
g6454,0.743125897,1.235567398,2.98996458,14.49374431,6.553071533,2.232069127,0.840943394,0.410281481,1.196428547,1.523086291,0.249256748,0.562467928
g6456,3.146672534,2.16600337,14.17117406,28.76800556,5.169518691,6.684561802,0.644967021,1.184821564,2.072591027,3.00379105,0.737366484,0.246507683
g6457,37.09384732,39.71466638,11.71873215,10.42590886,5.462906177,4.623571763,12.01347706,12.99922447,6.29857268,7.733104301,6.489577471,7.472788192
g6458,4.444284779,5.726215805,4.337277875,4.920384338,7.27412808,8.404894781,69.17774349,86.74906746,44.76136908,30.02205657,61.40482959,89.6884205
g6459,76.32523941,73.47584445,244.3045343,214.4812394,56.23234738,53.5540137,97.95418685,100.4748671,84.90396708,88.20377757,46.88938738,51.66294206
g6460,4.413844472,4.976120755,7.116855595,5.791624385,12.47834549,13.80519467,12.82150682,13.20207121,7.785866188,12.07142755,9.680039454,14.07710829
g6461,0.191639956,0,4.651249357,2.519841731,7.722795891,9.060589883,10.01329505,3.725842263,7.324332883,5.496232966,13.11296066,14.97788308
g6462,3.35332347,2.238557404,0.750611601,1.088058846,1.457094729,2.067946397,1.523591561,2.215519997,1.402046871,1.140394861,1.10845942,1.945477305
g6463,61.08410271,70.53096994,133.7195543,83.64849328,38.25139004,26.66242573,19.06500056,24.97820125,16.71787237,18.11700614,9.877803701,11.65941583
g6464,0.192632909,0.268879952,135.0892534,75.71311037,387.4573916,455.2553634,263.5703958,235.4707458,371.8190304,343.0343196,222.2446779,240.4288103
g6465,85.87538218,69.23693866,114.6579519,62.50758055,108.6543746,65.78193282,29.74041325,14.44715716,31.25953468,33.54596135,28.96682303,39.41387536
g6468,72.720716,83.63599623,14.99045939,21.72961611,4.137223285,3.093171937,45.2700746,67.64646082,46.34802348,56.5408509,28.69615757,26.26182744
g6469,5.829326893,5.19842381,16.62535577,17.30928856,5.972008463,4.123883814,14.49089044,20.66918046,11.14760666,11.69834893,10.2180068,11.17390555
g6470,28.6368051,22.76045208,17.40677173,12.98035114,6.007909385,7.459809977,8.763515371,10.1614075,10.33898069,12.41208989,7.969656543,10.21323344
g6471,17.49560071,17.66134575,115.1193099,99.03556026,65.36782114,46.77497803,146.8435568,113.1730435,119.7902684,79.53143384,88.77572318,136.530818
g6472,4.64726894,4.865046631,0.854490886,2.005414582,2.247333604,0.941654163,6.14939857,5.637707135,6.629871367,6.530426742,5.362914716,7.751511138
g6473,7.576333643,7.47815028,5.492622636,8.192682639,10.99132593,10.43906565,13.41837189,16.47127858,10.40820822,12.77568201,18.51466062,16.40244902
g6474,2.994641168,1.067225311,1.757307734,1.494432642,16.88485094,15.42365505,3.314051988,0.469872493,10.1334414,3.262078313,20.34550195,55.7493919
g6475,1.296227153,0.452323406,0.73667677,1.298182051,0.873765205,1.151408084,8.675977014,16.82706749,6.36330672,6.535788443,8.847034474,7.300494982
g6476,25.86159974,19.36336968,2.337386195,3.621238687,8.066413154,5.024426976,5.702896993,17.87897582,7.687039156,15.71120045,12.94393335,18.99187842
g6477,2.429944544,1.526289139,1.206340074,1.683900595,1.292584034,1.378630931,6.319442271,7.249311754,5.751987165,4.751645256,5.888690668,3.995176609
g6478,3.098179293,1.853351098,5.566397769,8.116030779,4.879924398,2.343672583,2.522830183,3.026558567,2.160846964,2.391867144,2.523724572,2.91077153
g6479,0.640214171,0.287235225,0.100899293,0.292519774,0,0,0,0.061315129,0,0.130068518,0,0
g6480,1.819114447,1.586967301,0.919818935,1.858588942,0.073307518,0.143343889,0.702072008,1.270366971,0.50461814,0.323381362,0.21609874,1.408749949
g6482,2.544200214,2.405674272,2.98788866,4.024891284,3.333792897,4.578698093,4.853524292,3.301271518,2.489115307,2.801210737,2.807852504,3.16807267
g6483,6.237394074,3.608511409,5.070356513,4.899867651,6.826337836,4.656303145,10.52571533,6.822627805,11.65634485,10.62125738,7.955582095,11.96827453
g6484,1.282005225,0.671040915,0,0.113897786,1.239908196,1.717346289,0.685078886,2.220294824,1.264445454,2.658835982,0.304587448,0.305478271
g6485,35.42503543,28.09861079,14.67223374,13.14769365,9.237820084,14.40501197,18.69355633,37.93402531,17.618968,23.81427673,22.40574986,14.51990379
g6486,110.8164886,159.7009766,0.206627519,0.166399788,0.332099676,0.147586435,0.578280974,0.81617078,0.369460133,0.421739799,1.15697197,1.428130156
g6487,0.632281488,1.05905777,0,0,0.366911609,0.119575132,0.720808624,0.254332653,0,0,0,0.180793263
g6488,0.520702402,0.981185875,1.034005778,0.888211303,1.208650006,0.295420914,3.858446162,5.16644369,3.081421695,3.480425875,4.750540371,5.211099925
g6489,8.816952929,9.332684974,10.05124457,11.82826252,8.669555723,6.507628418,3.455180467,5.401971929,3.369772125,5.276836086,5.097325124,4.026759033
g6490,3.558304931,2.761676636,1.624378713,2.28923272,7.476278129,7.947602572,2.928731078,4.277489103,2.541410171,2.835590283,2.62367406,4.561002311
g6491,1.754046123,3.512813157,9.423062566,12.92757389,18.51341898,22.13869179,27.22327831,28.06893411,17.82673561,16.97354142,19.56857207,27.1490289
g6492,7.936659656,8.494249575,16.82689744,14.37027374,11.10667914,10.48154107,27.67440909,34.60016024,19.18722463,20.74557964,12.64119643,15.84770997
g6493,10.65542037,9.942275982,29.8991951,21.73212328,14.89821156,13.36112407,16.00936163,17.23757381,13.45098167,12.84760906,8.585380787,9.935181165
g6494,1.369361014,1.326016393,1.01972393,1.313914786,1.12573617,0.809279207,1.658656308,2.914755244,1.316839603,1.290175502,2.049654763,2.055649363
g6495,0,0,1.29182874,0.208065246,0.566257286,0,2.64201901,1.308377951,0.288731639,0.416321674,0.556411717,0.558039047
g6496,1.686966736,0.950934071,0.143160777,0.830082291,0.251011083,0.490821483,1.479355919,0.782971727,2.01583058,1.015011133,1.109910283,1.113156424
g6497,10.6068671,9.404340504,8.000124274,8.538852328,12.56151534,15.35156714,5.629546827,8.997526625,6.004735509,7.157460404,10.49164102,8.974924936
g6498,1.27431539,0.466911073,0.351461547,0.543430052,19.22654559,32.89576428,4.857583051,0.598019536,16.16637395,5.119650686,30.15494039,91.73143405
g6499,7.543393062,12.40939431,0,0,0,0,3.455180467,7.946973902,1.395013191,1.915683067,0.768090087,3.081346043
g6500,10.51153241,2.107539064,0.018204866,0.017592734,0.031919519,0.031207358,0.082302716,0.143817044,0.012206697,0.023467755,0.658655148,0.613397115
g6501,4.87143526,1.120817078,0.236230742,0.399503248,0.310646546,0.101238557,5.721321148,11.16133994,4.118323424,4.415587407,7.783755268,6.122761035
g6502,20.27899174,13.44874039,1.075939677,1.720984722,5.301715097,4.261222879,28.05921168,97.64671411,40.84827927,79.91907444,71.04781197,102.9407891
g6503,3.280425134,1.907861424,1.206340074,0.51812326,1.762614592,0.919087288,6.406009973,7.167858813,6.740609959,5.183613006,5.195903531,5.037396594
g6504,11.41900368,6.116058622,7.617175895,8.776637936,8.818109,5.775478866,11.41580658,10.97869284,7.726664901,9.189805344,9.842525831,9.365091008
g6505,2.911040947,2.002614273,2.752722316,3.45821196,3.861190622,4.404216935,4.26680004,4.851096637,3.75302686,3.844223068,3.082670283,4.637529195
g6506,5.088400428,4.639514668,2.897346579,7.174806203,7.461346007,5.12193346,12.513906,10.56406886,14.08475003,9.570803352,9.827483764,13.14163478
g6507,4.807519593,1.453921982,0.825025683,0.341693357,4.54633005,7.273466637,2.283596286,3.509498271,2.845002272,5.469605448,2.132112138,0.916434814
g6508,35.06232176,25.94691537,14.00531403,11.60090616,9.588623379,12.46147861,55.64994188,119.9623023,57.06041414,69.29352723,61.70198807,36.99118347
g6509,83.78350854,118.9505944,0.344379198,0.066559915,0.241527037,0.236138296,0.177932607,0.439476574,0.161638808,0.088787326,0.444989219,0.401661606
g6510,0.758737786,0.529528885,0,0,0,0,0.540606468,1.271663263,0.093543159,0.089919817,0.721064163,0
g6511,9.208817504,8.691703863,7.700550274,8.668836994,10.01973243,7.017122458,4.519655258,7.273779831,4.511146554,6.879043742,5.236977867,5.252294391
g6512,2.944804081,1.541400913,1.150601589,1.765979527,8.188304618,7.773567479,5.507762923,8.020292068,5.082820341,5.191311441,5.772082932,10.70081311
g6513,1.982834748,3.752323145,14.21872834,12.7649629,20.06235045,25.74434191,10.81323829,13.13973783,8.123575719,8.134285025,5.653143041,8.286450588
g6514,7.404593087,8.262166253,16.87581284,16.07201669,14.53731362,12.45207079,19.30258442,22.91814737,11.4795361,12.32754048,5.94136232,6.529256507
g6515,10.53960059,8.608556033,26.96038533,21.11473341,14.00207853,14.23726336,43.6543933,53.18800927,37.26864347,36.31920253,30.04883275,26.65940279
g6516,2.859857809,2.775571476,2.333417418,2.413756918,1.469410434,0.87324339,0.594320572,2.17690817,0.85942777,0.847321357,1.528794693,1.618447381
g6517,4.12282176,4.925344013,0.802652887,0.827374912,1.407332198,1.00901755,1.486050655,3.316776512,0.968748328,1.172652962,0.69143139,0.762798971
g6518,826.5503167,759.0172392,838.8914896,947.6913512,501.0018779,541.9336588,303.4820881,316.5308982,361.8301263,366.30812,433.2406811,413.9235285
g6519,35.84355121,38.92037305,0,0.20326374,0,0,0.407534106,0.383455384,0.282068601,0,2.717857231,1.090322446
g6520,4.867423799,4.089823869,6.641624248,5.940343423,3.530694655,2.846320708,2.874852999,2.790868213,2.653048343,2.231498519,5.660446844,4.852920964
g6521,26.90384754,26.61222089,21.96844944,20.32637405,13.7273027,13.82165882,16.37683354,12.63982562,9.402286712,10.39380864,8.153571694,6.814515286
g6522,11.92565497,7.888383818,9.480984299,8.431870238,19.54465004,16.72369381,8.031220707,14.59153716,7.301537099,10.49486271,9.676391198,9.482106949
g6523,3.094150451,2.463101199,2.097891797,2.852036098,3.397789169,3.017211778,0.918585762,2.420073859,1.049045774,1.443862036,1.194584843,1.151998683
g6524,49.09514058,36.65437564,32.53953776,37.3287422,14.95346736,10.88615672,1.423631619,0.733545488,2.463363025,2.367946056,0.135632031,0.544114848
g6525,363.4102758,348.8800475,187.3013841,148.0460012,88.47780513,72.01748865,37.15187671,57.66220919,30.47648497,31.51362079,34.78617269,41.69340081
