gene_id,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g22,7.918031375,3.935572398,77.00281892,70.05096022,86.10455088,57.60086577,48.52299824,54.33228234,37.99785883,40.99716048,38.13026011,51.89276258
g23,0.252912595,0.264764443,51.67402841,59.80517033,44.2740008,18.60589051,3.928406999,2.339860405,1.646359592,1.978235984,1.009489829,4.628307525
g24,2.11084743,0.641544611,0,0.145188386,0.263423719,0,0.727739476,1.643380217,0.302216359,0.338928543,3.10612255,2.531105678
g25,4.613061913,2.619246977,7.418166931,14.62921842,16.10707239,11.57049714,39.52566594,53.62327185,32.24435628,26.49202344,99.97770718,100.4377865
g26,28.18570368,23.29927094,13.29983093,16.53764854,16.38871853,9.725444053,26.46969446,44.61183123,24.03019808,36.24767752,41.661485,37.80588005
g27,53.84855787,54.7914558,30.74432181,37.28909431,45.0835655,53.17876369,49.93154762,63.00736438,36.5293157,46.20783147,77.47962544,74.73828288
g28,18.3959881,22.12470687,17.42870928,16.01925569,14.53233288,11.41959446,20.66147892,28.76096426,18.12670318,20.37027751,20.0182119,21.58251584
g29,17.29277561,14.01592667,54.83260451,50.78139827,78.42305953,72.9400685,22.642066,30.5977036,33.40441095,42.28580476,37.64593043,37.71840242
g30,7.737891698,4.345580948,1.511684689,2.105349637,7.016065887,7.354939976,5.513306936,9.213320962,6.469231906,6.104020389,9.421905069,10.94754651
g31,22.6830984,18.57212246,28.72716977,30.94629953,46.55191038,45.65278886,34.61007657,51.25862671,32.0853034,45.87034688,43.00847291,36.54283822
g32,76.88542899,27.80026646,7.672979381,15.5714544,15.22683177,15.7839174,22.11981464,26.87448363,28.39034864,19.01804139,57.14433495,38.41856832
g33,26.24792892,26.10807633,8.831508284,8.12423708,6.625679198,4.36709177,9.707411789,11.24961241,11.38786279,7.279595656,14.26453019,8.363653544
g34,0,0.073296371,0,0,0,0,0,0.023469491,0,0.024893057,0,0
g36,0,0,0.093005811,0.629149673,0.163071826,0.398583773,0,0,0,0,0,0
g37,33.36500777,27.27752641,17.1774578,42.34661259,19.66897103,17.7277798,0,0,0,0,0,0
g39,0,0,0.406094678,0.392439895,0.356013244,0,0,0,0,0,0,0
g41,0,0.128450076,0.135364893,0.261626597,0.474684326,0.580116976,0,0,0,0,0,0
g42,5.823083973,3.595054539,2.800259288,5.730568104,3.610174465,2.400146621,0,0,0,0,0,0
g44,0,0.088254814,0.093005811,0.449392623,0.081535913,0.398583773,0,0,0,0,0,0
g45,36.86038954,30.27140126,22.43586325,31.84465267,22.43492008,17.7277798,0,0,0,0,0,0
g46,25.79708473,18.53351098,121.3167795,158.0064464,103.8115245,75.57148329,345.6998159,349.8939081,243.586385,183.4364276,215.453972,244.2878566
g47,326.4170518,204.1202507,37.26740406,31.80573359,40.43244584,32.3708302,31.40034329,23.254283,33.270102,31.38319018,66.42074069,107.5092093
g48,16.98582214,9.132830351,48.56854488,40.89912838,41.96419672,32.39622009,31.53243692,42.52868805,35.13036217,37.38484532,32.12013092,39.8958895
g49,113.9084549,119.8391803,243.3541987,189.6604307,63.32030289,54.32871946,72.99802483,120.1987738,69.69672233,91.03299002,50.79383796,50.19507288
g50,28.64809944,20.55534854,11.00850596,10.86713071,14.11312532,10.85597257,25.99279582,24.02544412,22.14421682,20.67610833,17.74254851,23.47025265
g51,13.08273483,9.014963914,5.785417132,4.413856279,8.809147313,8.299419615,8.298931358,9.69598395,6.125097691,7.340180733,4.406681658,5.287699612
g52,8.177012797,9.28306063,3.087192877,3.758292914,6.361953195,6.151281413,3.236768929,3.216077415,2.742103852,2.842626487,2.175879836,1.974410881
g53,6.164904989,6.157453266,4.129316361,3.521002611,10.37347897,9.101063584,5.490677364,6.979731462,7.096459418,8.297727723,6.008257991,4.856639321
g54,5.851535933,3.194139666,2.858870012,1.737853565,7.680600514,5.256466333,1.310340129,2.690007416,4.668639667,8.054268168,1.54913279,1.254882073
g55,14.51191788,15.19196718,3.303607885,3.929261897,9.980723219,8.668974797,2.65881917,5.435848319,5.009601275,9.500078855,3.020963986,3.029799362
g56,4.870120433,6.281884773,3.837713451,4.519943702,3.259290841,3.30992356,5.917585884,10.11559788,5.098266255,5.457344149,4.215062794,5.532908201
g57,4.780863899,3.245499618,1.692105717,1.687396818,3.282478049,2.468647882,7.033697053,8.083949692,8.171447533,7.321213524,8.420168618,9.447905986
g58,50.37799274,49.32378349,20.10894155,19.36107813,16.97849866,14.43727751,27.81959416,31.69967214,25.20055231,27.57231982,30.10663017,36.78173923
g59,6.765411926,6.85077995,0.069754358,0.168522234,0.428063544,0.328831612,3.649093657,3.666629076,2.478893703,2.495274934,10.63569641,4.655426515
g60,7.822902715,8.189495163,7.946765236,11.23032166,18.42813556,15.81978994,19.14985785,20.45894247,16.90207947,17.34890478,13.0287281,19.1573061
g61,35.33242768,24.7323789,2.792548937,2.473762969,29.27590329,23.33699508,9.393516637,9.192051051,33.86023508,28.27385171,17.13984858,10.85682776
g62,17.79957833,10.01811404,0,0.306072814,0.555325678,0.904892889,13.36418151,14.17847257,21.30761462,21.09470312,26.19216853,32.01506641
g63,2.238684392,1.590294813,0.088205511,0.085239633,0.231982824,0.378011707,2.734422391,3.752090317,2.129162991,1.364460714,0.911797265,1.943235972
g66,17.64785673,14.20511506,24.48819449,21.57425903,13.65468519,10.90252752,10.89766835,13.51397087,10.73378143,9.592964829,5.81415028,3.70054058
g67,0.650346674,0.756469836,19.69065878,16.33221192,37.52981599,34.36930931,19.97669614,14.7270717,19.29661729,16.08280164,2.678238321,1.033104358
g68,1.78633761,0.935023977,7.488727329,8.950929399,6.521991577,6.545391899,5.059297285,5.299284317,5.913275994,6.890936353,3.055752995,3.447776383
g69,25.99121223,13.53447207,8.350916331,24.06752559,2.721095824,1.646905058,24.05552671,13.6074843,57.62966465,49.20509622,33.23131382,32.08347467
g70,38.36164921,29.47865796,45.98305288,26.25025144,48.04837072,62.33500186,13.49201828,24.60540457,28.05514376,41.16847071,22.2619656,29.87315944
g71,6.613421183,3.67997117,26.8178678,37.09563263,45.23479178,35.15508875,76.53999936,89.39303641,63.28914243,55.66901314,77.28906502,98.55492733
g72,6.230975115,6.233057881,13.74823324,24.94806915,8.838675181,9.296131475,22.39540313,29.9837832,14.64708184,14.47357419,20.1334005,23.16173799
g73,109.5643303,61.74035246,1.262017308,2.235901145,2.581552448,2.52395509,7.380895483,9.714203063,6.675623565,4.699809125,7.972381212,8.540859159
g74,11.47012052,7.883268049,9.683083839,17.11996011,17.60486687,15.93885982,94.41070134,104.0781753,70.09149349,88.26326645,66.25665637,47.69886475
g75,2.365637985,1.857371382,2.372556038,3.267211099,10.34780939,8.185060431,19.46026926,19.21158609,17.89697742,11.8897015,13.18249191,16.29570857
g76,0.586322103,0.55799818,1.734708379,2.699255048,37.99363134,80.51649358,16.95721664,17.5812232,16.79673026,19.25405674,18.69184393,15.58399044
g77,3.795269634,4.094747581,10.38206426,12.38638418,129.7460601,173.6514905,192.3815691,142.6154454,148.5377662,121.4423335,236.7253649,211.8377258
g78,16.07703849,12.3890677,16.17630794,17.69554305,24.40347842,21.95873411,20.47053199,20.3089333,17.83893317,16.35406554,21.22050691,26.92245138
g79,0.228964751,0.179770776,0,0,0.110723134,0.054126388,1.060404372,1.343127019,0.635142925,0.488432819,1.30557576,0.736534216
g81,11.30381734,17.26175541,18.99186437,28.19327613,15.84730642,14.80730377,20.46764738,18.70214056,18.33445909,19.09911972,21.58365283,22.6846375
g82,51.88096743,47.51056542,302.1612508,223.4006648,227.846172,254.3453605,122.4184976,164.6152868,202.0350589,245.8844313,57.21749146,60.68755905
g83,33.97164428,29.84802502,20.17315545,22.91336711,16.67951095,15.16011986,15.12816001,17.02309508,14.23164307,20.08921908,12.84805237,15.11583391
g84,12.7662418,10.68811316,3.754494447,2.725612916,15.78301537,12.54249427,47.33728381,56.40449771,28.64989488,42.60284109,119.1779486,85.18281037
g85,6.475690311,4.552973031,32.32734108,32.77738659,25.37754903,16.64314268,15.2372584,27.69936962,15.55274038,16.88958308,18.73648354,21.09295628
g86,7.720053321,9.21611748,13.74656376,16.46103078,13.75417288,15.75255343,46.70682327,47.76079993,49.69339731,39.100871,44.79266344,36.59729849
g87,12.19777555,3.206922124,4.301257492,4.809813903,17.72279265,15.43137229,11.15147634,24.04710468,10.42386101,10.0597038,18.26155758,19.82794246
g88,1.172284057,2.103803949,0.554264358,0.535627424,0.485909969,0.316712511,27.80227046,38.50962967,18.45834057,11.67013415,36.28706682,37.82976864
g91,14.31649637,9.835473334,15.74484289,25.1841573,12.24539899,7.360993312,41.88626718,48.28953784,37.76104299,33.88061858,55.99570837,54.56040434
g92,210.3432533,30.28431017,362.0796722,654.2180007,912.1356881,638.0386256,1499.02804,1457.828692,1540.149293,1804.463655,3129.689676,3310.625782
g93,110.5919099,79.81417347,31.58005752,32.52792421,47.80806586,41.52591704,44.02516333,63.00189963,57.89557363,101.9726191,69.07185336,44.21948567
g94,70.242538,139.5857916,29.4427067,24.56033246,121.1011303,72.40100573,46.60431524,41.67889538,30.73494386,34.44414053,71.10410724,49.6243748
g96,0,0.033479891,0,0,0,0,0.319015946,0.192964645,0.094629466,0.113705059,0.364718906,0.137169598
g97,0,0.030597778,0,0,0,0,4.789807304,3.03719575,3.329606957,1.18465118,4.833170643,9.402102459
g98,5.189450316,7.78407461,48.70598048,39.3887017,34.90858199,38.08467948,20.25359606,22.79562372,15.64158541,17.95473955,9.495513702,9.634020986
g99,43.39027692,52.9501937,14.0197385,12.33805732,9.698416776,5.814454882,18.08670239,23.48704882,12.71282469,17.93820277,16.72208342,18.16857282
g100,63.21743725,62.76100941,29.08083805,29.12888968,4.399486021,2.619398769,23.31095089,38.02223289,18.11875957,27.45241448,19.12092499,18.09293894
g101,1142.24581,1153.688456,62.69045327,87.8124147,50.42797356,37.58450545,144.9396706,195.9519363,93.12563671,80.27646532,127.9713021,148.6561579
g102,11.92799028,10.29768204,10.59568698,14.86366102,7.715845375,8.129614273,16.77682071,22.01672997,9.969362129,9.362900992,17.2244202,13.95272005
g103,35.47245476,38.39890642,16.18640957,18.24917212,5.460026102,2.426457607,22.60713965,33.23279995,18.66943702,28.80851331,18.16098023,16.31499543
g104,83.40808849,104.7869451,57.91927597,81.20291953,150.1007943,102.0571368,50.774889,43.86906129,41.22209726,73.11854436,45.23265182,38.54137809
g107,0,0,0,0.043318502,0,0,0,0,0,0,0,0
g123,5.637965807,4.959330481,15.12250149,15.99667911,15.9752319,11.15629028,13.73255673,14.99823312,11.93871755,13.46157174,10.98994014,12.00067837
g124,4.397415771,4.101286623,7.629776682,7.927285878,13.41633997,14.81805891,17.94464694,30.52593479,14.54928044,16.14611845,19.37569188,18.74651173
g125,35.05368572,29.3756149,10.83982723,10.3809696,19.17724676,12.47168625,26.48971692,17.15049855,26.91236673,24.9257734,29.27520504,26.19694377
g126,5.858375391,5.189383073,1.519094908,2.268751851,3.099353011,1.775509533,3.175198391,4.112139388,2.444594545,2.474520714,21.91306709,12.16976063
g127,1.802577043,1.415286293,6.463058335,5.92544601,5.811286896,2.130611439,9.097478537,10.97689453,7.889373304,5.020250657,5.995757771,8.160898307
g128,26.20174488,21.96221051,20.50778126,18.21388303,32.78966745,27.62185544,32.60758011,33.88558709,25.47180209,23.66689595,38.61298595,30.87948927
g129,304.0346613,448.3050377,61.67525326,89.5489701,110.5355195,75.77874686,269.4102321,91.02094654,201.8827662,124.7407672,280.3016758,181.1146729
g130,4.785884497,6.109948674,5.279868329,7.715725658,20.58468206,16.29901027,11.53293798,18.36412179,8.893795696,18.03929876,11.42609367,9.735021838
g131,5.518266515,4.406079968,12.79479183,12.71357169,16.282568,12.86808909,14.09452862,20.84887922,12.97249464,13.66713361,13.06622684,15.11022333
g132,144.0195061,70.54797403,80.65584975,88.26337037,108.4393872,86.46626365,76.54326486,60.71376914,76.97218179,100.3228486,101.1879154,137.8628862
g133,14.36698881,8.167551094,2.414223769,3.905316779,17.94416083,21.63736108,11.89749282,15.62770823,10.0997884,14.54595435,19.53101243,26.66162756
g134,18.06969288,11.4813836,10.50041042,12.51676718,29.57894054,29.46722838,33.87379005,24.61688885,37.3837119,35.62647707,25.89646422,25.76497826
g135,32.7521811,28.03193535,9.887680248,11.32469411,26.32590794,28.66813785,8.041521207,8.382380345,12.1956893,11.48725668,6.30931143,17.55954564
g136,23.89627078,10.87908783,132.8560896,154.8723863,147.2154677,97.3727645,294.5545652,341.9029206,246.2819381,227.6931069,249.3847295,288.5687478
g137,12.48406398,12.36781715,0.268734234,0.064924536,0.706778136,0.287920465,1.214925592,3.633561666,0.45047811,0.562937825,2.951579598,1.654236143
g138,10.9595458,11.64963547,9.610600437,8.987852469,3.478865625,1.860057606,24.06699904,36.36014961,20.33004647,18.42357149,20.0295601,28.3644541
g139,448.5704627,595.8180566,140.9720074,112.4989521,191.2397663,281.9785328,62.07096631,100.5907621,65.42685678,89.36164851,118.1663927,134.2610945
g140,3.689236559,2.991782694,4.01270353,5.428889001,2.914780692,3.832420576,7.3304877,6.479350934,4.958375728,4.803264043,6.962728589,5.12588697
g141,45.00748547,31.19250115,13.52378355,16.59864913,15.57718599,13.02980425,26.01156318,17.75615304,24.42388232,18.70591899,15.81655544,23.9221468
g142,58.66480503,57.49388441,132.9809125,104.7466311,32.16327806,24.6169926,92.87282046,134.066853,104.2030409,114.2408639,64.05539777,64.88006856
g143,10.16838332,5.655096939,38.64928006,41.33029389,69.76338163,53.55892794,40.64020672,46.54722301,44.19074754,40.67142512,34.8791678,51.44959041
g144,19.25336025,18.78757317,10.38003691,16.6254736,8.594372448,5.272233579,32.74358682,56.8870776,23.16779628,26.76165477,59.73554049,39.17208541
g146,39.48192586,15.3851902,9.289849628,15.92232634,20.3604583,19.30525173,31.98010696,62.52453068,29.96978889,33.94934236,78.36488351,58.2641057
g147,19.33523412,28.46009827,103.1473396,80.10294107,736.4665181,1114.839647,47.89414786,48.97923134,69.45016309,102.0547557,76.76879457,47.30914801
g148,1.180258778,2.316688872,1.30208135,2.044736437,25.11306123,31.10946346,3.994481122,8.308199988,3.055743181,3.566819426,5.888690668,4.218509463
g149,40.46908552,41.22370317,8.879443983,9.623412295,9.603173642,7.78853256,9.057687727,13.76715385,7.734415215,7.327851102,7.184381331,10.59300373
g150,4.405120023,5.000476195,1.873658816,2.178447582,1.129281126,0.853157043,2.363465107,3.896136611,2.12004452,1.792619915,2.345388574,2.541945531
g152,2.64010191,1.278782792,0.739019144,1.680399762,3.620505648,4.061372203,2.33030896,2.641717007,2.477629606,1.597113196,2.920940363,2.81681077
g153,0.651240161,0.441137665,0.211311502,0.367571215,0.703956121,0.470907938,0.682372924,0.950242348,0.79345418,0.572040137,0.873746992,0.711995724
g154,3.921277673,0.464720872,23.42580386,19.08858888,209.5901334,99.5536145,18.97770764,8.035393421,13.79189161,12.04764503,1.265629039,0.846220406
g155,3.483896394,4.584997093,3.514050871,6.367297894,7.701705525,6.776884578,3.971684464,5.205137342,5.301530339,2.548089285,6.811015712,9.25022557
g156,0,0,0.444613144,0.214831596,0,0,5.025149551,1.621112193,3.130273503,3.868745317,0,1.152373317
g158,0,0,0,0.214831596,0,0,3.158665432,1.350926827,2.086849002,1.576155499,0.574506407,1.440466646
g161,11.51569411,9.340889532,1.177882821,3.496136336,1.253896903,0.721130026,3.20593497,5.572884915,2.482203692,2.06068554,2.174285785,2.180644892
g162,111.7633438,101.870739,106.9218358,86.87245562,104.0454186,107.6605268,59.45625116,75.32183419,67.48435469,74.21730242,22.56036636,32.81755488
g163,0.965951383,0.390697574,0,0,0.382186051,0.10379418,0.391049851,1.074399644,0.146156007,0.156105263,0.375540946,0.345252679
g164,5.053340983,5.693206673,0.79641869,1.693206692,1.768775186,2.958033357,2.503235385,4.291225625,2.4920624,1.574207911,2.195395356,1.85778242
g165,13.74817061,10.00037363,12.39011784,13.96908883,11.79850142,10.98596523,22.76460048,27.47764059,20.81725042,20.01090604,21.34650367,28.5144874
g166,169.0296804,156.7778407,56.30493182,42.87433489,89.06615659,101.8672337,46.56220664,49.5215526,49.16733817,45.82313897,60.1144084,66.47895589
g167,49.71910693,48.355615,27.53995505,25.8553423,6.65239421,3.50429513,19.66660801,32.91478273,17.1063135,26.43642633,19.52565853,17.16670956
g168,4.901389264,4.995024157,8.489863002,9.372209396,19.41067766,16.29159668,5.502982391,7.169323136,6.386159907,6.033181939,5.954855732,8.281550263
g169,7.846276553,7.446304114,11.81118763,12.50853787,8.226925384,3.397631851,10.60633636,14.40415738,10.03513293,10.63714196,10.2442311,12.05645012
g170,81.1908248,62.75533019,132.3580832,109.2086781,156.4920676,152.1440607,61.6626633,67.7352916,68.40397859,65.16886491,54.46549774,86.17531889
g171,3.891927707,5.253714269,7.429127369,6.496880299,8.246414218,6.730795229,9.796816794,11.62118056,10.19001962,8.866762826,11.46104671,16.39989133
g172,3.078935943,2.095092545,6.538712864,6.15472506,8.040150038,9.24367758,7.020049204,9.701500607,5.864749336,6.075452014,6.803083629,6.382788231
g173,27.21537889,21.00464577,42.43253339,43.37431862,91.99169488,107.5988617,98.68718067,146.708383,145.6998892,178.5137584,266.4261391,181.4455364
g174,2.390024026,1.575348433,0.292968304,0.283117353,0.428063544,0.75332333,8.136127339,7.774101417,8.708868067,9.567468577,10.34727075,6.707430046
g175,0,0,0.019757015,0,0,0,5.474031097,7.107593053,5.113512433,6.367154704,7.811875771,7.809119396
g176,0,0,0.21530479,0,0.566257286,0,0.278107264,0.26167559,0,0,0.556411717,0.279019524
g177,1.59906028,2.23199272,1.470091846,3.693717434,6.95948471,9.324288772,14.05189284,12.50696772,11.23724912,8.527879462,4.558986324,8.763613207
g178,68.19535221,80.36130359,84.45299633,61.75733188,126.5698286,196.5336866,147.9892185,142.1414329,204.7173318,331.0847679,482.1323422,293.7095029
g179,37.24170391,24.48324322,5.889414104,10.29869618,15.73517683,11.11742123,13.81087805,34.80922764,25.95031132,68.10204185,61.78595439,21.89730912
g180,8.988124543,6.130315169,6.31008654,7.404607688,32.2694056,26.59166969,42.20888959,50.80783839,36.76965696,47.20790416,78.23546173,67.2690009
g181,0.734878107,0.629439995,0.294810872,1.282040843,7.107470159,7.643783897,3.760444989,8.241017778,3.657008012,8.028312758,10.28536807,6.208372417
g182,2.493209372,1.842384523,1.05168109,1.719923958,5.744663415,2.704237596,10.71083228,14.50247927,9.763913124,13.452856,6.271978226,5.032257442
g183,1.364994935,1.353752106,1.585142512,2.06798762,7.365174479,3.940087241,22.67622144,20.03600693,18.49388917,14.40593667,6.759192767,6.05998055
g184,1.185166299,0.431549528,2.217057433,3.790594079,5.830919622,4.190350149,6.571946401,6.736378369,6.89924552,5.715984072,8.814672102,8.39842965
g185,0.171327887,0.199285064,0.882055108,0.953872085,2.724877611,1.458045155,5.683149712,4.926213818,4.815963908,3.194570719,6.024374785,6.42302086
g186,9.206018471,15.27161304,0.156249762,0,1.232823006,0.669620738,3.431049048,2.183869711,2.619208441,1.208522347,26.24673555,20.85631079
g187,11.43555609,10.91669,2.778832148,2.95393444,4.920990657,5.001740269,5.132831327,5.167295114,6.297812166,5.480722532,5.888690668,8.138636549
g188,0.300429507,0,0,0,0.145282172,0.284081525,3.210874778,4.028218176,1.666769008,3.097601469,0.856536824,1.073802409
g189,1.858907576,1.297345768,2.050778126,0.660607156,3.39597078,2.929590729,8.977070733,9.415959986,7.792145112,8.077796934,2.355476267,4.429434936
g190,1.867887806,0.376042252,1.505885387,2.604132559,6.948277811,4.619412628,22.88097287,21.57723823,15.6772911,15.63197383,6.34954472,6.26540362
g191,0.525877446,0.333209968,1.267184697,1.947518585,3.747647328,2.473222324,6.290876379,6.10474103,5.968168424,4.280605045,5.286998657,7.73605387
g192,10.05580479,13.93720025,0,0,1.780744342,0.401772443,3.431049048,3.038427424,2.304903428,1.309232542,20.99738844,17.00903016
g193,22.1313104,15.13213845,8.739175318,7.139345876,13.58519951,12.39405106,10.99737836,10.40235913,12.53509147,9.523501193,10.59382242,12.31776964
g194,7.386619558,1.539223793,26.68715037,57.43923242,37.10851421,22.87397959,54.9499495,100.2381982,66.39767387,93.14981858,165.7816136,112.3625021
g195,36.24402711,21.64416056,33.93917568,84.05313167,50.71369902,40.04264715,70.28427403,59.11764414,70.57384754,45.87627752,57.17060488,77.10332974
g196,3.032816861,1.751690489,19.49825616,27.87371968,24.37614171,13.15225542,49.62630511,26.64232908,72.64159107,26.25051616,51.88011019,55.02217912
g197,0.634045995,0.181024991,0.381540116,0.4301628,0.780469345,1.144584285,4.024794198,5.40999069,4.135912864,5.656165634,3.944053285,5.768566429
g198,7.541393753,4.476926028,5.123774661,9.412732768,82.67741587,88.35515193,17.43046308,22.38127344,16.76973716,22.82328457,30.80910517,41.02363488
g199,18.67957759,18.21589677,36.74227606,40.70420727,38.37316659,32.58777457,37.81297468,46.58093041,33.86608461,35.45449971,36.46745146,38.9893786
g200,44.41107567,32.31307304,1.524742101,5.009808919,5.435929611,2.70088662,9.190979847,7.412520435,5.520785078,5.896600669,8.143468136,8.167285236
g201,0.770434275,0.452448107,0.331690169,0.761275874,0.78148371,0.479751022,1.954763038,3.66593813,2.16844247,1.64350793,3.643041384,2.632810455
g202,65.2305113,37.76152389,309.2996377,227.5136804,203.8888108,234.5714999,61.05908605,81.30813583,96.30584065,110.3149642,83.90421998,73.80461523
g203,23.44826255,23.19724225,12.59180403,17.76893238,6.281564448,5.057636403,13.64467114,20.07414795,10.59795323,12.19097887,15.93009961,13.24563203
g204,5.575551393,6.180172658,23.26024339,33.16772415,15.22579138,10.81013441,8.913364104,9.454700175,8.422067218,9.261911178,7.614110429,5.291876899
g205,1.726005177,1.806888257,14.0146026,18.54852406,11.55175379,8.682686729,9.100459851,8.099916423,8.069204835,9.818542741,6.29876662,6.119776402
g206,106.3854805,103.5030824,33.16527205,32.0841979,51.43832477,50.94085763,36.8349483,46.51519967,35.04838857,40.60407674,73.5364494,65.38417506
g207,2.605476926,2.937386645,0.073702718,0.071224491,0,0.094757652,1.451817369,3.067987597,0.914252003,0.973848589,4.095100249,2.483348967
g208,1.825556071,1.837600238,0,0,0,0,0.300166764,0.376575637,0.155816933,0.249635754,0.200182119,0.702686562
g209,86.70329062,85.06949928,92.97869829,79.37036537,21.09674055,13.01559866,58.68140242,106.167146,44.71984301,49.32848554,39.37382838,39.68512186
g210,0.479718084,0.669597816,0.176411022,0.340958532,0.463965647,0.604818731,3.133192323,2.840868383,2.720597155,1.819280952,3.191290427,6.058323913
g211,6.060274576,5.223573738,6.30546715,6.770497943,9.388567913,6.759934098,6.115000538,10.24231975,5.838572257,6.554272609,7.190582748,9.598189906
g212,75.69847457,33.81529403,227.8806885,365.3133727,97.61703223,66.62968084,384.3399722,614.8067991,349.5792263,423.6508898,613.4017348,401.36757
g213,7.671126905,7.884152082,8.951656164,9.321831935,5.276899978,3.946541791,12.47649884,19.68019527,10.7281595,10.39550913,12.49754106,14.26753078
g214,1016.579773,1163.960865,1.039684728,1.708033713,3.372424572,2.495164727,4.767477569,6.318022805,3.48563861,1.608299701,5.10502461,3.90733424
g215,72.53465641,82.8105339,9.987456944,10.94636357,6.673596449,4.488994257,3.421834257,6.03223429,3.430054707,3.571959608,3.619774219,4.024965376
g216,6.22272607,6.183094726,2.094411703,3.710644453,4.284278531,2.991922447,15.10477475,13.64666041,14.51152932,10.57457053,6.013981959,6.634728075
g217,5.684732648,4.590869691,2.221900285,2.181821801,1.57087539,1.290095,3.078315727,2.939992132,2.5230907,1.270426779,2.778412373,2.832980667
g218,4.379755467,3.751361258,3.678772006,5.146899131,2.743732593,1.741282843,7.836984523,7.140380713,7.363236581,6.971855404,6.101534909,6.475157899
g219,3.482251106,2.916347512,12.24817349,14.58795308,12.36219212,8.871091265,15.32462962,16.34174874,20.48610635,12.81766125,14.60005951,19.85558272
g220,10.16275922,10.10322368,7.420711408,7.093244984,6.364130561,5.11598145,13.07555348,14.45969909,13.79140728,17.41632806,16.05059049,18.08359278
g221,2.355260279,3.467293813,2.679561619,4.217684889,4.093139156,2.418489154,3.566049493,4.305214248,4.097009789,3.885978035,2.255801325,5.524462281
g222,295.1100892,582.9502029,705.6780114,793.3093413,466.3916948,345.2409998,879.5944463,822.1466032,737.6093925,649.3870878,618.8949181,786.0056632
g227,0,0,0,0,0,0.050838885,0,0,0,0,0,0
g235,0,0,0,0.195735454,0,0,0.392440251,0.492337777,2.037162121,2.219354309,0.52343917,0.524970067
g247,189.4315339,210.5691978,539.362159,624.6004367,766.2995991,703.3593214,1361.843139,1270.606805,1023.707545,933.990227,1295.641369,1469.793597
g248,10.04237426,5.592007622,12.49324605,20.27380584,23.55825571,18.99182955,98.1946403,109.8687826,79.50200794,64.11593053,82.84778595,126.1625261
g249,32.50227142,27.65845332,7.791874672,8.645412918,14.16788679,13.72810853,7.548520916,13.98583534,7.74014104,11.30000281,10.6276106,11.87415803
g250,24.74736148,19.25093721,21.25332783,25.24716752,14.13990544,7.812241944,22.73259885,29.81252715,22.84062415,24.66316886,20.29834387,20.24884542
g251,4.807519593,3.914405336,0,0.113897786,1.03325683,1.21224444,0.913438514,1.217581033,0.395139204,0.455800454,0.913762345,2.902043579
g252,57.43755003,69.83104614,23.77713769,33.43246653,17.61388425,14.26583311,42.22998349,57.57943818,39.21979944,44.29059252,31.95254762,25.72923946
g253,18.33486618,35.46078433,2.909651016,4.37017042,19.14651399,13.07048171,10.91285774,15.97730767,8.156483722,5.061332904,4.620357293,6.587364777
g254,9.113145649,12.03159073,1.472846117,1.237671488,13.08049911,9.495441613,8.437005856,11.86885713,5.581919629,3.879819009,4.633723804,3.485456999
g255,6.177971766,6.121008225,7.221335437,7.880239671,17.99645189,11.19677406,58.37694292,51.03256372,33.40462279,35.32701481,36.79994821,41.69189204
g256,0.728983363,2.755799835,0.268075572,0.388592445,15.11931628,9.573825912,6.030883263,14.30856665,1.61774639,4.146890405,10.04541349,9.264177644
g257,6.536817849,5.702618762,1.502401557,1.45188386,12.11749108,5.408475192,13.00227863,28.1200615,12.89456463,12.00775408,36.49693996,23.36405241
g258,8.991708324,6.779363226,2.852586114,3.824567748,3.356919369,2.312834786,4.033208779,5.465921045,3.15338911,2.683396658,3.652759249,4.962299289
g259,30.21937745,26.87566402,15.72110301,19.86255074,26.22391964,31.03924316,26.31193358,26.02120802,17.84225884,16.08659499,14.227709,21.24543289
g260,4835.788455,5012.275719,5933.999008,6736.991892,5719.214319,6208.424183,4621.652883,3270.787277,5206.708586,4797.009723,5337.830423,4989.422892
g261,229.0217427,251.3111715,178.3191879,113.6821259,44.88648149,37.66251138,33.31457848,56.4522235,36.81303183,59.2145165,32.0920784,26.80098274
g262,1.339753208,4.558241889,0.369509572,2.856679596,2.429549843,0.950137534,19.44965702,21.10731889,16.9717628,11.19380214,14.80130357,9.098298788
g273,0,0,0,0.053598958,0,0,9.850807508,8.223938325,11.26844037,12.51216932,8.313445649,13.80043015
g274,0.080998151,0,0.089358524,0.086353877,0.078338426,0.076590607,77.6223731,52.29278816,98.74244633,89.0429523,100.685064,105.3800207
g275,0.298619691,0.312613438,0,0,0.288813957,0.564740381,0,0.20019759,0,0.212340774,0,0
g276,0.7910245,2.208248116,0.290890514,0,2.040132634,2.991922447,3.005925324,0.353540425,1.36533206,0.562477156,1.50349549,1.130919558
g278,1.318374167,1.104124058,2.327124114,1.124437713,1.530099475,1.745288094,2.630184658,0.70708085,0.585142311,1.124954312,3.006990979,1.130919558
g279,66.70599574,56.38857198,23.12373445,18.51780691,105.8146115,123.5687529,29.50718073,27.81611524,35.48511845,51.45735897,24.48211553,24.66532588
