,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control,TPM_Early,TPM_Late
g24800,15.33936947,15.07424163,12.8039125,28.70562936,26.67058564,31.6753352
g24801,13.09504362,133.8903938,15.60331216,8.299247666,38.90130799,43.52275543
g24817,837.0280065,0.592314262,9.893067999,6.018191184,4.230695463,11.99261586
g24818,89.4211478,0.622536501,8.504371763,4.390232901,3.304088302,5.041487748
g24819,469.4185039,0.602530063,4.356158915,2.181173958,1.504199095,6.288159078
g24820,5.764955848,0.131571897,0.156462984,0.654760656,0.504371812,0.262793707
g24821,0.393235497,0.187619433,0.564758869,1.921587788,1.686642596,2.42895208
g24822,19.33357731,27.20253656,26.18594904,95.19403134,66.78719405,97.93872565
g24823,170.3198204,112.9339988,233.607236,357.0079847,342.0583236,703.8792236
g24824,35.6771158,67.51468991,173.7714813,78.03067971,113.0553895,140.1680643
g24825,3.339221744,15.96016098,11.53957111,33.72903859,31.48405001,30.09846825
g24826,3578.94137,4988.837853,5099.719792,3498.262706,3812.533541,3847.56839
g24827,9.648815849,6.247826978,24.28888338,34.15022164,28.26138214,37.56823988
g24828,3.419769626,6.063540813,4.823766693,14.44852129,11.29344797,14.63526808
g24829,214.9798886,236.9953604,222.3999731,379.1351558,371.3502241,204.8171188
g24830,10.60001952,21.38365978,41.1595179,24.97891021,22.13975105,25.62725677
g24831,112.0737986,312.3518158,641.3399134,109.5507607,166.5498523,202.8113685
g24832,0,0.117965564,1.167624163,1.1313377,0.487931159,0.473659676
g24833,26.20469742,866.5160656,642.5444025,129.1205778,186.2754685,125.7854022
g24834,16.51387516,9.392835016,21.84399117,53.38951536,38.55732806,52.23560781
g24839,36.70216502,15.68822549,16.93642783,21.61403315,21.99593873,30.59028541
g24840,3.341258048,2.392196466,8.417731747,4.4179469,3.504818746,4.891115147
g24841,168.7351592,383.8261238,117.0027561,210.4730545,194.7988196,132.2222779
g24842,99.09448664,151.5087818,148.6224071,268.6957245,254.5672775,250.4795777
g24843,11.81556139,20.00972623,82.31783856,75.76911695,47.07351603,53.41554844
g24844,59.48777136,66.10220473,116.9133101,146.8802663,124.7259396,156.8940058
g24845,159.6294828,55.45586645,69.82699822,220.2485213,170.3988378,194.5921234
g24846,1.676647533,4.683128911,6.687217824,7.022285906,6.227054059,9.007645241
g24847,6.78650716,17.33723861,15.53835133,26.67150783,23.23172519,20.90898685
g24848,29.22773827,41.39183096,18.44921567,33.47814415,27.35908536,24.05117051
g24849,2.216042141,0.242198174,0.533475549,0.562990242,0.106917886,0.531443623
g24850,0.124956526,0.067349035,1.516681929,0.71375044,0.573070367,4.966278139
g24851,5.372242171,3.34405703,65.0974358,6.295558142,10.57968885,24.44876862
g24852,7.181845433,7.268881504,111.8506421,5.389771633,7.34041703,19.95084762
g24853,1.429763167,0.405011519,1.318247373,3.887119375,1.638075074,14.65337994
g24854,2.549236477,0.119028316,0.463094991,1.097897567,0.137646089,0.584960366
g24855,0,0.021564439,0.075198266,1.154134835,0.794601725,1.39566819
g24857,0.281750613,0.151033693,0.067335838,0,0,0
g24858,11.2892454,3.918455291,7.871926137,24.12463078,18.60626992,21.63794011
g24859,0.790385331,0.075211797,0.066124411,3.46584858,6.656354838,2.232923163
g24860,80.31469111,266.6940469,241.6530832,240.0416937,194.1260684,133.8289451
g24861,0.563305326,2.240333108,42.1559867,2.986185071,5.133331573,0.53611836
g24862,0.379936433,5.699183434,36.09494371,78.13702678,114.7379353,21.44003733
g24863,55.55764758,58.38168932,25.99835789,68.68823468,52.62225795,55.44058733
g24864,71.05157315,37.54998011,14.08086388,67.03014998,55.93366122,44.49984502
g24865,50.1770032,19.9040185,19.72907383,38.19483391,28.30196195,33.58978425
g24866,14.38282632,18.868461,26.7113184,10.93775001,14.38389284,16.38669055
g24867,0.6833822,0.931660778,4.70024642,3.846151412,3.723897778,4.955084955
g24868,2.043289912,1.371412705,7.853044636,4.83565137,3.033775138,4.710200104
g24869,7.489286915,0.864259842,7.198059215,14.63853565,6.027627064,19.52133386
g24870,12.83195103,1.239337397,82.96938345,113.6081307,94.26476819,225.2211145
g24871,12.28220391,12.15458764,18.19280345,12.56249638,10.03547401,14.19280476
g24872,27.547501,44.78484106,22.48574777,60.2609186,45.95294829,41.22239903
g24873,6.784754335,1.49239692,1.659832756,7.554090552,3.747986298,9.585388969
g24874,1.572431022,3.204703929,3.008362444,3.358915155,2.445750597,3.346419115
g24876,0.939487958,0,1.311944632,2.436408241,3.33828086,3.49342171
g24877,1.397034619,17.42005397,47.90207144,15.06945432,56.20449417,14.84157896
g24878,33.17939791,79.7136411,408.3001381,55.30013021,65.88176373,113.5467417
g24879,2.624630409,0.620739576,7.858106172,9.052572709,7.975109341,12.32802404
g24880,14.24246757,17.2648553,34.00283264,88.12351241,64.41577313,79.45483902
g24881,26.34627679,19.17735802,54.33623273,31.56968023,32.49031213,40.81123159
g24882,0.021095053,0,0,0.577632452,0.744042697,0.80498107
g24884,0.037782674,0,0,0,0,0
g24885,0,0,0.058183394,0,0,0
g24906,0.12270017,0,0,0,0,0
g24908,12.20085578,0.406142461,0.330545739,0,0,0
g24910,11.86747453,132.1848935,84.12142557,94.37816702,58.35351837,73.39575659
g24911,75.06338587,160.7618242,104.6344765,129.9823064,44.09420456,52.52015685
g24912,1.428529903,0.194899308,1.993304861,0.928934431,0.534406862,0.761635935
g24913,43.45628832,21.46239321,46.05973677,23.9592483,25.03458145,51.26017649
g24914,79.64380466,20.37019662,25.02283489,16.41656194,13.20791072,17.27263215
g24915,26.07283786,3.439977573,25.7912469,6.193911404,7.234651525,16.87130939
g24916,56.74056035,15.07764834,14.67028288,39.95550698,23.26108346,32.86188255
g24917,1.315679557,1.458060866,3.200840362,6.599023351,3.467450248,5.433573463
g24918,68.54348978,6.101286293,8.555629178,13.58641174,8.683396254,11.36674121
g24919,6.891600492,5.345194326,8.295763931,15.15753171,10.25199266,13.21291562
g24920,9.662172627,243.5366896,78.33885616,173.2926779,204.1527801,106.4997885
g24921,49.70100255,95.56305022,154.5515044,558.1794673,659.0171946,665.1812949
g24922,188.7894938,30.54985264,47.98182851,21.92446818,20.91759181,12.46563349
g24923,8.331979967,0.960108274,9.948704651,2.736139301,2.066699712,1.822189074
g24924,18.65161993,67.90743285,24.7707612,34.98935443,27.631437,24.08563409
g24925,29.63155381,19.61878642,20.72415999,18.01315803,16.1004473,22.26714964
g24926,4.697559314,6.822157474,19.05949111,13.39454835,15.65581375,13.58891344
g24927,287.4250205,78.22375401,34.66791903,124.3520447,97.87730152,49.90132692
g24929,1.704428833,9.280450571,49.45231082,24.39000984,12.68786741,22.96937867
g24930,21.58794003,17.09201235,56.92734179,43.66880632,39.88792009,66.63647055
g24931,8.930166429,6.392484889,21.71349139,12.99411887,13.76508691,21.65646877
g24932,39.30660972,107.5027725,108.6318166,69.4264529,76.86479132,66.93224754
g24933,14.47569237,7.77400817,6.398520681,18.69410422,15.37689588,17.80905476
g24934,5.589855809,1.852626951,1.133032794,4.325828537,2.055945471,4.263855791
g24935,1.698870769,0.173535527,0.124105456,1.528744268,0.813987193,0.995714815
g24936,3.652266075,0,0.046206905,1.503266399,0.889904476,1.723249412
g24937,0.26210125,0.205299436,1.10713005,1.48499933,1.151272684,1.893868166
g24938,1.25462718,0.479494259,1.9641768,2.223187303,1.632531928,2.437328642
g24939,32.70563864,13.43489078,3.623943027,11.0052058,17.06678976,8.917828308
g24940,107.7196869,93.11905681,115.9888389,100.7294652,78.28185523,66.0700012
g24941,22.21840411,26.35593939,21.70325834,14.303086,11.25835311,11.1585417
g24942,5.825299796,11.71634838,13.75044152,13.70546905,10.8863969,13.00289673
g24943,0.886596556,1.767070212,5.015909989,18.12928454,9.830004421,11.13602197
g24944,1.901182824,2.456742112,4.600612755,8.357974201,5.238477839,5.307940818
g24945,8.264784891,8.569008744,7.786275939,199.5151547,76.70746912,109.8640049
g24946,36.97832522,62.61206928,45.08270887,35.32428638,31.64374003,36.06969481
g24947,5.595167068,18.01583671,21.2563339,20.59793428,19.13780511,23.98089016
g24948,47.53980704,48.93011646,53.79275061,35.16706107,57.36696743,46.05403217
g24949,5.857465207,0.241403878,0.849760032,0.763541306,1.542279735,0.105462737
g24950,10.7677567,8.089461139,11.12407168,12.2040189,11.89330295,10.99796942
g24951,7.6484075,9.357221879,12.07660892,9.296210844,8.422227599,8.335418112
g24952,1.263279597,3.979969762,7.596125334,9.780214644,8.693482766,7.106922181
g24953,2.923164427,3.416191291,4.940263825,9.113777697,8.690214492,6.964226076
g24954,14.86725571,7.224993103,9.042665807,8.923682958,9.08440062,6.683765455
g24955,8.309573274,1.383628248,2.088242163,1.435433521,0.836249844,1.469513225
g24956,8.297518459,6.216869595,5.247615494,23.84829596,16.38383089,14.80884075
g24957,8.439580725,1.479030439,1.814611797,9.243115584,3.517538754,8.92589157
g24958,35.05407909,12.10517402,12.59007215,27.5615184,18.93370307,33.02829266
g24959,43.86338184,70.77210331,99.21042432,73.02727531,54.09503173,75.55722089
g24960,123.9853043,59.8793771,11.14975755,61.06969805,51.01446137,35.45365825
g24961,4.414406558,5.906680086,32.49919381,17.80827754,21.61626842,41.40391566
g24962,0.280125675,0.04927439,0.298496605,1.132492711,0.569305102,0.53748196
g24963,5.681591808,16.60515898,32.50277435,22.15706208,18.2010311,24.19785785
g24964,30.53522838,13.68482536,22.36889824,12.48872189,9.282208913,10.056406
g24965,2.568171409,0.893482125,3.412512056,8.436354894,6.375700575,8.573426523
g24966,7.60583876,3.66084314,8.680021855,21.56889937,28.10232009,28.12826788
g24967,0.758619266,0.347304418,2.608580631,8.039973461,7.073631017,8.530798672
g24968,5.954168651,8.38690061,10.84661077,9.368180912,21.16408397,8.243285209
g24969,505.1116055,0.072594193,0.06585593,5.729542992,2.215895913,1.750600599
g24970,1.696369759,0.288204482,0.152521031,3.371258823,2.476649138,5.590239368
g24971,59.71376231,1207.17423,2044.074381,233.6122311,650.8480664,336.1417517
g24972,65.43262334,99.83363681,74.33837744,124.5575552,102.8436422,124.3347009
g24973,11.19916559,1.311351812,3.80705843,6.585563752,5.746987362,6.557643882
g24974,77.97140218,95.96688693,55.39775831,273.93803,266.5112414,377.5344145
g24975,10.23329748,27.1156623,22.54503874,16.39664932,31.45894021,7.832325855
g24976,5.898221176,73.38669762,72.90279143,30.7020454,71.60575293,1.601908298
g24977,0.856017411,0.110808337,1.461240404,0.991886481,0.863065055,0.193354163
g24978,0.104387551,1.711285081,7.100835922,3.602253708,8.73643491,0.109368764
g24979,0.205190284,84.72152534,235.896017,63.2521738,106.2486523,1.419455061
g24980,1.565335805,11.71404947,9.368613777,8.021354618,9.124809935,12.14349756
g24981,5.047544785,4.296266048,6.300468613,5.267606046,3.030694919,7.733521949
g24984,16.0536742,37.99948306,41.39981253,38.31676312,31.90617392,34.53925159
g24985,9.820289475,46.85714327,78.10814211,51.16952933,67.47561232,66.20383667
g24986,204.0113703,0.120048325,1.599638189,4.964387214,1.04809915,30.55776093
g24987,0.894763371,0,1.453705237,7.114510112,1.873903468,45.97352456
g24988,119.2170004,2.67163444,1.47051585,6.720261583,0.995600385,9.683583713
g24989,71.23593891,2.451374798,4.311274059,0.222144385,0.431709245,0.473736357
g24990,0.16969104,6.080466294,7.786159726,1.128018105,1.760764138,3.424239847
g24991,3.716016523,0.038185385,0.892163816,0.52084093,0.420839336,10.94403527
g24992,20.36649303,1.035178642,0.968363529,4.660524172,1.768224863,15.51165843
g24993,15.14123725,1.635249095,3.239025117,40.19767056,11.85874446,187.7956269
g24994,177.7315231,0.463561452,2.284049717,3.577718577,2.615345226,87.30839448
g24995,22.67225107,25.49957272,11.86544188,35.49007896,25.31012295,20.4519067
g24996,3.862498114,4.541010867,6.592792136,46.14297991,5.622527356,6.942720455
g24997,2.34926735,4.482492575,6.427955681,20.77192793,9.174000048,8.645052207
g24998,15.8444477,11.50845612,5.26255779,18.46506447,17.72300699,12.74139413
g24999,1.777412702,0.556252352,0.393954801,1.47349896,1.830215831,1.179890956
g25000,21.29594059,23.58481347,20.80239584,37.30881579,34.88273821,38.18802474
g25001,19.34463438,17.24077778,13.15433893,31.47736659,22.31753692,26.30557751
g25002,1.144274027,1.657429059,15.77239279,10.76371991,3.592099921,21.03926252
g25003,0.057917222,1.596639672,21.3335073,7.54036752,4.616323471,20.4529216
g25004,0,0,0.047442765,0.409973752,0.148457159,1.289916231
g25005,0.026999384,0.028784626,0,1.435719864,0.098313666,0.192553437
g25006,3.464337903,4.921320493,6.171455246,5.199447596,3.251495087,3.612166135
g25007,2.175984757,11.7990755,7.68284551,9.935333439,8.03522818,7.386279664
g25008,13.96195801,29.28003858,111.9742572,38.55509215,46.96522577,77.48357685
g25009,0.511250253,0.27422589,0.671273532,2.875000371,0.970631918,1.601077455
g25010,7.765640921,7.28562908,8.80778342,11.00553798,8.690684598,16.15277939
g25011,17.00509044,13.86851311,13.149556,28.26758899,23.54024495,37.19329236
g25012,42.45485385,20.97649683,18.89736467,40.54849973,61.19835265,105.2148409
g25013,61.57815733,43.77050089,36.19119117,80.04323584,77.93574715,112.2947235
g25014,4.059018463,0.621366066,1.886945419,7.648667845,3.124388546,7.461013196
g25015,15.98261585,19.61390945,12.5245264,51.99827836,40.42056437,42.87508381
g25016,0.194510851,0.145286673,0.246220271,14.78357075,12.96115933,15.55433783
g25017,5.238289118,0.894244106,11.1277007,32.44960195,32.51826097,42.78554124
g25018,4.369600685,76.30126675,273.2895873,49.19258819,80.73554534,14.70113103
g25029,29.29959294,14.28069834,61.7037035,35.16981133,33.03286479,75.23545047
g25030,10.68175699,21.34636129,28.06117462,37.6884681,41.78928373,72.74424604
g25031,70.09137795,37.89466415,16.99114631,24.2093643,32.72068733,21.9086461
g25032,8.221997459,0.558519042,3.341134164,3.419124261,2.369912826,2.20603477
g25033,368.5423246,80.53784918,104.1704876,274.7074134,217.4816406,333.0064645
g25034,1.495477401,0.825758946,2.116441262,4.233287459,2.247421457,3.158346268
g25035,5.180907757,0.072856361,0.192716603,1.010473384,0.918068732,1.10267751
g25041,0,0.017732625,0,54.27890573,48.11383893,20.03290489
g25064,4.227695809,8.965163359,4.257020245,11.58158969,10.65554927,7.814140377
g25065,1.37642089,0,0.497178998,1.696420374,2.535241403,0.884164729
g25066,0,0.213099083,0.239492192,0.167504032,2.507605708,5.494405616
g25067,19.52795438,0.458768067,0.569165792,1.607646728,0.987603155,4.967036327
g25068,73.17599414,7.123048686,8.275212808,8.525303524,7.984207001,11.70453833
g25069,17.34637013,21.53582798,53.04066115,15.73116155,13.40437769,16.59714642
g25070,70.50243293,103.7428352,89.04589884,68.38581001,61.15771466,63.61008971
g25071,1.963632743,5.248901067,4.784099867,9.366659264,7.131495041,11.23698735
g25072,26.23524319,5.967533898,5.838823253,10.00228357,4.729114963,9.184213291
g25073,25.89403768,122.8162004,178.7304827,35.69762085,49.31985254,1.261821317
g25074,4.774180557,12.84076261,15.07881049,16.23378509,14.13089557,17.37291747
g25075,15.43631623,4.72295092,5.651454281,18.46111268,10.87359536,19.23712889
g25076,10.32595904,0.362784023,0.775457371,1.6817056,0.417640018,1.905679615
g25077,0.94500514,0.370468142,1.246126305,8.657550772,4.550696694,9.717020733
g25078,4.1430693,1.259439287,2.611469257,10.70838353,5.244923139,12.23773358
g25079,6.336521242,0.761734357,2.66342324,11.4335554,4.919008557,12.8043007
g25080,7.31405881,1.863247338,3.185585395,9.471323576,2.757452643,9.457504099
g25081,4.221237306,0.264525393,1.265407229,1.715083016,1.141887409,0.862263685
g25083,1.824644983,1.019854941,7.467693557,2.960190909,1.309779997,1.90329495
g25084,1.391393558,0.953525596,6.308999447,2.837804914,1.249481017,1.119631874
g25085,5.976633338,2.492747881,0.767637928,80.88871975,26.70578445,51.5224656
g25086,0.450783742,0,0.095886234,2.216319845,0.758684484,1.203979619
g25087,0.241734264,0,0,0.479423554,0.172429889,0.317074282
g25089,1.09452533,3.401412401,1.694701753,8.854884211,8.697616697,7.990799795
g25096,0.034921824,0,0,19.31635888,14.98259994,13.71163893
g25112,0.077810352,0,0,0.159312953,0.13842323,0
g25113,78.23347222,21.20415153,7.439095238,28.25475805,103.9768871,65.52028737
g25114,0.089802298,0.290551742,0.60216091,2.826107132,3.057844947,6.408987612
g25115,0.127759971,0.320977402,0.491502068,3.788657531,3.209147985,4.863399088
g25116,0.055206203,0,0,9.745892666,7.23680219,12.42120695
g25117,0.118780037,0.043680045,2.667710227,1.206262075,1.663551448,2.090797701
g25118,0.095328594,0.206799979,0.182339555,11.82561324,8.967834293,0.68065664
g25120,0.009986073,0,0.009442678,1.658839974,1.324633119,2.737184471
g25121,0.216224295,0.56199874,1.680157636,2.395617448,1.786100918,0
g25122,0.580094259,1.968765328,1.141845779,48.26293036,31.5844297,2.559260669
g25123,0.105360524,0.508310873,0.496862581,1.358386037,1.792295031,1.078573762
g25124,11.1324136,6.70674479,1.227588107,8.273925294,6.127610147,7.47594444
g25125,55.48466584,38.47968923,5.114512232,52.49962606,51.80872448,24.73032039
g25126,1.63527288,0.079774473,0.069545181,1.123336351,0.614066225,1.049658107
g25127,0,0.0684567,0.030358453,0.722450649,0.138816133,0.091534052
g25128,34.90405392,270.7614787,62.62006461,123.0625081,103.5395897,75.68433339
g25129,43.06437355,25.92051037,18.65683345,18.57585283,17.34714854,11.89571598
g25130,3.572562781,1.173301688,1.631331124,24.23317085,12.20224824,16.03797209
g25131,0.254285177,3.825786917,136.5851019,1.32771918,1.87409552,0.390135386
g25132,0.21260097,0.393985423,21.87518608,7.003187776,4.9832915,6.009554235
g25133,0.100261561,0.398932481,64.65019357,9.191003957,7.678368914,9.12592214
g25134,1.234862604,0.040933695,1.351641814,2.507907972,0.812772491,1.430416049
g25135,0.067219988,0.070838623,0.921838208,1.705890446,0.790917696,1.28254756
g25136,1.624806157,0.026908642,4.334159717,3.30211377,2.820298788,1.585004455
g25137,0.072613577,0,0.023409725,0.700892201,0.462055725,0.726300515
g25138,0.321672507,0.024767852,0.085884573,0.524023502,2.636229706,1.089999643
g25139,0.025639244,0.026110955,0.422672158,0.15499158,0.035532355,0.069826372
g25140,9.25679553,18.91161069,18.38961746,49.24665613,39.81538403,48.54430283
g25141,5.290449993,10.59779026,63.70216289,17.35777311,32.20532021,1.919815904
g25142,6.691526305,11.39588171,97.48818357,34.89410846,64.74329348,3.695251446
g25143,0,0.062144792,0.161011387,4.501450438,1.704914512,3.616567822
g25144,235.5572026,8.808822314,20.06295678,82.85023352,176.8425238,202.9960289
g25145,287.7009804,10.19569226,24.75134347,144.8484195,309.4281107,340.5831816
g25146,0.02524019,0.051409117,0.207266404,0.511228125,0.543906574,0.550720805
g25147,1.501541999,4.614441054,9.682650868,1.025336848,3.371710882,1.856006937
g25149,0.117551335,0.024603618,0.111101452,0.048357563,0.016409948,0.164584782
g25150,2.850132006,1.254309695,4.473852896,1.28375323,1.20943264,1.922076553
g25151,50.5303221,19.87767018,62.01004238,0.025761931,0,0
g25152,2.459239115,1.197938956,3.595071343,2.553828785,2.429504604,2.784351015
g25153,1.048115385,0.412476139,0.291594499,0.419280872,0.465724856,0.540878872
g25154,0.325996044,0.109779582,0.114947428,0.227341304,0.129171357,0.164723301
g25155,0.199685586,0,0.031212967,1.484829833,0.983246887,1.612476228
g25156,28.97646432,3.771307332,8.077801809,9.511988487,24.2459446,44.24302154
g25157,2.361444239,1.533081446,2.388523888,1.268792197,0.777987975,1.546945111
g25158,20.09467916,11.53957858,9.459323916,6.510991834,14.90753864,7.828042324
g25159,53.52050509,164.3064348,154.3700545,449.643553,314.5441335,529.0385053
g25160,1.430082182,2.089817916,2.441652737,0,0,0
g25161,3.119278231,0.625319278,0.457239055,4.4121438,2.162088203,6.467546428
g25162,16.40550608,2.943190653,5.614743624,19.49822968,17.09064209,52.69418572
g25163,54.28214376,13.07948247,35.8506746,72.57625718,63.23986426,111.2207068
g25164,2.44514281,1.426599436,3.156150467,10.80290742,7.007091746,15.43243565
g25165,5.202331888,1.872340081,3.556026497,1.594133994,1.387701049,1.662201769
g25166,21.41654541,5.265949776,4.651194514,9.742561458,7.732402029,12.05647561
g25167,5.880720624,3.881989067,7.715418323,11.46514609,9.852203719,12.14269421
g25168,0.311462173,0.170919868,0.416094927,0.42677149,0.31414797,0.633344383
g25169,0.615515047,0.191480335,0.057902315,5.983385387,2.086280228,3.250035908
g25171,0.156823338,0.204206231,0.108671063,0.013647458,0.014168825,0
g25172,0.291799784,0.184496135,0.236693921,0.026488571,0.028337649,0.027384451
g25173,0.117617503,0.41125457,0.183185024,0,0.014168825,0
g25174,81.64197928,10.15072676,4.942422753,9.048152646,33.78634464,30.23272856
g25175,0,0.38296067,0.345476091,0.489195733,1.055147901,1.281647761
g25176,0.084715556,0.022317809,0.781472798,0.347394033,0.519298573,0.328691099
g25177,0.227604521,0,0,88.67078384,86.86520094,147.6310242
g25179,0.051893831,0,0,61.81111957,76.28728963,94.31124885
g25182,0.160753176,6.643802315,9.428087019,20.76009228,15.97990214,1.409093124
g25183,0.529350666,1.800647338,2.338431367,18.01106326,12.30450113,1.075446056
g25184,0.15987085,0.422143725,0.447625762,0.737542673,0.967283525,0.854806725
g25185,10.9381973,6.197258726,1.367756635,6.172060054,4.858440633,4.867939247
g25186,53.39732232,38.7818116,4.783168911,26.9951556,26.29449688,13.52449987
g25187,0.227534911,0,0,0.323590538,0.10564883,0.052574895
g25188,0,0.173523673,0,0.750732328,0.188154563,0.09180176
g25189,34.52467433,286.5702374,67.77753488,185.4613014,160.1466743,93.1445779
g25190,50.01555699,33.54735593,16.80650619,17.22159935,13.73071539,9.199393611
g25191,5.393941785,0.840124916,0.88890533,2.560933863,0.341551811,1.106067041
g25192,0.25268857,6.049801111,100.3539744,0.742286625,1.334946943,0.084495246
g25193,0.01496705,0.145831078,6.869266837,0.116045351,0.161355654,0.021398236
g25195,0.272850021,0.533121334,103.4597254,2.173851767,1.610757247,1.363350118
g25196,2.232407309,7.25539973,4.362383925,0.004181278,0,0
g25197,28.61678654,50.44524944,22.80459844,0,0,0
g25198,9.864817279,2.682130943,2.811122846,0.080271869,0.08333845,0.160600655
g25199,1.684990774,0.024466932,2.922835323,2.247474398,0.436124572,0.983362065
g25200,0.555274497,0,0.628149214,0.692777157,0.571554463,1.225417114
g25201,0.222377767,0.025804967,0.070229175,1.493032382,0.424165644,1.658212522
g25202,0.232922275,0.074303555,0.021713368,1.138353525,7.312991812,1.76217207
g25203,0.500404395,0,0.489789911,0.093350562,0.033669235,0.066165064
g25204,10.8142441,20.22909761,16.45261191,25.55811942,20.58934421,21.90599443
g25208,11.21893889,7.38679138,51.51440061,6.966404471,10.9575106,4.418000272
g25209,4.664311511,5.756450537,50.83406895,11.83437757,22.74785686,3.983376913
g25210,0,0.061035063,0.370974132,2.111985643,0.442250392,1.500076082
g25211,0.008740929,0.004552772,0.012390537,0.059595511,0.090263162,0.024350203
g25212,0.979583629,0.120428301,0.550752257,1.621859674,1.008486274,2.590139184
g25213,0.090423662,0,0,0.540133846,0.315100192,0.918341822
g25214,240.9716901,9.658431476,20.09306713,81.86618815,176.9160163,211.6885659
g25215,242.7830812,11.75562562,20.66509445,151.6123694,277.273819,326.7879662
g25216,0.0475022,0.024741841,0.133169338,0.237284312,0.202015412,0.165702927
g25217,2.549473146,5.784714776,3.998808236,6.740001676,13.42688839,14.64041244
g25218,0.092310742,0,0.065963697,0.173101149,0.250777921,0.460952847
g25219,5.295582322,2.984964285,9.243089684,19.52658037,19.66307703,24.25511574
g25220,1.807855703,0.532282617,0.617389396,1.449933319,1.405861722,1.623584647
g25221,0.695536389,0.229918582,0.152753816,1.225251209,0.995999099,1.72003864
g25223,32.96380828,4.619749389,9.621450984,8.683391058,18.48245441,34.40423443
g25224,6.191669627,1.622234059,7.589604145,2.031530804,8.833067706,3.113362092
g25225,19.1184001,10.83296272,8.015211678,2.897928356,7.320235749,3.864265118
g25226,69.02404272,114.71384,141.3266951,199.7067727,143.809199,246.3678888
g25228,1.928824024,0.43274089,0.211951226,1.168241098,0.49537977,1.433452659
g25229,5.420216251,0.759385561,0.190542486,1.992775974,0.590468793,1.870086262
g25230,13.80144025,3.098233172,6.493255161,8.861495981,6.869878418,19.83599393
g25231,51.17135638,13.90154015,33.15333332,32.09577171,29.22547568,52.80878084
g25232,2.865600335,1.710699866,1.998006952,3.082065857,1.557320232,3.343387126
g25233,5.459928248,1.66658384,4.090300062,0.665651937,0.43371151,0.535961791
g25234,17.13147988,4.062832739,4.048684588,7.07516613,5.948401617,8.798025547
g25235,7.30107261,6.397759372,12.45109283,10.4563194,8.154631633,12.97846354
g25236,3.610726173,2.608023602,4.976996845,5.209514401,3.602921149,5.082419379
g25237,7.148732267,16.49099852,14.67762612,28.28427978,22.23925436,33.84266528
g25238,12.55362366,16.18458155,5.270125149,26.19332714,20.96270728,16.98024631
g25239,0,1.443719401,0,2248.639258,2619.195358,2595.938935
g25240,20.7812872,24.00351421,15.54453852,7.172199729,7.173751932,8.172477898
g25241,22.33836974,427.9172164,153.1422242,51.25002689,79.66977433,37.99482981
g25242,0.993148791,9.063474732,11.20983822,8.635889397,4.890770597,8.925480781
g25243,3.393349938,0.497520097,1.861714487,3.48071408,1.742923787,6.787686368
g25252,0,0.037534498,0,0.122460559,0.076112255,0.401795203
g25254,11.75843203,16.31964834,16.11326656,28.66963109,74.50890427,27.77190299
g25267,0,0.136415759,0.02386632,0,0,0
g25268,0.931103641,2.46952779,1.937082006,0.435774883,0.513373301,0.288259159
g25269,2.641786216,3.609303473,2.001206262,0.293230588,0.10506476,0.069481332
g25270,0.939487958,1.485042238,1.652311174,1.985992344,1.083735736,2.456013137
g25271,0.505664239,0.026041627,0.203433043,1.542069388,1.794893559,2.424940714
g25272,1.556912713,0.035612246,0.22470518,0.618702038,0.65471445,2.430857207
g25273,11.12614247,5.11330809,16.81457928,8.253922983,7.647948798,7.98689714
g25274,51.04234329,119.5266832,104.5805081,88.39040897,74.54585518,88.30761321
g25275,92.417568,1.478619851,5.157656538,1.456738978,0.860234184,2.654560897
g25276,1.397241528,0.186324734,1.35253808,4.910317888,2.531308564,3.958731742
g25277,1.229497533,3.429375271,17.83646569,73.82502103,65.29189435,58.3422676
g25278,70.63057667,132.5570004,34.12484488,221.0915265,168.5687145,110.9858946
g25279,5.805957512,28.77623657,26.33851768,30.4695181,22.8491024,35.00541996
g25280,6488.243615,7560.726693,7992.671962,6260.21647,6871.945892,5738.128764
g25281,7.884670151,22.36884109,21.92394461,49.0944731,38.37954367,42.26249775
g25282,1.193626709,0.570130042,1.004094422,14.79458419,12.97863702,15.90749796
g25283,2.188021957,0.100573334,0.137850036,25.40172103,35.71719486,65.69397119
g25284,0.594483933,0,0.154270295,1.362335327,0.913871567,0.918254834
g25285,0.132382221,0,0,0.429211282,0.45684577,0.541325344
g25286,1.010934007,0.028051259,0.12496652,4.029806387,2.883174503,2.28938869
g25287,8.578254428,0.329442269,0.997961317,5.318278326,2.726988423,4.688798331
g25288,0,0,0.068256861,0.795654982,0.175942206,0.153916491
g25291,0.496827527,0.179892818,0,0.05465921,0,0
g25294,0.326916814,0,0.10377298,0,0,0
g25296,0.279939748,0.008909065,0,0.07564413,0.109831158,0.29819295
g25297,0.424923895,0,0,0.017541562,0.027785672,0.289840153
g25302,1.07436271,0.919784854,1.147366726,0.579718009,0.815335094,0.345882813
g25303,1.109714671,2.048304556,2.038787372,0.913765254,1.645995453,0.505975099
g25305,3.067135705,8.121211514,13.29054287,13.2759328,11.67076871,11.05505145
g25306,3.350118928,6.258813134,6.001881478,9.935623351,7.296951846,7.723807199
g25307,1.029141018,2.638350208,3.291018045,6.475506276,4.816785032,5.430547025
g25308,2.122978972,8.07736348,5.544081706,14.87927369,9.789863947,10.00955419
