gene_id,Germinating_Cyst_vs_Zoospore,Mycelia_48h_vs_Germinating_Cyst,Mycelia_4d_vs_Mycelia_48h,Early_infection_vs_Mycelia_4d,Late_infection_vs_Early_infection
g16527,-1.54602561125775,-1.93110097897857,1.35608944471332,0.0,-1.33510381758646
g16529,-1.37978521152119,-0.777251134750093,1.2007668315877,0.0,0.0
g16530,4.75428044178998,0.0,-4.04125692414771,4.03791288797545,-5.37229298448252
g16531,4.98278228373992,0.0,-4.77461723122434,3.26445060708438,-4.45523625465039
g16528,-2.11716631235455,-1.03136892464705,1.00735539317802,0.0,0.0
g16562,-0.866274040406472,0.0,0.0,0.0,0.830391091314543
g16561,0.0,0.0,1.40735823008555,0.0,0.0
g16564,4.65853657321884,0.0,-3.59086042970194,3.94024589465425,-4.57695166073862
g16565,1.59635606244266,-1.09182311946706,0.664301106546876,0.0,0.0
g16566,0.905419424148968,0.0,-1.18402748381384,0.0,0.0
g16567,0.749557105698173,-1.00667929376673,0.0,0.0,0.0
g16630,0.0,2.1881210112031,0.0,0.0,0.0
g16631,-0.815482438789239,0.0,0.814660619670019,0.0,0.0
g16728,1.10063685914435,0.0,-1.51843704690784,0.0,0.0
g16729,0.0,0.0,1.28948486563732,0.0,0.0
g16756,0.0,0.679328702195062,-1.38785215334687,0.0,0.0
g16758,-1.26633816489679,0.0,3.58651455386725,0.0,0.0
g16759,0.0,0.0,-1.07405311417006,0.0,1.50182288734007
g16760,0.0,0.0,-2.47630926778652,0.0,0.0
g16761,1.41731397785149,0.0,0.0,0.0,0.0
g16757,1.36361523941739,0.0,-1.02326728236778,0.0,0.0
g16761,1.41731397785149,0.0,0.0,0.0,0.0
g16762,0.0,0.0,-1.26659320985099,0.0,0.0
g16763,0.0,0.0,-1.56445858880428,0.0,0.0
g16787,0.0,0.838261462819453,-1.44381665308302,0.0,0.0
g16788,1.6963619651236,0.0,0.0,0.0,0.0
g16789,0.0,0.0,2.92492029348676,0.0,0.0
g16790,0.0,0.0,-1.61472768074437,0.0,1.98500223064687
g17333,-2.01619163101771,0.961178012951758,-1.53562890308336,0.0,0.0
g17334,0.0,-1.08509876735301,0.976366328506067,0.0,-1.05603873731441
g17332,-3.18404896108168,0.943172941716619,0.0,0.0,1.0929601407932
g17346,2.77098187865214,0.0,-0.805877214691322,0.0,0.0
g17347,-0.777489628988883,-1.92284886171054,0.0,0.0,-1.06278387002228
g17348,0.0,0.0,1.01756742477764,0.0,0.0
g18118,-2.19626395040789,0.0,5.05857806273329,0.0,0.0
g18137,-3.88922583046044,0.0,1.37273000470042,0.0,0.0
g18378,-6.10674497854635,0.0,5.90265146691255,0.0,0.0
g18379,-2.39739112781488,0.0,0.0,0.0,0.0
g18380,-2.61019364825714,0.0,2.35036148189158,0.0,0.0
g18958,0.0,0.0,-2.78941053067505,0.0,0.0
g18959,2.63520542152177,-0.952649966110113,-0.994676816126344,0.0,0.0
g18960,1.3697596593199,-1.49771986977954,0.0,0.0,0.0
g18961,2.31175351462084,0.0,-1.52315951217352,0.0,0.0
g19047,1.49436929970604,-0.809685432485001,0.0,0.0,0.0
g19048,0.929396455391927,-1.596843271057,1.11581393677232,0.0,0.0
g19049,2.4768585225418,0.0,0.973943503133292,0.0,0.0
g19050,2.13819414459965,-0.786731059604472,0.0,0.0,0.0
g19051,0.0,0.0,-2.42054319195004,0.0,0.0
g19553,0.0,0.0,-2.01196095094746,0.0,0.0
g19554,2.28847032199184,3.36155664209046,-4.2020379627607,1.30785394715875,-0.743196501394393
g19611,0.0,0.0,-1.32448030374722,0.0,0.0
g19612,1.17713773772384,0.0,-2.33978460230588,0.0,0.0
g19613,0.978932715118215,-1.127844669685,0.0,0.0,0.0
g19614,3.13830808052219,-3.46413608907775,4.16627097597908,0.0,0.0
g19794,0.0,-1.12156261939237,0.0,0.0,0.0
g19795,-1.50758416440658,0.841045114693888,-1.40456539921178,0.0,0.0
g19796,-3.08780927021523,0.0,-2.14139921073606,0.0,0.0
g19797,-7.37120336731305,0.0,0.0,0.0,0.0
g19798,3.48217426962499,1.20966676845338,-1.38072379878871,0.0,0.0
g19799,-3.48063415482249,0.0,-2.75238476547128,0.0,4.23347238148509
g19836,0.0,0.0,-0.807894904256543,0.0,0.0
g19837,0.0,-2.25987197914518,1.45795840159066,0.0,0.0
g19838,-0.83322082569901,0.0,-0.857001821377151,0.0,0.0
g19876,0.0,0.0,-1.99559859398631,0.0,0.0
g19896,2.63838501461185,0.0,0.0,0.0,0.805669474435173
g20036,-2.15476796533188,2.84633704041009,-1.02624994293855,0.0,0.0
g20047,0.0,-1.44781160970407,1.87585441003419,0.0,0.0
g20048,-3.95236220994661,0.0,0.0,0.0,0.0
g20049,-2.21799661296997,0.0,0.0,0.0,0.0
g20050,-8.91318789447506,0.0,0.0,0.0,0.0
g20051,-11.3549134457955,0.0,2.97091229600369,0.0,0.0
g20052,-3.07208651486922,2.09106537519411,1.257291393073,0.0,0.0
g20046,0.0,0.0,4.6224447374035,0.0,0.0
g20055,0.0,0.0,-1.54416272912543,0.0,0.0
g20056,0.0,0.0,-1.00205519352334,0.0,0.0
g20058,0.0,0.0,2.31133085935692,0.0,-2.81562756163642
g20059,-5.19385663585551,0.0,3.43893001154297,0.0,0.0
g20078,-5.72007221060352,0.0,0.0,0.0,0.0
g20079,-10.5722887641811,0.0,0.0,0.0,0.0
g20081,-1.88398591353286,2.34973713656464,1.13625937755275,0.0,0.0
g20080,-2.82187073079393,2.529237856367,1.99289714444893,0.0,0.0
g20083,0.0,0.0,-3.16257350383643,0.0,0.0
g20084,0.0,0.0,1.55822171926065,0.0,0.0
g20085,-2.3177952984117,0.0,4.11337576292436,0.0,-2.24098257219081
g20086,-4.58975553672282,0.0,3.45617593152533,0.0,0.0
g20087,0.0,0.654927051868662,-0.668097729594282,0.0,0.0
g20428,0.0,0.0,1.0451790559461,0.0,0.0
g20429,2.33803227409588,1.54386107202307,-1.27354545539085,0.0,0.0
g20430,0.0,-1.7048369947531,0.491166584570144,0.0,0.0
g20431,-1.36891835359811,0.0,0.0,0.0,0.0
g20427,-2.70052966261902,3.73432883930004,0.0,0.0,2.10055707546401
g20500,0.0,0.0,5.61834007537828,0.0,0.0
g20503,3.4620602768562,0.0,0.0,0.0,0.0
g20504,0.0,1.48023657565933,0.0,0.0,0.0
g20524,3.13099589954664,0.0,0.0,0.0,0.0
g20525,0.0,2.06826988995494,-1.27791703829433,0.0,0.0
g20652,0.0,1.6779651371747,-3.96127666508418,0.0,0.0
g20657,0.0,0.0,-3.12704510730653,0.0,0.0
g20658,-5.1031657968021,0.0,-6.09603919399674,0.0,0.0
g20659,-3.91751525312615,7.27722448547259,-5.85158821524352,0.0,0.0
g20660,-2.60851392513625,8.31490353963611,-8.0541268736362,0.0,0.0
g20696,0.785810584014604,-1.52173704715,1.77480370802354,0.0,0.0
g20697,-1.12032583464176,0.0,0.815774707441051,0.0,0.0
g20699,-3.85204886485374,0.0,2.42176515838706,0.0,0.0
g20695,0.0,-2.17575964133167,2.98223226846799,0.0,0.0
g20699,-3.85204886485374,0.0,2.42176515838706,0.0,0.0
g20700,-2.86564984389771,-2.66204004978508,4.08991914441368,0.0,0.0
g20701,-2.57574603508046,0.0,0.0,0.0,0.0
g20736,-3.42004670158966,1.26855431474259,1.61931665756836,0.0,0.0
g20769,1.59787590118062,-1.15922857264503,1.09201924929447,0.0,0.0
g20771,0.0,0.0,1.32424180399433,0.0,0.0
g20772,-1.99602394524201,0.0,0.912402839645586,0.0,1.40554226391692
g20767,-3.96832478838794,0.0,0.0,0.0,0.0
g20772,-1.99602394524201,0.0,0.912402839645586,0.0,1.40554226391692
g20773,0.0,0.0,0.79254888324467,0.0,0.0
g20774,-0.66100657532967,-0.70234680965649,1.65972753823597,0.0,0.0
g20777,-1.61724686707829,0.0,3.95283794430279,0.0,0.0
g20778,-9.54058915329004,0.0,2.64214419799188,0.0,0.0
g20779,-6.91210196336061,-2.7958586331987,1.35130488896096,0.0,0.0
g20776,0.56320087201078,0.0,0.833552882729316,0.0,0.679531309692917
g20806,-12.2322200175351,4.67975840856626,0.0,0.0,0.0
g20807,-7.01179663137952,-2.66467746539701,0.0,0.0,0.0
g20808,-6.46512622966195,0.0,0.0,0.0,0.0
g20809,-7.74961990710016,4.07406513754013,4.14495609905926,-1.95641259401926,1.23233365458482
g20810,-7.36032987559011,0.0,3.30566626711264,0.0,0.0
g20811,2.33996468428295,0.0,0.0,0.0,0.0
g20812,0.0,0.0,1.3891712171244,0.0,0.0
g20863,-6.14166097232253,0.0,4.91331495891214,0.0,0.0
g20864,-5.62487187599655,0.0,0.0,0.0,0.0
g20880,0.0,-0.81185597880774,1.90827961707209,0.0,0.0
g20881,0.0,0.713250965100181,-1.32837140795928,0.0,0.0
g20882,2.5338302725489,0.0,0.0,0.0,0.0
g20883,3.45297352756736,0.0,0.0,0.0,0.0
g20884,0.920048023205035,0.795467795283621,-1.14771552286192,0.0,0.0
g20885,0.0,0.0,-1.40383432096883,0.0,0.0
g20886,2.81027552695973,0.0,0.0,0.0,0.0
g20887,-3.39882726496783,3.39637450566586,-2.47150226936543,0.0,0.0
g20903,-0.677942264159077,0.0,0.0,0.0,0.0
g20904,0.0,2.12649142203118,-2.28631417913588,0.0,0.0
g20905,-1.28395126368539,0.0,0.0,0.0,0.0
g20909,-7.60480686105066,2.86975206721688,3.14729363546414,0.0,0.0
g20935,2.36020358495727,0.79090842800705,1.32680762992882,0.0,0.0
g20936,-3.48156166223895,3.03013642505403,0.0,0.0,0.0
g20937,1.97116074003963,-1.15311529526163,2.31302172534543,0.0,0.0
g20938,1.673579769884,1.31212428631096,0.0,0.0,0.996006822964407
g20939,0.0,3.94427884214872,-1.55292597117517,0.0,0.0
g20941,0.0,0.0,1.12677029548968,0.0,0.0
g20942,0.0,-2.52831395720752,1.99969218077638,0.0,0.0
g20940,0.0,2.3931988768178,-1.79750513569174,0.0,0.0
g21076,2.62710060472508,0.0,0.0,0.0,0.0
g21078,-4.43481060357168,0.0,2.7762282513794,0.0,0.0
g21079,0.0,3.73330237841192,-2.47179057655023,0.0,0.0
g21080,2.30262029867077,0.0,-1.52418435209007,0.0,0.0
g21103,0.0,0.0,-1.59024333074813,0.0,0.0
g21104,-1.83347809670946,3.8638481373607,-1.66217946805083,0.0,0.0
g21105,-1.71270199338056,0.0,-2.21013859426085,0.0,0.0
g21106,1.25783426248337,0.0,1.66897394941632,0.0,0.0
g21107,0.0,0.0,1.29191603946111,0.0,0.0
g21108,0.0,0.0,1.63901240456488,0.0,0.0
g21102,0.886952267742096,0.0,-1.56516748979203,0.0,0.0
g21379,-1.8797892178782,-2.8844860888426,0.0,0.0,0.0
g21381,-4.092839203578,0.0,0.0,1.83361963385671,0.0
g21382,-2.76563732419508,0.0,0.0,0.0,0.0
g21385,-2.69972312789564,2.9045879262048,1.5231376889087,0.0,0.0
g21386,2.61908636387337,0.0,0.0,0.0,0.0
g21387,-3.08254449042778,1.61570082216618,-0.843535306166154,0.0,0.0
g21419,2.19398386929373,-1.3038789369171,4.19917700099126,0.0,0.0
g21453,-9.71991856659507,0.0,6.45434775649864,0.0,0.0
g21454,-5.36308142751535,3.98467826717387,2.18070343514651,0.0,0.0
g21473,0.0,0.0,8.31605453360494,0.0,0.0
g21474,-5.41898551240741,6.82356886576096,0.0,0.0,0.0
g21491,1.74634756069211,-1.75724554225463,2.81264253486591,0.0,0.0
g21492,0.0,1.69914030936633,0.0,0.0,0.0
g21493,-1.23147982679537,-1.18110669106759,-0.877448441738146,1.44695386992956,-3.08759848653764
g21524,1.53294752957054,0.0,0.585651204709698,0.0,0.0
g21739,2.01687519510675,-1.71182065797133,2.00651585537471,0.0,0.0
g21738,-1.59377990545827,0.0,0.0,0.0,0.0
g21834,-0.936327322666114,0.0,-1.56584252840028,0.0,0.0
g21835,-2.61343227640856,2.26818830226133,-1.9227220795728,0.0,0.0
g21836,1.94487501066017,-1.81982243621522,1.73865408729173,0.0,0.0
g21837,-8.37159576688945,0.0,0.0,0.0,0.0
g21838,1.09443867806999,-0.924210556700719,0.0,0.0,0.0
g21871,0.961961395562788,0.0,-4.32676187983632,0.0,0.0
g21872,0.0,-2.10399808511947,2.148615536249,0.0,0.0
g21873,-0.817506653646572,0.0,0.634312845608181,0.0,0.0
g22635,-4.04155461419272,2.36688500985351,2.37537528536831,0.0,0.0
g22636,3.41808183025148,0.955774231392711,0.0,0.0,0.0
g22640,-1.61434020154825,0.0,1.48936899280339,0.0,0.0
g22639,0.0,0.0,2.55005525775614,0.0,0.0
g22807,0.0,6.06986583820517,-3.8827680213965,0.0,0.0
g23130,-4.28262560137457,0.0,6.09277918884574,0.0,0.0
g23131,1.65910319835857,0.0,0.0,0.0,0.0
g23132,0.0,-1.63477337267282,1.68496590074279,0.0,0.0
g23133,0.0,0.0,2.06051993657013,0.0,0.0
g23559,-3.51858194736007,0.0,0.0,4.05717946010955,0.0
g23612,-3.32737286446691,0.0,0.0,0.0,0.0
g23649,0.0,0.0,6.56297068811923,0.0,0.0
g23650,0.0,0.0,2.78256777227716,0.0,0.0
g23651,0.0,-1.79671725838134,1.33729313410077,0.0,0.0
g23652,0.0,-1.37258107434058,1.39985588531614,0.0,0.0
g23654,0.0,-1.83965441978827,2.15478259341587,0.0,0.0
g23655,4.6423065095448,-1.46738099941819,-1.3346273553545,0.0,0.0
g23656,0.0,-1.12953164439997,1.2496497919093,0.0,0.0
g23653,1.25420333135357,0.0,0.0,0.0,0.0
g23684,0.0,-0.652928655084329,0.591573098098047,0.0,0.0
g23685,0.901006213449805,-1.50626068974079,0.606988796952512,0.0,0.0
g23686,0.0,-0.735714201129436,1.13407164576441,0.0,0.0
g23688,2.3934139946857,-1.40862106976246,1.37750885934126,0.0,-1.1414184948729
g23689,-1.16281244748721,0.0,1.63785534023622,0.0,-1.22739179803821
g23690,7.36774482648403,-1.50136091711116,0.0,0.0,-3.2660326876225
g23706,3.68220341796906,0.832509005284733,-0.720088551698709,0.0,0.0
g23707,0.835233165940271,0.0,2.24815035696364,0.0,0.0
g23708,2.50926166622583,0.0,1.44938337055475,0.0,0.0
g23710,-0.889271500023022,0.0,0.0,0.0,0.0
g23711,2.3309163890418,0.0,2.25724736562351,0.0,0.0
g23790,0.0,0.0,2.8990411054301,0.0,0.0
g23791,1.1137658085084,-1.44387623356587,1.75596523476515,0.0,-0.79926447821313
g23792,1.31679537297314,0.0,0.0,0.0,0.0
g23794,-6.49068798331867,4.71559590719203,-1.12576346519786,0.0,2.73540040779433
g23795,0.803045616655415,0.0,0.0,0.0,0.0
g23796,0.0,0.0,4.1084419365098,0.0,0.0
g23797,-1.45073730959489,1.93075062979102,2.54879329775874,0.0,0.771553359721494
g23793,1.02108164989707,0.0,0.680002125171413,0.0,0.0
g23827,1.90535931932543,-1.34739587467621,1.26593005340638,0.0,0.0
g23828,-3.13609693784256,1.79836686116809,-1.24932139512362,0.0,0.0
g23829,0.0,0.0,3.42760874690899,0.0,0.0
g23830,-4.35182376050011,0.0,1.60361017220982,0.0,0.0
g23831,-4.55266488883331,0.0,0.0,0.0,0.0
g23834,-0.99706297020514,0.0,1.37002997133574,0.0,0.0
g23852,0.0,0.0,4.18543713674475,0.0,0.0
g23853,-1.29952268695273,1.61089403285108,2.48610469008817,0.0,0.0
g23854,-1.71977839179451,2.06621979612989,4.78366011052589,0.0,0.0
g23855,-1.26506653734943,1.73576422713482,-4.49087988664174,0.0,0.0
g23856,0.0,-1.63523305365943,1.2625241533125,0.0,-0.885053289940794
g23857,-1.89827120623008,0.0,2.76301183575372,0.0,0.0
g23858,-2.50574023755305,1.80380076550297,0.0,0.0,1.46928670032655
g23862,0.0,0.0,8.7975926370518,0.0,0.0
g24040,-4.54439287087441,3.98601095000508,0.0,0.0,0.0
g24041,-6.45704512752499,0.0,2.96740431648597,0.0,0.0
g24042,0.0,7.86081907002608,0.0,0.0,0.0
g24043,0.0,4.66989125908748,2.59781970160966,0.0,0.0
g24044,0.0,4.4257259146046,1.74505645464245,0.0,-0.845205453538715
g24515,1.50379671725236,-1.19515515195701,0.0,0.0,0.0
g24516,-3.35589439442735,0.0,0.0,0.0,0.0
g24517,1.69355100242841,0.0,0.0,0.0,0.0
g24571,1.990859882597,-1.16536520184523,0.0,0.0,0.0
g24573,1.26873810564359,0.0,0.0,0.0,0.0
g24575,0.0,1.80022156594435,-2.4455921846252,0.0,0.0
g24577,-3.87204725097104,0.0,-1.29026213066171,1.6553633325728,0.0
g24578,1.41596214668572,0.0,-3.11956300890789,0.0,0.0
g24579,1.48183512974311,-1.64621228649085,-1.36617712981453,1.1175124854511,0.0
g24580,0.0,0.0,0.0,0.0,3.98224842027222
g24572,-3.42246377981182,0.0,0.0,0.0,0.0
g24690,-3.76475296914668,0.0,0.0,0.0,0.0
g24739,0.0,-4.4886606424481,9.41788093835947,0.0,0.0
g24740,-3.53576262116914,0.0,-4.83777325980998,0.0,0.0
g24801,3.76596805968843,-3.36895761282596,-1.45519257352947,2.51302424832586,0.0
g25134,-4.39403003396908,4.7594341058773,0.0,0.0,0.0
g25136,-5.26177884101778,6.96364242247644,0.0,0.0,0.0
g25137,0.0,0.0,4.53672777906639,0.0,0.0
g25138,-3.33695820896853,0.0,2.07799293599112,2.55876252596844,0.0
g25140,1.38930985215005,0.0,0.936418823040477,0.0,0.0
g25182,5.78092054924031,0.0,0.0,0.0,-3.74125201981793
g25183,2.18936848543982,0.0,2.46972097947503,0.0,-3.73780077513352
g25179,0.0,0.0,11.3325282194895,0.0,0.0
g25197,1.20103868988001,-1.43868794388818,-10.3292876236236,0.0,0.0
g25198,-1.52323711961713,0.0,-5.59996479342568,0.0,0.0
g25199,-5.49265233516845,6.5861144584026,0.0,0.0,0.0
g25200,-4.99813970505603,5.70932173208796,0.0,0.0,0.0
g25201,0.0,0.0,4.04072634135548,0.0,0.0
g25202,0.0,0.0,5.1977573281317,2.96110476871496,-2.24131143244289
g25333,1.89199936614445,0.0,2.19158661463635,0.0,0.0
g25352,4.0079515005897,-1.36595610168228,3.08070204257144,0.0,0.0
g25355,2.08318693180758,0.920974171890767,0.0,0.0,0.0
g25414,0.0,1.64448640587638,-1.4236694684571,0.0,-0.976995450851545
g25415,0.980458889486014,-1.67913050550203,1.65694514704173,0.0,0.0
g25417,-5.3568439061819,0.0,4.97476487213242,0.0,0.0
g25418,0.0,0.0,-1.85677828781781,0.0,0.0
g25419,-2.67143888046216,0.0,0.0,0.0,2.36632909804387
g25465,-2.14123353730426,0.0,-1.83097008105556,0.0,0.0
g25466,-1.4979131134363,0.0,1.57119281025845,0.0,0.0
g25467,0.0,0.0,1.37494314023415,0.0,0.0
g25468,2.62316946929659,0.0,0.0,0.0,0.0
g25490,0.0,0.0,5.64555218776608,0.0,-1.89155073271743
g25492,-6.51652769695804,3.25595588478843,-5.86351620609724,0.0,0.0
g25493,0.0,5.63653415548928,-8.5013948561884,0.0,0.0
g25494,-2.64314959704642,1.04586242828283,-0.567909180025711,0.0,0.0
g25495,4.53636938428685,-1.12421761614905,0.0,0.0,-0.924308777942327
g25496,2.90789487025205,-2.63217208486769,3.77062665014017,0.0,0.0
g25510,1.86584921980474,1.14404339361863,-2.4815678118803,0.0,0.0
g25511,0.0,0.0,-1.77506150191984,0.0,0.0
g25512,-3.79632872066931,3.80504419238593,0.0,0.0,0.0
g25514,0.0,0.0,2.02430566415635,0.0,0.0
g25513,0.0,-1.94923317158072,1.21463890927876,0.0,0.0
g25568,1.6901331155564,0.0,1.62898215295808,0.0,0.0
g25570,-1.04705395770665,0.0,0.0,0.0,0.0
g25571,-2.30094458331697,4.50714203480611,0.0,0.0,1.27521608077204
g25599,-1.49715632550933,0.621347524959039,0.0,0.0,0.933027839230674
g25600,2.19501348115981,1.4469319035802,-2.20269488087736,0.0,0.0
g25601,-2.50846648378084,2.79330742109139,0.0,0.0,0.0
g25602,0.0,0.0,-1.58202106512005,0.0,0.0
g25597,-5.2517743450853,0.0,3.52410005776665,0.0,0.0
g25676,2.80848710408578,-1.81260036047574,2.90870812121647,0.0,0.0
g25677,-5.27661064692884,5.98705593785589,-3.72949254934852,0.0,7.83958580731447
g25678,-1.36676682347002,-0.955993823166755,-1.1156636154623,0.0,0.0
g25679,0.0,0.0,-0.791576357132114,0.0,0.0
g25690,0.0,1.86251608563419,-1.80544684564792,0.0,2.19025921798197
g25691,4.18053450191202,-2.72868277638034,-2.5301519943375,0.0,0.0
g25692,1.25816555846705,-1.02782230548155,0.0,0.0,0.0
g25693,0.824948669635458,-1.0850743314006,0.0,0.0,0.0
g25695,0.0,0.0,6.37846567447844,0.0,0.0
g25707,0.0,-1.63764853580283,0.0,0.0,0.0
g25721,0.0,-1.16485904054746,1.14147606940761,-0.838952458966901,-0.973415600871315
g25722,0.0,-0.999294266308574,0.0,0.0,0.0
g25723,-7.99572393950363,0.0,5.53191469748601,0.0,0.0
g25750,-0.883422267533859,-0.942102436358943,0.729572941085279,-0.795143901384271,0.0
g25751,0.565898059156772,1.26681337495747,-0.955352695484397,0.0,0.0
g25752,0.0,-1.73097232850713,0.0,0.0,0.0
g25790,0.0,-2.05248156320044,1.69092064258365,0.0,0.0
g25937,-1.38792260781321,0.0,0.0,0.0,0.0
g25938,-3.46384908791491,1.82242388424832,-1.77182628474376,0.0,0.0
g25939,-1.32844226491872,1.70643596124554,0.0,0.0,0.0
g25961,-5.47885609272596,0.0,2.18965489885533,0.0,0.0
g25962,0.0,2.90728217436211,0.0,0.0,1.42929514297826
g25963,-6.8171711085509,6.89285403358929,0.0,0.0,0.0
g25964,0.0,0.0,-0.979645786870806,0.0,0.0
g26234,0.0,1.57525185695612,1.81444184021732,0.0,0.0
g26236,-3.87555848988508,1.61284659385429,0.0,0.0,0.0
g26255,0.0,0.0,11.7882818881408,0.0,0.0
g26263,0.0,3.94631798849015,-4.69887145791004,0.0,0.0
g26264,0.0,1.82984998119215,0.0,0.0,0.0
g26262,0.932570311882298,0.0,0.0,0.0,0.0
g26266,-4.2342770584673,0.0,0.0,0.0,0.0
g26267,0.0,1.01692440149546,-1.64244289277708,1.58632944865029,-1.16754450540236
g26277,0.0,-0.792165773268226,0.0,0.0,0.0
g26276,0.0,1.16394799910048,-1.03215690459508,1.05002573210261,-0.875310977523375
g26635,-3.60281807227834,2.3809159203844,0.0,0.0,0.0
g26689,-1.84661360081761,2.12680797636837,0.0,0.0,0.0
g26721,-1.40068882864146,0.0,0.0,0.0,0.0
g26722,-1.65922668701587,0.0,0.0,0.0,0.0
g26723,-2.26478460092929,0.0,1.54680329924559,0.0,0.0
g26747,-11.0644437358844,5.5290160747259,-4.18851307672561,3.01853948840092,0.0
g26749,1.47885163236462,-2.22450010415617,1.64468811657623,0.0,-2.57285095373865
g26750,-3.03807358605583,2.56072392887095,0.0,-2.71940430635762,0.0
g26751,0.0,0.0,-1.76620988547696,0.0,0.0
g26752,0.0,0.0,-1.16474379000106,0.0,0.0
g26748,-6.1700939307646,0.0,3.57648709623464,0.0,-6.44008899739753
g26940,-2.42205489785486,0.0,0.0,0.0,1.13673804656943
g26941,0.0,0.0,4.04568366419624,-6.68901914571637,0.0
g26942,4.86918216171048,0.0,0.0,0.0,0.0
g26994,0.0,0.0,8.15241436252514,-4.54800647984419,0.0
g26995,0.0,0.0,6.06071874729308,-4.67350021544796,0.0
g26996,0.0,0.0,6.68017017263353,-5.71770287660517,0.0
g26997,0.0,-3.14045859852391,1.29837471473807,0.0,0.0
g26998,-2.85036959850315,0.0,0.0,0.0,0.0
g26999,-1.51158617675262,0.0,2.02826631022265,0.0,0.0
g27000,-3.34504037377012,1.45923342828863,-2.71905122266474,0.0,0.0
g27038,1.05305011100706,-0.790983769208033,0.0,0.0,0.0
g27039,2.13088049690949,0.0,-1.8268388656971,0.0,0.753419560278215
g27055,0.0,0.0,5.9172953703409,0.0,0.0
g27119,-1.06110561845923,0.0,0.0,0.0,0.0
g27120,0.0,-1.15603634616003,0.712497909908773,0.0,0.0
g27122,2.29941163714336,-3.29472876979193,3.18948980473034,0.0,0.0
g27124,2.9697641785028,-2.95749891804852,-1.84572424058404,2.97658774639862,-2.41790550554455
g27127,-3.97543907728977,3.25758009003463,0.0,0.0,2.38923855905049
g27128,1.11235906580969,0.0,-1.65930709265648,0.0,0.0
g27126,0.0,0.0,-1.45850950780358,0.0,0.0
g27181,0.0,-0.89455487887689,1.75031436202032,0.0,0.0
g27182,4.44545544429173,-3.31648572039717,1.99827384288612,0.0,0.0
g27183,2.24974563532459,-2.87813780357693,-2.37382083572267,2.76786339440119,-3.12495096562133
g27184,0.0,0.0,0.0,1.95310683276272,0.0
g27185,0.0,0.0,-0.965879944560311,0.0,0.0
g27186,-5.58735472589935,3.47406342726715,0.0,0.0,2.09532992264068
g27187,1.27910058670679,0.0,0.0,0.0,0.0
g27254,1.2501496745978,0.0,-3.58249928251995,0.0,0.0
g27256,-6.58016921624306,0.0,-2.00365205263402,0.0,0.0
g27295,0.0,0.0,0.737144601350534,0.0,0.0
g27296,3.34864921296326,0.72437350563117,-1.45755206030422,0.0,0.0
g27451,-2.63660166360829,2.87383183179575,0.0,0.0,0.0
g27458,-1.10088722090595,0.0,0.0,0.0,0.0
g27472,-1.84222967294631,0.0,3.38597511796062,0.0,0.0
g27473,0.0,0.0,6.12352876923799,0.0,0.0
g27492,-2.01658195741868,0.0,0.0,0.0,0.0
g27493,-2.96799193345163,0.0,0.0,0.0,0.0
g27518,3.82487532977455,0.0,1.44698451089334,0.0,0.0
g27612,-4.09431914403219,0.0,0.0,0.0,2.80025672539693
g28238,0.0,0.0,4.65587179957445,0.0,0.0
g28239,5.12688855868483,-1.68296794042922,-1.45730804118494,0.0,-2.65064387112995
g28240,-8.20834931529582,2.48172844685711,-4.13875681118997,0.0,0.0
g28283,2.00907022633694,0.0,0.0,0.0,0.0
g28284,0.0,0.0,-2.13780479437374,0.0,0.0
g28285,0.0,0.0,5.34225093959826,0.0,0.0
g28508,1.14640018060651,-0.663789230419451,0.0,0.0,0.0
g28509,-3.85847316294948,0.0,3.16888634522933,0.0,0.0
g28569,-4.41913347985242,1.06089148460786,-0.87637552641915,0.0,0.0
g28570,-2.41647960630006,1.810690002447,-2.51572529549604,0.0,0.0
g28571,-6.71460265588276,1.73941019675707,-1.39450753809613,0.0,0.0
g28572,0.0,0.0,12.7483651761392,0.0,0.0
g28595,-4.21111996517959,1.53411339124908,0.0,0.0,0.0
g28596,1.85434621579358,0.0,0.0,0.0,0.0
g28631,0.0,-5.72609076268373,9.30024502440231,0.0,0.0
g28632,1.16759380333751,-1.5571027463651,1.82085723312895,0.0,0.0
g28633,1.41269707031855,-2.42698429408198,0.0,0.0,-1.27688243349358
g28635,0.0,0.0,2.54836694552934,0.0,0.0
g28686,0.0,0.0,1.74202434292688,0.0,0.0
g28687,0.0,0.0,2.22104516206134,0.0,2.12999878244207
g28685,0.0,0.0,2.16001051324923,0.0,0.0
g28719,0.0,0.0,-5.43384967632178,0.0,0.0
g28720,-4.11437021743892,0.0,0.0,0.0,0.0
g28721,-3.45339629837897,0.0,0.0,0.0,0.0
g28722,0.0,0.0,-0.82166881038386,0.0,0.0
g28723,-9.93805746103776,6.31056324092638,-2.09132951733442,0.0,0.0
g28724,3.78856340621893,0.0,-4.18030944703418,0.0,0.0
g28726,-2.07158385944567,0.0,-1.29673321200664,0.0,0.0
g28727,0.928132874693286,0.0,0.0,0.0,0.0
g28739,-3.57531673023705,3.61072293235308,0.0,0.0,0.0
g28740,-4.28672131326557,0.0,6.17424370671892,0.0,0.0
g28741,-4.06182658005233,0.0,2.80990025942531,0.0,0.0
g28742,-2.12053943448974,0.0,2.70487502729976,0.0,0.0
g28743,0.0,0.0,0.794290791083352,0.0,0.0
