"gene","Compartment","log2FoldChange"
"g20103","A",-2.20511154250809
"g10014","A",-2.8378476954716
"g625","A",3.96610443308099
"g20964","A",3.23769306750618
"g19837","A",-2.25987197914518
"g17773","A",-2.89470709375731
"g21269","A",-2.11264289261856
"g17178","A",-2.56888928803047
"g167","A",-2.71682355671006
"g23794","A",4.71559590719203
"g7063","A",-2.71754112052904
"g5728","A",4.14202380992174
"g15874","A",-1.58688086103889
"g20166","A",-2.6366682766531
"g27182","A",-3.31648572039717
"g11890","A",-2.44828081173296
"g16501","A",-2.73020007617491
"g26997","A",-3.14045859852391
"g5888","A",3.95369320949934
"g1710","A",3.82060057923607
"g24083","A",-2.55790024838661
"g17859","A",-2.68019339034581
"g17167","A",2.79097259713854
"g17742","A",-2.01486690486684
"g24316","A",2.75869159077324
"g4766","A",-3.05592693902543
"g13301","A",-2.6646175674283
"g8237","A",-2.92413054752113
"g11401","A",4.41045580170332
"g6669","A",-2.71637310139887
"g11584","A",-2.12898542917561
"g638","A",-2.59860426817041
"g3346","A",-2.59250066372459
"g16343","A",3.41000613233101
"g27348","A",2.51610840765805
"g22534","A",-2.83511462615955
"g24164","A",-2.42365961936637
"g811","A",-2.79672943054711
"g6444","A",-2.31064177909238
"g12042","A",-2.75173129195021
"g19727","A",6.29597935010144
"g6468","A",-2.61068198138261
"g1861","A",-1.96544407680032
"g24162","A",-2.51728706289394
"g9047","A",-1.76468290742453
"g8876","A",-2.36215550429407
"g23302","A",-1.85603048869121
"g6721","A",-3.31007593854097
"g28827","A",3.66324131953803
"g29696","A",-2.49940372036693
"g18397","A",-2.44580296197246
"g12381","A",4.79260275696307
"g18458","A",-2.03314664480327
"g972","A",4.97708021854205
"g7192","A",-2.27250196517219
"g580","A",-2.15332126422454
"g5826","A",4.85126340683019
"g4323","A",-2.28382262404481
"g10466","A",-3.1790036099433
"g23870","A",-2.60586798696093
"g17849","A",-2.77536654718942
"g4971","A",-2.35388977737516
"g21561","A",-2.71077874432731
"g2211","A",-2.96559541147131
"g7835","A",3.01030414359757
"g18681","A",-2.47027529784488
"g22524","A",-1.89801520227093
"g20299","A",-1.77674435214742
"g12204","A",-2.80534559001772
"g12211","A",-2.03988249926269
"g11232","A",-2.21553585267601
"g16852","A",2.51108047888213
"g3174","A",2.56935754070622
"g2579","A",-2.03619638788003
"g3155","A",-2.28028288514416
"g10277","A",-2.54971680777102
"g24180","A",-2.12829528071457
"g16935","A",2.83676949855526
"g16011","A",2.57043662868978
"g4194","A",-3.01806788964369
"g49","A",-2.18681241485598
"g11289","A",3.6446806971258
"g11280","A",4.24352263141585
"g17152","A",2.63646959627472
"g5138","A",-3.91644938938295
"g22575","A",-2.05352658921499
"g256","A",5.04338388105245
"g11661","A",2.92122595819909
"g21112","A",-2.31641063679155
"g20415","A",-2.30493494224395
"g3299","A",3.86577250444891
"g23293","A",-2.089692924505
"g7748","A",3.97082409592181
"g6862","A",2.38053744425046
"g7396","A",3.06088352440215
"g3017","A",1.70964959580566
"g29139","A",-1.86728988408655
"g18596","A",-3.08368345175239
"g3933","A",2.38100108068095
"g22265","A",-2.9367776046647
"g20250","A",-1.92826704994299
"g23789","A",5.11164480432218
"g12898","A",-2.79892841238109
"g14059","A",-2.04121205811036
"g14733","A",-3.06097413731957
"g18792","A",2.60842424871013
"g9999","A",-2.81001706349172
"g15972","A",-2.40057815136631
"g20016","A",-2.85909799347072
"g3581","A",-2.2576844168928
"g6448","A",1.92666342145637
"g6898","A",5.60223680535006
"g19703","A",5.36860880420847
"g19643","A",4.84491304833684
"g12787","A",-3.00869165051315
"g16817","A",2.32731191677236
"g22264","A",-1.95263268195323
"g26087","A",-2.39195174559012
"g22413","A",-2.19170467079492
"g3144","A",-2.19092079105819
"g20234","A",-2.24039113047593
"g5732","A",2.31197795586482
"g11907","A",-3.79546149214108
"g26190","A",5.98790619033385
"g342","A",-3.027725660408
"g2024","A",-1.99408488674809
"g27323","A",1.75028083101732
"g9273","A",2.55448414106769
"g10950","A",-2.32751246774288
"g8063","A",11.7295550867086
"g17891","A",3.22608291557352
"g6670","A",-1.99760455892992
"g21285","A",-3.37937873979915
"g2174","A",-2.60147880153298
"g148","A",3.81774648679734
"g17312","A",2.23859420687635
"g1904","A",-2.18807946456237
"g6356","A",-2.38320650420057
"g6326","A",2.45289417934517
"g15820","A",2.46935114597883
"g29725","A",2.97512290127271
"g19620","A",3.03007258754513
"g16938","A",-2.41316362685822
"g12081","A",-2.01597724003175
"g18685","A",-2.17259945656366
"g11529","A",3.56878787872541
"g17777","A",-2.45482159620224
"g24380","A",-2.14508584816928
"g6433","A",-1.5194020946743
"g7176","A",-1.96553860572425
"g8321","A",-2.41247673063009
"g6758","A",2.82027516240906
"g17816","A",2.94029599776302
"g7995","A",-2.36622361220536
"g22071","A",-2.25114770227129
"g12208","A",-2.62178171932919
"g819","A",2.60216235188896
"g635","A",-3.9089422468257
"g14376","A",3.52064076052071
"g23331","A",-2.04351752217691
"g22023","A",-2.88447192104589
"g8983","A",-2.14252010752663
"g8351","A",2.98329170641019
