,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g10321,-0.719641146,-1.258220213,1.173875021,0.759256197,-0.664492115,0.709222255
g10322,-1.608841282,-0.558095841,0.079962661,0.557081187,0.211259646,1.318633629
g10324,-0.916610361,-0.916610361,-0.448594166,1.699084726,0.115669261,0.467060901
g10325,-0.689739583,-0.726203142,1.829444999,0.153663916,0.198893825,-0.766060015
g10326,-0.880688474,-0.540246137,-0.791105403,1.78161131,0.35646036,0.073968343
g10327,0.458217433,-1.503628541,0.60938493,0.760324802,0.711666858,-1.035965482
g10328,-0.952214944,1.354647605,0.490331889,-0.467257318,0.711620119,-1.137127351
g10329,1.883421815,0.086579146,-0.890250288,-0.340154103,-0.0068421,-0.732754471
g10330,-0.740943294,0.196221621,1.526239167,-0.141873507,0.504965823,-1.34460981
g10331,0.45466683,1.673477344,-1.214155704,-0.569851167,0.087384605,-0.431521907
g10334,2.005016365,-0.51890798,-0.24631216,-0.228578521,-0.713509601,-0.297708103
g10335,0.698093159,-1.203587647,-1.203587647,1.213142927,0.146171061,0.349768146
g10336,1.71944632,-0.978593481,-0.978593481,-0.051851378,0.349238689,-0.059646669
g10337,0.013338809,-1.123367717,-0.980648377,1.624745202,0.114956541,0.350975542
g10339,-0.967309426,-0.648928463,-1.005670287,1.120700274,1.103484888,0.397723015
g10349,2.021144016,-0.443500514,-0.130985059,-0.470466443,-0.528796052,-0.447395948
g10350,1.969590945,-0.331314979,0.092828839,-0.545126517,-0.562252094,-0.623726194
g10351,1.854379009,-0.919408512,0.181073408,-0.537740472,-0.625898396,0.047594963
g10352,1.868539383,-0.802644188,0.041876672,-0.591039046,-0.694104673,0.177371852
g10359,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g10360,-0.800994017,-0.821266322,-0.727751023,1.716312889,0.254431887,0.379266587
g10367,0.948698146,0.573054227,1.163560702,-0.812290872,-0.980011841,-0.893010361
g10389,1.765153393,0.462914859,0.010127959,-0.746065403,-0.746065403,-0.746065403
g10409,1.006765583,0.272544498,1.301048166,-0.860119416,-0.860119416,-0.860119416
g10410,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g10411,1.991638477,-0.572978262,0.025368518,-0.41443655,-0.478458506,-0.551133677
g10412,1.692954103,0.132907855,0.487135496,-0.657723474,-0.632221055,-1.023052925
g10413,1.44634826,-0.534969821,-1.457691659,0.569782608,-0.305070169,0.281600781
g10414,2.039229884,-0.462867348,-0.449422163,-0.354904243,-0.411884078,-0.360152053
g10415,-1.013265611,-0.814466408,-0.552025972,0.68153441,0.107918908,1.590304674
g10416,-0.898370432,-1.136313664,0.051154816,0.145816373,0.14773771,1.689975196
g10417,-0.525141353,-1.04054108,-0.85158369,0.498839273,0.316063121,1.60236373
g10418,-0.68071181,-0.826865071,-0.791087029,0.294152148,0.250076477,1.754435285
g10419,2.02438082,-0.605050588,-0.491492831,-0.306611712,-0.370860075,-0.250365615
g10420,0.673661332,-1.264177963,-0.480007114,-0.266989685,-0.2671581,1.604671529
g10421,2.001143945,-0.640827594,-0.378877227,-0.366367751,-0.550263136,-0.064808237
g10422,-1.219083467,-0.039419194,-0.897634601,0.520731147,0.076725244,1.558680872
g10423,-1.846917406,0.590545848,-0.156390212,0.865469952,-0.12440647,0.671698289
g10424,-1.463191908,-0.23082303,-0.741812775,1.172369447,0.428148117,0.83531015
g10425,1.054728258,-0.814880833,-0.522495962,-0.316719577,-0.855864112,1.455232226
g10426,-0.179108331,-1.283100534,-0.992353463,0.525837658,0.64788709,1.28083758
g10427,-1.54497775,-0.361357448,-0.481132166,0.834376283,0.358965219,1.194125862
g10428,-1.108417865,-1.16077849,0.737542502,-0.324155845,1.090604513,0.765205185
g10429,1.22354791,-1.266607891,-0.374516547,0.733556434,-0.922955844,0.606975937
g10430,0.601707152,0.490430582,-2.01727833,0.239459976,0.209434068,0.476246552
g10431,-0.842486485,-0.824401656,-0.936570218,1.297545353,0.339040649,0.966872357
g10432,-0.772160929,-0.99786267,-0.755581712,1.088076549,0.161997456,1.275531307
g10433,-1.222290683,-1.260889803,1.050934939,0.656504349,0.587636691,0.188104506
g10434,-1.185564186,-1.218481763,0.774860766,0.184020202,1.186918685,0.258246296
g10435,-1.280309107,-0.111991493,1.799816464,0.048901651,-0.193731617,-0.262685899
g10436,-1.263929309,-1.142453873,0.38092339,0.127210674,0.689970347,1.20827877
g10439,0.836756352,-1.094239175,-0.901160167,1.31517714,-0.601930806,0.445396656
g10440,-0.590257939,-0.82661435,-0.782142052,0.681939618,-0.174403847,1.691478569
g10441,-0.290619825,-0.431664747,-1.355686883,0.980613208,-0.266065901,1.363424149
g10442,0.150717356,-0.862153996,-0.937945031,0.214528888,-0.35000276,1.784855543
g10443,-0.520461846,-0.868382682,-0.989617104,0.271611318,0.460758665,1.646091649
g10444,1.099438749,-1.568812948,1.05383932,-0.434041626,-0.174653468,0.024229974
g10445,1.324100506,-1.421805417,-0.843990342,-0.018168127,0.318828346,0.641035033
g10446,1.668261531,-0.876415923,-0.668135268,-0.184944606,-0.664478017,0.725712283
g10447,-0.986584366,0.025369524,1.893969296,-0.048047779,-0.291976408,-0.592730268
g10448,-1.469494736,-0.68883519,-0.370577076,1.033185709,0.601744031,0.893977262
g10449,-0.700518492,-0.758860627,-0.771685399,0.447428902,0.012319256,1.771316361
g10450,-0.556874434,-1.074385668,-0.828490278,0.964923666,0.114618356,1.380208358
g10453,-0.767049555,-0.749091743,-0.751122074,1.733095933,0.00248664,0.531680801
g10454,-1.157776303,-1.278090463,1.102794499,0.576619391,0.068967085,0.68748579
g10455,-1.077740214,-1.190603109,-0.107826071,0.31032724,0.73362281,1.332219344
g10456,-0.07116256,-0.024430022,1.925804069,-0.274352635,-0.777929426,-0.777929426
g10457,1.311082065,1.043626732,0.18854521,-0.840962557,-0.840153609,-0.862137841
g10458,0.502495811,1.63583137,0.28830791,-0.74638903,-0.939426202,-0.740819859
g10462,-0.282035607,-1.156886166,-1.129069045,0.863644942,0.618727669,1.085618208
g10463,-0.48125615,-1.059267339,-1.065637512,0.726623905,0.610793043,1.268744054
g10464,1.074422812,-1.065162437,-1.292524582,0.459979126,0.906589431,-0.083304349
g10465,1.415886916,0.752362031,-1.131796234,-0.261392394,0.236796544,-1.011856864
g10466,1.951677837,0.119345962,-0.678424397,-0.270994726,-0.477095003,-0.644509672
g10467,-0.658479955,-0.763717739,-0.853773518,1.765986572,0.307238884,0.202745755
g10468,-0.639052912,-0.787102701,-1.161158154,1.259709068,0.384823495,0.942781203
g10469,2.021361333,-0.432985706,-0.387207496,-0.160877287,-0.4504745,-0.589816343
g10470,2.038260759,-0.469358968,-0.459470374,-0.389714037,-0.399912585,-0.319804793
g10471,2.038452612,-0.47114519,-0.47114519,-0.352983278,-0.370999429,-0.372179525
g10472,2.041205212,-0.413866741,-0.413917179,-0.40879274,-0.406957159,-0.397671394
g10473,1.754176921,-0.910203336,-0.205742318,-0.169471655,0.441443724,-0.910203336
g10474,-0.856777949,-0.67298798,-1.08413537,1.34458077,0.524695558,0.744624972
g10475,1.686042813,-0.694493205,-0.694493205,-0.595616062,-0.480517988,0.779077647
g10476,1.769791393,-0.826740638,-1.054574109,0.22980914,0.019609212,-0.137894997
g10477,1.548121249,-1.281950697,-0.829941303,-0.102908472,0.19495664,0.471722584
g10478,-1.138056324,-0.734043948,-0.732213512,1.360745979,0.671836851,0.571730955
g10479,2.041239635,-0.409327819,-0.410089252,-0.40630655,-0.407978853,-0.407537161
g10480,-1.743197263,-0.603750318,0.67958771,0.756778551,0.726967357,0.183613964
g10481,-1.662223534,-0.652135707,0.031773635,0.538790229,0.869042042,0.874753334
g10482,-1.188249045,-1.201105512,1.137703032,0.228535349,0.1404585,0.882657675
g10483,0.014786242,-0.912603985,-1.401673265,0.360835796,0.658801518,1.279853695
g10484,-1.688535792,-0.595676196,0.063112644,1.030896053,0.692556591,0.4976467
g10485,-1.147575174,-0.700225206,-0.734131187,1.262525313,0.351952673,0.967453581
g10486,0.430324682,0.608090494,-0.073469491,-1.807267283,-0.218636429,1.060958027
g10487,1.121990096,-0.142654099,-1.412077767,0.30401628,-0.837333819,0.966059309
g10489,-0.695402957,-0.710801534,-0.663316505,0.596359572,-0.295514267,1.768675691
g10490,0.207817116,-1.10889754,-1.134350904,1.021215769,-0.157425166,1.171640725
g10491,1.50678111,-0.582050538,-0.595911892,-0.617565787,-0.753580211,1.042327318
g10492,-0.876516737,-0.926974622,-0.807034318,1.091729746,0.325873058,1.192922873
g10493,2.040036858,-0.420458973,-0.342885975,-0.409599154,-0.423629497,-0.443463259
g10494,-0.718592235,-1.087112367,0.416681052,1.107964606,-0.824122323,1.105181266
g10495,-0.494126873,-1.320484196,-0.227235966,0.532856509,-0.12244877,1.631439296
g10496,0.097294363,-1.12935806,-1.025052722,0.242573846,0.214730078,1.599812495
g10498,-0.854050854,-0.909084277,-0.903828193,0.535672893,0.879751946,1.251538484
g10499,1.284134032,-0.930153251,-1.020095681,-0.495904967,1.092943862,0.069076005
g10500,-0.139286957,-0.651248924,-0.634187947,-0.501538853,-0.048672606,1.974935287
g10501,1.055291228,1.126900937,-1.11059794,-0.89709998,0.443325409,-0.617819654
g10502,-0.983778059,-0.234284391,0.282479055,-0.44837953,1.862190044,-0.478227118
g10503,-0.736067832,-0.992900514,-0.923512789,1.305719382,0.611372283,0.735389469
g10504,-0.450938695,-0.459261183,2.039556108,-0.360197831,-0.398713265,-0.370445134
g10505,-1.101515359,-0.202557534,-0.926327268,0.500056984,0.110038684,1.620304493
g10506,-1.456979709,-0.296971567,1.648831467,0.216916614,-0.148285441,0.036488636
g10507,-1.455446545,-0.865851995,1.245344668,0.185987832,0.170682924,0.719283116
g10508,-1.334274116,-0.681231613,-0.592863765,1.167851203,0.757176108,0.683342183
g10509,-1.086522771,1.819581519,-0.226219529,-0.192771234,0.273625961,-0.587693946
g10510,-0.469204791,2.034892948,-0.285713159,-0.475994279,-0.340093299,-0.463887421
g10521,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g10529,1.70562735,0.741186615,-0.449088864,-0.717205252,-0.58759104,-0.69292881
g10530,-0.65346306,-0.736943666,-0.416631431,0.237782108,-0.348618576,1.917874624
g10531,-0.432483496,0.869629207,1.624696482,-0.687280731,-0.687280731,-0.687280731
g10532,-0.56638157,-0.510305779,-0.623836868,0.070585078,-0.346127851,1.97606699
g10533,-1.127831355,-0.49093034,-0.742833232,0.131262324,1.579257386,0.651075216
g10534,-1.045910911,-0.597070732,-0.18102646,-0.023807987,-0.027151195,1.874967285
g10535,-0.468967727,-0.732132336,-0.561436562,0.434387342,-0.531366257,1.859515539
g10536,-0.717954989,-0.786591263,-0.657326558,1.82725797,0.027877544,0.306737297
g10537,-1.157816694,1.252243948,-0.795524913,1.14966467,-0.358728056,-0.089838955
g10538,-1.022658178,-1.179755817,-0.154333593,1.459733358,0.396599197,0.500415033
g10539,-1.358783072,-1.057972489,1.101641121,0.836087284,0.298734192,0.180292962
g10540,-0.676464382,-1.154876266,0.046427778,-0.409111698,1.659265309,0.534759259
g10541,0.207051257,0.769456413,1.4385997,-1.125104985,-0.330689879,-0.959312506
g10542,1.249015133,0.617409575,0.572586416,-0.512463553,-1.516672262,-0.409875308
g10543,2.032968327,-0.339817296,-0.26156252,-0.477761444,-0.476951102,-0.476875963
g10544,-0.146315454,-1.214340009,1.832881205,-0.30037071,0.054655163,-0.226510195
g10545,-0.82129915,0.239577112,-0.99481123,1.68906345,0.401530864,-0.514061046
g10546,2.019674305,-0.572754304,-0.374542352,-0.426900628,-0.498837623,-0.146639398
g10547,-0.438236033,-1.05570599,-0.957719481,0.349405623,0.579755871,1.52250001
g10548,-0.767980677,0.698769989,-1.074195655,1.003025533,-0.865789369,1.006170178
g10549,-0.544363593,-0.538950301,-0.838596497,-0.638337719,1.392031462,1.168216647
g10550,0.117408136,-1.443773341,-0.267939914,0.127216867,-0.19854599,1.665634243
g10551,-1.151077615,0.069854955,-0.161898526,0.13835361,-0.675323843,1.78009142
g10552,-1.170052357,-0.864663841,1.426256597,0.73115552,0.330449504,-0.453145423
g10553,-0.741207946,-0.570726981,1.989094287,-0.165017461,-0.185324974,-0.326816926
g10554,-0.624514017,-0.543247548,1.972222811,-0.32088737,0.078612016,-0.562185891
g10555,-0.488603633,-0.919925002,-0.682262787,1.776987561,-0.191380099,0.505183961
g10556,-0.921992157,-0.704494772,1.488876344,-0.077659282,0.946581681,-0.731311814
g10563,-0.479246698,-0.542428362,-0.527328518,-0.53130433,0.104233572,1.976074336
g10564,-1.385968483,-0.289440897,-0.856582865,1.057210359,0.905314408,0.569467478
g10565,-1.430088351,-0.178704183,-0.890627838,1.010749566,0.746469275,0.742201531
g10566,-1.006164982,1.392544379,-1.115752061,0.74779515,0.340204154,-0.35862664
g10567,-0.727175688,-1.494121731,-0.185313147,0.376017061,1.042045469,0.988548037
g10568,1.304946542,-1.359739553,-0.703549693,0.271193479,-0.373287452,0.860436677
g10569,-0.595589754,-1.109423829,-0.968731362,1.138328046,0.794799895,0.740617004
g10570,2.009635841,-0.47099492,-0.624619476,-0.183836125,-0.208572596,-0.521612724
g10571,2.04018549,-0.455924783,-0.43507073,-0.39401533,-0.384543103,-0.370631544
g10572,0.893354658,-1.448855437,-0.525522179,0.483276944,-0.542065476,1.13981149
g10573,-0.94133045,-0.891091414,-0.798696903,0.655953487,0.5996249,1.375540379
g10574,-1.590227665,1.332037975,-0.379853526,0.520179222,0.42976196,-0.311897966
g10575,-1.484455325,0.097355708,-0.751400991,1.366102537,0.216235401,0.556162669
g10577,-0.476304038,-0.678430986,-0.680650991,0.348125954,1.888710195,-0.401450133
g10578,-0.76520952,-0.766847519,-0.739836151,0.337414466,0.16284852,1.771630204
g10583,1.3086992,-0.998991583,-0.942678572,-0.182935034,-0.311200263,1.127106252
g10584,-0.71208917,-0.756598711,-0.741061399,0.267332991,0.13056614,1.811850149
g10585,-0.775870305,0.663982012,1.726315876,-0.575473303,-0.289146797,-0.749807483
g10586,-1.225922911,1.16872291,-0.573288021,-0.75047589,0.312463507,1.068500406
g10587,-0.952718924,-0.420884173,-0.877387627,0.723681503,1.616685228,-0.089376008
g10588,-0.858881418,-0.894159849,-0.897719506,0.42564208,1.103819123,1.12129957
g10596,-1.663593278,0.719940723,-0.297043939,0.346642121,-0.296639502,1.190693876
g10599,1.857623504,-0.818821368,-0.752184481,0.292524136,-0.116781989,-0.462359802
g10600,0.063626707,-0.82766927,-0.803945685,1.713812655,-0.671577537,0.52575313
g10604,-0.731134632,-0.901730315,-0.901730315,0.539002882,0.469833857,1.525758523
g10613,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g10618,-0.779822473,-0.77305226,1.706983179,0.170780921,0.469430648,-0.794320014
g10619,-0.739025409,-0.881040852,-0.962854131,0.336794994,1.362384517,0.883740881
g10620,-0.06636577,-1.081284918,0.361426526,-0.398194293,-0.598548336,1.78296679
g10621,-1.019795275,-0.753915258,-0.198308863,0.318583509,-0.143818611,1.797254498
g10622,-0.212261003,-0.556460543,-0.533936853,-0.426606506,-0.29360688,2.022871785
g10623,-1.053914958,-0.514348686,-0.93984453,0.894496523,0.241383136,1.372228516
g10624,1.309953232,-0.908342818,-0.908342818,-0.178917171,-0.48384932,1.169498894
g10625,-0.843556598,-0.907162387,-0.818340308,1.41856135,0.328622991,0.821874952
g10628,-0.211029261,-1.020904666,-1.072657433,1.286992231,1.05125848,-0.033659351
g10630,-0.541473688,-0.774523962,-0.774523962,1.854989091,0.256166402,-0.020633881
g10637,-0.640312496,-0.640312496,-0.356666258,-0.168361316,-0.191306449,1.996959014
g10642,-0.901816743,-0.905570308,-0.905570308,0.75925816,0.801253239,1.15244596
g10644,-0.845916672,-0.835901269,-0.860080542,1.410775168,0.894156365,0.23696695
g10646,-0.825863386,-0.150200809,-0.720085538,-0.038075848,-0.198637474,1.932863054
g10647,-0.863124629,-0.185414761,-0.863124629,-0.010795213,0.059117696,1.863341536
g10655,1.732971738,-1.030745001,-0.89228603,-0.182892203,0.319147095,0.053804401
g10656,2.039823134,-0.452933189,-0.452933189,-0.389449236,-0.37427896,-0.370228561
g10657,2.041064966,-0.42296256,-0.423462519,-0.406657688,-0.395930771,-0.392051428
g10658,-0.803753125,-0.883802223,-0.905838961,0.441868372,0.727516837,1.4240091
g10659,1.648125767,-0.921118804,-0.930027801,-0.434588871,0.020367814,0.617241895
g10660,-0.772346296,-0.772346296,-0.771174804,1.499444393,0.969747373,-0.15332437
g10664,0.381738098,-0.196404776,1.852391031,-0.682963464,-0.687893019,-0.66686787
g10665,1.537184667,0.549818291,0.444710379,-0.852963969,-0.826172912,-0.852576456
g10666,1.931435834,-0.256030724,-0.267806364,-0.725600079,-0.772987224,0.090988558
g10667,-1.243463313,0.541982914,-0.126776886,-0.765033909,-0.00629146,1.599582654
g10668,1.969808283,-0.496885082,0.120384843,-0.548356789,-0.599323864,-0.445627391
g10669,0.119707279,-0.523080925,-0.523080925,1.972616422,-0.523080925,-0.523080925
g10670,-0.730391377,1.132928663,1.411198756,-0.352953288,-0.730391377,-0.730391377
g10671,-0.579991906,-0.590485972,-0.590485972,-0.244816307,0.029558177,1.97622198
g10673,2.04013138,-0.456069028,-0.358508857,-0.387292236,-0.4188599,-0.419401359
g10674,-0.381888156,-1.315995363,-0.31282954,0.601226258,-0.208945764,1.618432567
g10676,-1.059444429,-0.478534689,-1.059444429,0.767024694,0.552809656,1.277589197
g10681,-0.004328285,-1.002968315,-1.046969795,-0.108110773,0.557612119,1.604765048
g10682,-0.493936949,-1.08329917,-0.880186198,0.865853996,0.166692175,1.424876146
g10683,-0.815442198,-0.815442198,-0.506622696,-0.373870469,1.500794611,1.010582949
g10684,0.670010848,-0.955717795,-0.955717795,0.623784546,-0.726661817,1.344302012
g10686,-0.611418887,-1.170358001,-0.732588629,1.398988944,0.292602943,0.822773631
g10687,0.475001422,-1.401648536,-0.990211812,1.052590446,0.849152793,0.015115686
g10688,-0.368275781,-0.901488601,-0.740555613,1.463918248,-0.504916908,1.051318655
g10690,0.365486503,1.324634277,0.918439893,-0.86467497,-0.872350699,-0.871535004
g10691,0.577089544,-1.536671124,0.053244051,-0.719055321,0.330626373,1.294766478
g10692,-1.368752057,0.882401203,1.385950535,-0.345626426,0.000615809,-0.554589063
g10693,1.326617799,-0.065454331,1.143670172,-0.798748146,-0.797316642,-0.808768852
g10694,-1.908288968,-0.199430853,0.373987015,0.882817497,0.562203948,0.288711361
g10695,1.990312323,-0.675863824,-0.543966761,-0.306488458,-0.437404836,-0.026588443
g10696,-0.506574939,-0.941892561,-0.837855602,1.701170434,0.503568704,0.081583964
g10697,-0.39241566,-0.939536033,-0.939536033,0.87999607,-0.122189512,1.513681167
g10698,0.475471685,-1.234624197,-0.986027562,0.497245569,-0.167062456,1.41499696
g10699,-0.523599872,-0.239236681,-1.331715696,0.687912293,-0.143025396,1.549665352
g10700,1.990941226,-0.594336944,-0.59445227,-0.316390708,-0.478950587,-0.006810717
g10701,2.036520566,-0.480693765,-0.295977752,-0.363512698,-0.442522437,-0.453813915
g10703,0.439756901,-1.484422456,1.164907367,-0.080765136,-0.806755636,0.767278961
g10704,-1.301844014,-0.326889523,-0.179672824,1.747142344,0.266936969,-0.205672952
g10705,1.319589123,-1.12391101,-0.715908567,0.848807275,0.430912546,-0.759489367
g10707,-0.736296942,-0.771877479,0.164290261,0.170604926,1.835175271,-0.661896038
g10708,-0.664619406,-0.660010601,-0.709271089,1.783128631,0.577387584,-0.326615119
g10709,-0.777049,-0.863605832,-0.780638362,0.431296223,0.333589701,1.65640727
g10710,-0.922714007,-1.116988908,-0.233693033,1.264116311,-0.103229192,1.112508829
g10711,-0.597833315,-0.989752583,-0.808705018,0.711914558,0.1061185,1.578257859
g10712,2.028331885,-0.479678293,-0.399435171,-0.189861835,-0.479678293,-0.479678293
g10713,-0.662497652,-1.001766921,-0.978381638,1.279211044,0.813000949,0.550434218
g10714,-0.779801789,-0.796179352,-0.749013428,1.673231457,0.629925474,0.021837638
g10715,1.432986449,-0.877956389,-0.69147655,-0.251891037,-0.688653553,1.07699108
g10716,-0.512687306,-0.771235267,-0.771235267,1.870070518,-0.036397508,0.221484831
g10718,2.035504311,-0.494362639,-0.500616767,-0.364432435,-0.351258356,-0.324834114
g10725,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g10726,-0.540231572,-1.063448451,-0.939761991,1.386639627,0.352337813,0.804464574
g10728,-0.867800242,-0.867800242,-0.81525752,1.506604676,0.43813112,0.606122207
g10729,-1.436830179,0.472066024,-0.231369939,1.03214428,0.97091912,-0.806929305
g10730,1.94809029,0.176565837,-0.351532668,-0.628857471,-0.566680289,-0.5775857
g10731,1.716854414,0.717463002,-0.433729609,-0.706085262,-0.566283461,-0.728219084
g10732,1.206314073,-1.16361597,-1.16256228,0.508743049,-0.13811678,0.749237907
g10733,1.390937356,0.482731164,-1.440332363,0.286406328,0.096562418,-0.816304904
g10734,-1.657468184,0.273394548,-0.515547723,1.283840625,0.500796406,0.114984326
g10735,-1.474952833,-0.798398298,1.382327484,0.368355161,0.216790285,0.305878202
g10736,-1.346217431,-0.821090566,1.21511518,0.057847604,-0.115735461,1.010080674
g10737,1.681593944,-0.73416313,-1.165008054,0.254000256,-0.342882951,0.306459934
g10748,-0.855745773,-0.731452463,-0.808253178,1.67488701,0.445576519,0.274987885
g10750,0.223317409,-1.03223425,-1.042768316,0.770254516,-0.359067401,1.440498043
g10751,-1.145248623,-0.675954344,-0.772711973,0.803010805,0.456184291,1.334719844
g10770,1.878114718,0.272269901,-0.124364675,-0.618459701,-0.633132006,-0.774428237
g10771,2.024342564,-0.525164341,-0.473095495,-0.184989669,-0.505635617,-0.335457442
g10772,1.860998749,-0.772375793,-0.714897764,-0.30859902,-0.439801598,0.374675426
g10773,1.892573222,0.315886074,-0.315749978,-0.74690192,-0.526080823,-0.619726575
g10774,-1.143518396,-0.795918409,-0.141958778,1.264672179,-0.335215123,1.151938527
g10775,-0.494529127,-0.760347447,-0.896884817,0.932323089,-0.328409066,1.547847367
g10776,0.622182551,-1.039117389,-1.004640214,0.301005027,-0.389814811,1.510384836
g10777,-1.094104801,-0.670971536,-0.910442906,0.782951102,0.701430964,1.191137176
g10778,-0.862184305,-0.862216814,-0.83642385,0.972822718,1.344617107,0.243385143
g10779,-0.153903905,-0.793236994,-0.202576783,0.025620598,1.917334077,-0.793236994
g10780,-0.880857426,-0.857298551,-0.778082209,0.971368187,1.383519958,0.16135004
g10781,-0.981654152,1.924928758,-0.362844735,-0.11805522,-0.033051128,-0.429323522
g10782,-0.962138623,-0.947188567,-0.645629032,1.454654497,0.68967612,0.410625604
g10783,-0.962025421,-0.962025421,-0.744741929,1.272087845,0.718022609,0.678682315
g10785,-0.908352537,-0.89878655,-0.900454228,0.657097814,1.130644982,0.919850519
g10786,1.192328694,-1.013227403,-1.099501647,-0.13883201,-0.087861635,1.147094001
g10788,-0.709744305,-0.858540682,-1.032498829,1.260472167,0.349134531,0.991177119
g10798,-0.837508919,-0.837508919,0.72647716,0.271341286,1.514708312,-0.837508919
g10814,-0.850179644,-0.840937432,-0.846495223,0.556126173,0.451741815,1.529744312
g10815,-0.196779495,-1.011917111,0.49424412,1.630932188,0.09543741,-1.011917111
g10824,-1.075544845,-1.260337502,0.26830879,-0.005134326,0.904676846,1.168031037
g10855,2.040253645,-0.445176982,-0.445176982,-0.378366413,-0.395941102,-0.375592165
g10856,2.04055781,-0.432592109,-0.420849766,-0.383755366,-0.370768459,-0.432592109
g10857,2.041220906,-0.41136435,-0.39984652,-0.407281338,-0.41136435,-0.41136435
g10858,-0.160190774,-1.295980022,0.516359825,0.631708854,1.290190948,-0.98208883
g10859,-1.467902257,-0.913252465,1.106157412,0.7052448,0.537828315,0.031924194
g10860,-0.659131641,-0.74421564,-0.710379092,1.851650827,0.279526032,-0.017450485
g10861,2.017582179,-0.598317852,-0.464912297,-0.268433274,-0.497775012,-0.188143744
g10862,1.951281414,-0.357646911,-0.723392856,0.148744618,-0.510141997,-0.508844268
g10863,-1.092398805,-0.307334714,-0.857722729,0.260041032,0.32266514,1.674750075
g10864,-1.425747515,-0.790353915,1.106332022,0.702078854,0.724706898,-0.317016344
g10865,-1.488097635,-0.98943637,0.727228077,0.98472127,0.29623452,0.469350137
g10866,1.539911481,-0.423420306,-0.939701524,0.952892592,-0.464209005,-0.665473237
g10867,-0.713383459,0.899712359,-1.377518134,1.331333838,-0.040277502,-0.099867102
g10868,-0.168379701,-0.822251464,-1.084190454,1.555923032,-0.271849827,0.790748414
g10869,1.878545335,0.015940556,-0.663947216,0.131817406,-0.886853198,-0.475502885
g10870,0.41997633,1.514351938,0.544973884,-1.007677991,-0.475900765,-0.995723397
g10871,-1.267920007,0.282156008,1.255552486,0.235324789,0.628751291,-1.133864567
g10872,-1.101509775,-0.736461195,0.181474206,-0.207885191,0.086557504,1.777824452
g10873,-0.585667756,0.41910776,1.8733908,-0.583588316,-0.574596415,-0.548646073
g10874,-0.717057101,0.575605068,1.798462566,-0.606710084,-0.538892038,-0.511408412
g10875,-0.339766936,-1.301733535,-0.773221588,1.043688188,0.154939592,1.21609428
g10876,1.942157595,-0.148816951,-0.499388302,-0.870958758,-0.444367757,0.021374173
g10877,-0.875193885,1.705906031,-1.076226431,0.392114934,-0.097351833,-0.049248816
g10878,-0.600613359,-0.938362406,-0.814875568,1.593229247,0.014890062,0.745732024
g10879,1.942984059,-0.05791578,-0.853294754,-0.047386461,-0.434781221,-0.549605843
g10880,-1.226664792,-1.226664792,1.169598121,0.648419859,0.331229348,0.304082255
g10881,-0.702013903,-0.739051381,-0.546636929,0.344716063,-0.225797881,1.868784031
g10882,-0.839464123,-0.348939283,-0.557417258,-0.132942314,-0.080490694,1.959253672
g10883,2.041112711,-0.424454926,-0.416258459,-0.408273342,-0.397920544,-0.39420544
g10884,-0.300414845,-0.918212887,-0.75097476,1.26921445,1.257524142,-0.5571361
g10885,1.213341359,-1.212418943,-1.173958918,0.762974286,0.287062315,0.122999902
g10886,2.025971361,-0.498380235,-0.49365165,-0.418578767,-0.447004884,-0.168355826
g10887,1.941682735,-0.664242525,-0.702314181,0.159152619,-0.382834758,-0.35144389
g10888,-0.102589141,-1.021188382,-0.990517961,1.387170603,-0.2597057,0.986830581
g10889,0.271790346,-1.245168594,-1.245168594,1.086591834,0.610121991,0.521833017
g10890,-0.50943662,-0.987989626,-0.763103755,1.65024235,0.67426316,-0.063975509
g10891,-0.768426227,-0.819876252,-0.819876252,1.637736427,0.592773219,0.177669084
g10892,-1.048611419,-0.429487052,-1.091975202,1.268583524,0.467302085,0.834188064
g10893,-0.922359912,-0.78328666,-0.129902329,1.431687597,-0.631003389,1.034864693
g10894,0.44715698,-1.075293748,-0.636054771,1.624972788,-0.696922426,0.336141177
g10895,-0.805881757,-0.837342519,-0.644699113,1.681474984,-0.030337783,0.636786188
g10896,0.112537248,-0.079029801,-0.61001895,0.291255137,-1.354611174,1.63986754
g10897,1.930577242,-0.548510925,-0.548510925,0.263466458,-0.548510925,-0.548510925
g10898,1.941236389,-0.242236157,-0.841124836,-0.633869871,0.026834707,-0.250840232
g10899,-0.628744725,1.955367196,-0.171174782,-0.429070559,0.026686404,-0.753063533
g10900,-0.612018015,-0.959969357,-1.065436763,0.626296976,0.72791888,1.283208279
g10901,2.010960381,-0.222924224,-0.70102572,-0.251013204,-0.453018327,-0.382978907
g10902,0.88802154,-1.377388293,-0.987195925,0.577251514,-0.09900818,0.998319344
