"gene","Compartment","log2FoldChange"
"g7251","A",1.28496915782296
"g642","A",3.55705575064808
"g22704","A",3.33083404117138
"g5400","A",0.982620154211617
"g1407","A",0.907962253703209
"g3258","A",2.42429971473459
"g22217","A",2.30857306744121
"g578","A",1.40393595502205
"g11191","A",4.05925158956224
"g7279","A",0.937068236904553
"g29673","A",-6.64414056650565
"g8003","A",1.05718328048752
"g16548","A",-1.81217188990272
"g26971","A",-1.78968087344225
"g24915","A",1.47472517334035
"g355","A",0.872855102042873
"g22507","A",1.15153488701703
"g14973","A",1.40712433857845
"g8005","A",1.06906073492315
"g1707","A",1.33453911503007
"g8858","A",1.03582858696691
"g17497","A",0.860938661204106
"g5640","A",2.18346427086055
"g1932","A",1.40481439667375
"g28384","A",-1.21377817473051
"g24990","A",1.67297320215391
"g10584","A",1.29643035125599
"g29730","A",1.38912784420951
"g15870","A",1.69349583576282
"g16736","A",-2.02262756731242
"g12635","A",5.74103516710097
"g579","A",2.34869889435443
"g12637","A",3.05128917654896
"g29489","A",-5.83493359005526
"g4921","A",-2.35521027367443
"g12555","A",5.79954530514817
"g21496","A",-2.13221410480972
"g16847","A",1.44557231892022
"g922","A",0.794981645767845
"g7193","A",1.28894905997343
"g9294","A",2.13963648612876
"g3181","A",-1.33957324218076
"g206","A",0.809322195427502
"g10577","A",-1.71809494287952
"g6835","A",1.5892865447521
"g20109","A",1.25446693248075
"g3173","A",1.01710742288207
"g6678","A",1.60362627141865
"g29766","A",1.61306961494611
"g28453","A",-1.57336808998432
"g28261","A",-2.66424319170744
"g8930","A",1.18448637257746
"g5628","A",1.56130405699703
"g17352","A",1.64555129774442
"g19733","A",1.74336779473735
"g15027","A",0.907113080933083
"g10882","A",1.41567735674821
"g16769","A",-2.00122064565462
"g19942","A",-4.740805665435
"g23335","A",-0.985938833719056
"g17759","A",-1.26806129040379
"g21162","A",3.16838600858257
"g20302","A",-2.42644075181444
"g29505","A",-2.12025316703188
"g24060","A",-3.10866976977371
"g6304","A",2.07809108062212
"g6825","A",1.32837693731879
"g23278","A",-1.19856484764255
"g21405","A",0.800288484112705
"g5829","A",-1.66224278311848
"g20305","A",-2.38659652474358
"g6733","A",1.973365174525
"g3109","A",1.11055868960364
"g12633","A",3.72262824550025
"g23338","A",-0.807360405496514
"g29112","A",1.96834406344016
"g19607","A",1.0699178997469
"g26233","A",1.33886314703365
"g10876","A",1.09279839102095
"g1397","A",0.688098722428487
"g10881","A",1.37283683218438
"g20172","A",-2.58467787962282
"g1598","A",-0.761117878044867
"g29114","A",3.80654995539545
"g20827","A",1.7447783892465
"g11747","A",0.917434130130689
"g6681","A",2.1582128621394
"g28953","A",-2.47845702448599
"g24992","A",1.77632885697353
"g11319","A",-4.38981907877738
"g25008","A",1.03914658234675
"g26229","A",-2.69594491669243
"g26098","A",1.06467782732693
"g5656","A",-2.08045534933048
"g3353","A",0.654639852068526
"g919","A",1.33780058582222
"g1281","A",-1.80659602480693
"g23780","A",-1.11907018368484
"g20386","A",0.662199811977091
"g11391","A",0.8427880821451
"g17221","A",1.64585570970043
"g11359","A",2.7571801066593
"g11032","A",1.00053845870548
"g10472","A",1.72199616425034
"g7837","A",-1.22790232077647
"g17992","A",1.29699857449172
"g2050","A",-0.895486487681785
"g1243","A",0.925947758605201
"g3082","A",0.914569672055524
"g10952","A",-1.03161957508668
"g14644","A",0.937520350828463
"g29490","A",-4.56444211457112
"g16692","A",1.43557343774918
"g6648","A",-2.26730887499633
"g19899","A",1.38586590725496
"g11821","A",0.912428504357362
"g1791","A",-0.865376576490265
"g21499","A",-2.04005325964777
"g27072","A",1.6585648419567
"g18283","A",-1.38613578323568
"g7486","A",2.31420296915623
"g13292","A",1.77997685199744
"g10695","A",0.807055976807466
"g10923","A",1.42547330071416
"g8898","A",1.30637314128319
"g1872","A",4.63481767595905
"g10956","A",2.25437140206811
"g24969","A",-1.52483933662478
"g29487","A",-1.96494231049092
