,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g12231,745.330354004523,4.82576020707719,0.272975223912742,17.6783817150372,6.153727915129839e-70,1.10188652048315e-65
g22718,1172.16252714642,3.9027344347929,0.246200519674808,15.8518529528199,1.3649607444681498e-56,1.2220493545223301e-52
g25195,390.681233465202,7.21901957283566,0.481033486979611,15.0073118987279,6.575915186388431e-51,3.9249445775823704e-47
g25133,310.740991194485,6.99257677373969,0.486963033265445,14.3595638602161,9.28093605072162e-47,4.15461102310553e-43
g21918,939.095263816087,7.37979028086581,0.519354636525898,14.209539612915,7.99493786909317e-46,2.8631471496796497e-42
g5412,902.282453001571,4.40115821336349,0.313460000471648,14.0405736194133,8.799747034655871e-45,2.62613784004247e-41
g2916,1393.4769134436,3.96751788255585,0.283963775962781,13.9719154990948,2.31320389902286e-44,5.91717557370048e-41
g20404,735.314747031591,5.05158327550554,0.369997503509651,13.6530198922647,1.9368272174515298e-42,4.33510351946089e-39
g4325,615.991177024935,7.54313094396318,0.558177667944305,13.5138529847379,1.29559259381803e-41,2.5776534427673e-38
g940,1941.00382603977,4.12918192777554,0.306970864666722,13.4513805805596,3.02177257634534e-41,5.41078597520397e-38
g16881,2117.14845929339,5.16708171238176,0.385040621964086,13.419575539912,4.643652553968339e-41,7.5590220573961e-38
g13565,1598.71044884552,7.06050770789411,0.527956172533531,13.3732837595448,8.66302422997373e-41,1.29266759884925e-37
g20119,780.027703699693,4.37614295952005,0.32804222739356,13.3401818244268,1.3512954851076599e-40,1.86125361202598e-37
g9361,495.681579643829,4.48474203920807,0.342670668809419,13.0876157413471,3.87584077235519e-39,4.95720034784229e-36
g15945,2543.07421174748,-3.20274555309736,0.245156656297766,-13.0640774819809,5.28210635235229e-39,6.305426423014679e-36
g11378,273.022108265317,4.69696570620263,0.362073155441359,12.9724218313759,1.75399464153007e-38,1.96293925320234e-35
g4326,310.383939643795,5.52470162037494,0.428300503330888,12.8991247439809,4.55238287765519e-38,4.7949981063114e-35
g18159,8118.44289547744,6.2897670698002,0.490381847328995,12.8262640716805,1.16864889553033e-37,1.16254595129812e-34
g23090,1143.77257257362,-3.74963313608961,0.293070483108048,-12.7943049614697,1.76423800141137e-37,1.66265503438274e-34
g10262,804.617918093709,4.67039597187811,0.365522530515978,12.77731352233,2.19521790919807e-37,1.96537859410503e-34
g2903,378.994386077455,6.29205721199487,0.49300656799636,12.7626235033066,2.65119122944464e-37,2.26058238830646e-34
g19554,19689.8646271586,3.36155664209046,0.264002589455308,12.733044206218,3.87433350184533e-37,3.1533552583655697e-34
g4482,1282.98052606911,-3.42374387884971,0.269115355171392,-12.7222167485361,4.45052488542345e-37,3.4648303738431397e-34
g10114,1240.08362858568,5.40333668428761,0.424861823631309,12.7178682191426,4.70522354050531e-37,3.51048886317867e-34
g10733,1183.76793309989,-3.6596727040887,0.287974864175846,-12.7083060341474,5.3173831593964996e-37,3.80852251408615e-34
g9975,1033.56421215642,5.73568209993424,0.451482801623002,12.7040987592782,5.61121301829788e-37,3.86439924252469e-34
g6750,212.535785241963,6.00641995949908,0.473572275679173,12.6832170461942,7.32620378804687e-37,4.85862981588027e-34
g2449,4627.63027296077,6.16673626955346,0.489945367361637,12.5865794032535,2.50286161916148e-36,1.60058000545377e-33
g1163,1358.40073208785,4.94626059479082,0.398487045287604,12.4126007439487,2.2328030923920602e-35,1.37864041973697e-32
g29747,609.89653432171,-2.8804322031629,0.232393341292138,-12.3946417188518,2.7939165169915704e-35,1.6675956384417002e-32
g4765,482.677524390989,-2.89652566220391,0.235214561214712,-12.3143977449588,7.577875061615711e-35,4.37707841462229e-32
