,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g18166,383.550600060465,1.58145178069615,0.321610095057375,4.91729521243424,8.77481739335224e-07,7.11435194814866e-05
g20781,323.598753869775,-2.11288755281029,0.429561706444198,-4.91870555757921,8.71183993964834e-07,7.11435194814866e-05
g26607,1243.48090158503,1.99963158874135,0.406582752057075,4.91814170331713,8.73696585103475e-07,7.11435194814866e-05
g8927,99.7997585487404,-1.95860754572955,0.398510920523851,-4.91481524058343,8.88662257977618e-07,7.17052646819835e-05
g25254,472.29821277719,1.62620879981396,0.332820829624359,4.88613889235656,1.02832668000229e-06,8.25795291978984e-05
g27281,20.1475794045632,6.8518871142028,1.40306470564622,4.88351469937874,1.04211377161425e-06,8.32900788838989e-05
g22199,930.615136838229,2.35641419397033,0.483340567837217,4.87526673896725,1.08661527210008e-06,8.64371695693194e-05
g2600,255.929513389654,2.34293564970306,0.480693297772086,4.8740759660309,1.0931892083331e-06,8.65518441752553e-05
g3074,2259.13652934525,1.47359874700244,0.302577157918367,4.87015859736511,1.1150871032608e-06,8.74643205087914e-05
g27395,2774.13945912949,3.00809934782145,0.61757109693498,4.87085513352344,1.11116289141011e-06,8.74643205087914e-05
g25156,222.625063334792,1.59611906972637,0.32801289351652,4.86602539496205,1.13864893320153e-06,8.88989611551414e-05
g2136,7577.22998374365,2.47245097678373,0.508491466791836,4.86232540416631,1.16014696322494e-06,8.93366136430385e-05
g22516,2537.09253939216,2.14498033088333,0.441037862820244,4.86348341425184,1.15337694409404e-06,8.93366136430385e-05
g27225,27.8801561702467,5.13382466291297,1.0557618872241,4.8626728479575,1.15811171443953e-06,8.93366136430385e-05
g1668,90.8284163995083,1.52667176880193,0.314348494158721,4.85662186131257,1.19405307881174e-06,9.11154349370187e-05
g6684,108.547560982361,-1.60503154570522,0.330452680005815,-4.85706923507769,1.19135946374062e-06,9.11154349370187e-05
g28448,1832.91302247761,2.32584967554431,0.479563541860406,4.84993013964629,1.23504965306592e-06,9.38192673392057e-05
g12348,319.139460172801,1.87074263647711,0.386155136323612,4.84453645829368,1.26907614156099e-06,9.59717491088989e-05
g1955,23.0699052845981,4.39573160721684,0.907833102099928,4.84200410521381,1.28536107964067e-06,9.67693269958048e-05
g23360,384.371961698217,1.79641572646426,0.371215265869221,4.83928300270155,1.30308381415501e-06,9.76675797418228e-05
g3156,834.907687141477,-2.24021110910932,0.463606018646204,-4.83214414612446,1.35070398697213e-06,0.0001007704186162
g6802,921.386723569954,1.42214432588086,0.294360489541679,4.83130167399553,1.35643293559599e-06,0.0001007704186162
g26502,239.877146181191,-2.48851424677973,0.515593222493251,-4.82650690159587,1.38948580936977e-06,0.0001023618546974
g27218,38.0394107627117,5.03393742189366,1.04299311487048,4.82643399090777,1.38999435043383e-06,0.0001023618546974
g9125,776.066603689634,2.25280988383888,0.467308011816892,4.82082443885343,1.42966136074939e-06,0.0001043714683449
g27328,888.172979248506,-2.23543038750009,0.463645313529586,-4.82142345078927,1.4253741869089e-06,0.0001043714683449
g22540,1369.66049262298,2.336266962339,0.485370293550037,4.81337031413967,1.48405920777175e-06,0.0001078757520683
g8341,501.371191188183,2.0218119911286,0.421757164885278,4.79378220326988,1.63665956182052e-06,0.0001184576259679
g29119,242.45420061348,2.25855812774409,0.471307882924839,4.79210768495521,1.65038274635601e-06,0.0001189404044211
g16622,510.099675339197,-2.17358696741969,0.4537081379036,-4.79071629057162,1.66186971183911e-06,0.0001192585992359
g23422,980.189414852524,2.42767912361938,0.507526766916328,4.78335189761452,1.72395925848552e-06,0.0001231900378605
g23170,1694.41713176333,2.67875294948192,0.560449099006986,4.77965430621297,1.75596858577913e-06,0.0001249479081459
g27274,35.0494584210341,5.62279670258559,1.1772093379832,4.77637793140393,1.78480813042489e-06,0.0001264664046701
g25158,423.001399784913,1.44660919482894,0.304919183607763,4.74423805584435,2.09292607712185e-06,0.0001476782651237
